onset	duration	trial_type	run	run_id	volume	run_volume	stim	genre	delay	catch	sound_soa	trigger_ts
0.01	6.0	symphonic	1	1	0	0	symphonic_004.wav	symphonic	6	0	0.0070000000000618465	557.924
12.0	6.0	ambient	1	1	6	6	ambient_004.wav	ambient	6	0	0.003100000000017644	569.9243
24.0	6.0	symphonic	1	1	12	12	symphonic_002.wav	symphonic	6	0	0.002499999999940883	581.9242
36.01	6.0	rocknroll	1	1	18	18	rocknroll_002.wav	rocknroll	8	1	0.011700000000018916	593.924
50.01	6.0	symphonic	1	1	25	25	symphonic_003.wav	symphonic	8	1	0.011700000000018916	607.925
64.0	6.0	metal	1	1	32	32	metal_001.wav	metal	6	0	0.002599999999915781	621.9246
76.02	6.0	country	1	1	38	38	country_000.wav	country	8	1	0.015899999999987813	633.9239
90.0	6.0	rocknroll	1	1	45	45	rocknroll_001.wav	rocknroll	6	0	0.0027000000000043656	647.9249
102.0	6.0	country	1	1	51	51	country_002.wav	country	6	0	0.002499999999940883	659.9243
114.0	6.0	symphonic	1	1	57	57	symphonic_000.wav	symphonic	6	0	0.002499999999940883	671.9238
126.0	6.0	country	1	1	63	63	country_003.wav	country	4	0	0.0025000000000545697	683.924
136.01	6.0	ambient	1	1	68	68	ambient_000.wav	ambient	8	1	0.012000000000057298	693.9232
150.0	6.0	ambient	1	1	75	75	ambient_003.wav	ambient	6	0	0.002599999999915781	707.9237
162.0	6.0	country	1	1	81	81	country_001.wav	country	6	0	0.0025000000000545697	719.9231
174.0	6.0	country	1	1	87	87	country_004.wav	country	6	0	0.002899999999954161	731.9229
186.0	6.0	metal	1	1	93	93	metal_002.wav	metal	6	0	0.002499999999940883	743.9233
198.0	6.0	ambient	1	1	99	99	ambient_001.wav	ambient	6	0	0.003499999999917236	755.9228
210.0	6.0	metal	1	1	105	105	metal_004.wav	metal	6	0	0.003899999999930515	767.9229
222.0	6.0	rocknroll	1	1	111	111	rocknroll_004.wav	rocknroll	6	0	0.003400000000056025	779.9236
234.0	6.0	ambient	1	1	117	117	ambient_002.wav	ambient	4	0	0.002499999999940883	791.9229
244.0	6.0	rocknroll	1	1	122	122	rocknroll_003.wav	rocknroll	6	0	0.004000000000019099	801.923
256.0	6.0	rocknroll	1	1	128	128	rocknroll_000.wav	rocknroll	4	0	0.0023999999999659853	813.9238
266.0	6.0	metal	1	1	133	133	metal_000.wav	metal	4	0	0.0035000000000309233	823.9231
276.01	6.0	metal	1	1	138	138	metal_003.wav	metal	8	1	0.012600000000020373	833.9231
290.0	6.0	symphonic	1	1	145	145	symphonic_001.wav	symphonic	4	0	0.003199999999992542	847.9237
