onset	duration	trial_type	value	sample
1.0	0.0	tone1	9	1200
1.0483333333333333	0.0	standard	6	1258
1.0508333333333333	0.0	tonestim	11	1261
1.0508333333333333	0.0	beep	1	1261
2.015833333333333	0.0	tone1	9	2419
2.0641666666666665	0.0	standard	6	2477
2.065	0.0	tonestim	11	2478
2.065	0.0	beep	1	2478
2.861666666666667	0.0	tonestim	11	3434
2.861666666666667	0.0	beep	1	3434
3.203333333333333	0.0	tone1	9	3844
4.4125	0.0	tone1	9	5295
4.460833333333333	0.0	standard	6	5353
4.470833333333333	0.0	tonestim	11	5365
4.470833333333333	0.0	beep	1	5365
5.4975	0.0	tone1	9	6597
5.545833333333333	0.0	standard	6	6655
5.550833333333333	0.0	tonestim	11	6661
5.550833333333333	0.0	beep	1	6661
6.663333333333333	0.0	tone1	9	7996
6.711666666666667	0.0	standard	6	8054
6.7225	0.0	tonestim	11	8067
6.7225	0.0	beep	1	8067
7.6775	0.0	tone1	9	9213
7.725833333333333	0.0	standard	6	9271
7.7316666666666665	0.0	tonestim	11	9278
7.7316666666666665	0.0	beep	1	9278
8.725	0.0	tone1	9	10470
8.773333333333333	0.0	standard	6	10528
8.781666666666666	0.0	tonestim	11	10538
8.781666666666666	0.0	beep	1	10538
9.725	0.0	tone1	9	11670
9.773333333333333	0.0	standard	6	11728
9.781666666666666	0.0	tonestim	11	11738
9.781666666666666	0.0	beep	1	11738
10.823333333333334	0.0	tone1	9	12988
10.845833333333333	0.0	tonestim	11	13015
10.845833333333333	0.0	beep	1	13015
10.871666666666666	0.0	standard	6	13046
11.376666666666667	0.0	tonestim	11	13652
11.376666666666667	0.0	beep	1	13652
11.854166666666666	0.0	tone1	9	14225
11.9025	0.0	standard	6	14283
11.910833333333333	0.0	tonestim	11	14293
11.910833333333333	0.0	beep	1	14293
12.4475	0.0	tonestim	11	14937
12.4475	0.0	beep	1	14937
13.039166666666667	0.0	tone2	10	15647
13.0875	0.0	target	8	15705
13.090833333333334	0.0	tonestim	11	15709
13.090833333333334	0.0	beep	1	15709
13.485	0.0	resp_correct	4	16182
13.485	0.0	response	5	16182
14.17	0.0	tone1	9	17004
