name	x	y	z	size	type	manufacturer
1	8	-21	72	4	surface	AdTech
2	11	-12	76.5454545454545	4	surface	AdTech
3	17	-4	80.96	4	surface	AdTech
4	19	4.90909090909092	78	4	surface	AdTech
5	21	14	77.44	4	surface	AdTech
6	22	23	74.36	4	surface	AdTech
7	22	32	71.8	4	surface	AdTech
8	24	42	71	4	surface	AdTech
9	21	-16	76.88	4	surface	AdTech
10	24	-7.11	77	4	surface	AdTech
11	27	3	74.57	4	surface	AdTech
12	31	12	74.52	4	surface	AdTech
13	32.1333333333333	21	72	4	surface	AdTech
14	33	31	70.44	4	surface	AdTech
15	34.8235294117647	40	67	4	surface	AdTech
16	34	-11	71.16	4	surface	AdTech
17	37	-0.857142857142868	71	4	surface	AdTech
18	41	9	69.8571428571429	4	surface	AdTech
19	43.5833333333333	19	68	4	surface	AdTech
20	41.5	29	64	4	surface	AdTech
21	43	38	61.8695652173913	4	surface	AdTech
22	33.32	-29	64	4	surface	AdTech
23	42	-12	65.35	4	surface	AdTech
24	45	-3	65.7368421052632	4	surface	AdTech
25	48	7	65.75	4	surface	AdTech
26	49	18	62.3181818181818	4	surface	AdTech
27	48	27	58	4	surface	AdTech
28	51.16	35	54	4	surface	AdTech
29	41	-33	57.2173913043478	4	surface	AdTech
30	48.2	-23	60	4	surface	AdTech
31	51	-14	59.68	4	surface	AdTech
32	53	-5	59.6	4	surface	AdTech
33	55	6	58.08	4	surface	AdTech
34	56	15	57.9375	4	surface	AdTech
35	57.0416666666667	24	52	4	surface	AdTech
36	56	34	48.0454545454545	4	surface	AdTech
37	45.4166666666667	-34	49	4	surface	AdTech
38	50.5238095238095	-25	50	4	surface	AdTech
39	56.24	-17	51	4	surface	AdTech
40	60.2	-6.99999999999999	51	4	surface	AdTech
41	61.52	3	49	4	surface	AdTech
42	62	13	44.8666666666667	4	surface	AdTech
43	62.04	23	43	4	surface	AdTech
44	60.88	34	41	4	surface	AdTech
45	48	-35	40.4444444444445	4	surface	AdTech
46	52.68	-26	40	4	surface	AdTech
47	58.6	-17	41	4	surface	AdTech
48	62	-8.2	41	4	surface	AdTech
49	64.84	1	39	4	surface	AdTech
50	65	11	35	4	surface	AdTech
51	65.72	22	32	4	surface	AdTech
52	64.84	31	31	4	surface	AdTech
53	49	-36	27.75	4	surface	AdTech
54	54.12	-27	29	4	surface	AdTech
55	59.875	-18	29	4	surface	AdTech
56	64	-10	29	4	surface	AdTech
57	65.56	0	26	4	surface	AdTech
58	66.28	10	25	4	surface	AdTech
59	65.64	19	22	4	surface	AdTech
60	65.68	29	21	4	surface	AdTech
