onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.883	.512	UNFAMILIAR	13	4	1.096	func/u049.bmp
3.106	.986	.458	UNFAMILIAR	14	4	.955	func/u049.bmp
6.481	.939	.524	SCRAMBLED	17	4	1.619	func/s050.bmp
9.621	.859	.426	UNFAMILIAR	13	4	.955	func/u059.bmp
12.811	.915	.561	SCRAMBLED	17	7	1.017	func/s057.bmp
16.035	.895	.537	FAMOUS	5	7	1.217	func/f059.bmp
19.259	.894	.566	SCRAMBLED	17	7	.880	func/s064.bmp
22.516	.899	.592	SCRAMBLED	18	7	.936	func/s064.bmp
25.64	.869	.461	SCRAMBLED	17	7	1.091	func/s051.bmp
28.696	.914	.421	SCRAMBLED	18	7	1.003	func/s051.bmp
31.92	.922	.539	SCRAMBLED	19	4	1.259	func/s050.bmp
34.593	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
55.088	.987	.466	FAMOUS	5	7	.917	func/f052.bmp
58.446	.899	.591	FAMOUS	6	7	.532	func/f052.bmp
61.553	.927	.435	UNFAMILIAR	15	4	.838	func/u059.bmp
64.66	.915	.416	UNFAMILIAR	13	4	.874	func/u063.bmp
67.766	.982	.431	UNFAMILIAR	14	4	.945	func/u063.bmp
71.024	.874	.505	SCRAMBLED	19	7	.558	func/s057.bmp
74.181	.857	.505	FAMOUS	5	7	1.523	func/f053.bmp
77.288	.877	.480	FAMOUS	7	7	.999	func/f059.bmp
80.511	.948	.573	FAMOUS	5	4	.998	func/f060.bmp
83.735	.943	.511	UNFAMILIAR	13	7	.776	func/u064.bmp
87.043	.929	.590	SCRAMBLED	17	7	.830	func/s060.bmp
90.166	.955	.430	SCRAMBLED	18	7	1.146	func/s060.bmp
93.34	.966	.441	FAMOUS	5	4	1.430	func/f056.bmp
96.564	.917	.486	SCRAMBLED	17	4	.835	func/s052.bmp
99.654	.910	.404	SCRAMBLED	18	4	.952	func/s052.bmp
102.811	.893	.476	FAMOUS	7	7	.848	func/f053.bmp
105.951	.810	.480	SCRAMBLED	17	7	.740	func/s061.bmp
108.958	.871	.422	SCRAMBLED	18	7	.830	func/s061.bmp
111.998	.810	.400	FAMOUS	7	4	1.036	func/f060.bmp
114.554	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
134.999	.865	.408	FAMOUS	5	7	1.328	func/f062.bmp
138.206	.883	.569	FAMOUS	6	7	.840	func/f062.bmp
141.397	.823	.549	UNFAMILIAR	15	7	1.084	func/u064.bmp
144.554	.848	.565	UNFAMILIAR	13	4	.838	func/u051.bmp
147.761	.986	.598	FAMOUS	5	7	1.150	func/f064.bmp
151.035	.975	.529	FAMOUS	7	4	.798	func/f056.bmp
154.208	.987	.430	UNFAMILIAR	13	4	1.047	func/u052.bmp
157.499	.934	.520	UNFAMILIAR	14	4	1.347	func/u052.bmp
160.706	.891	.506	UNFAMILIAR	13	4	.937	func/u061.bmp
163.846	.852	.481	UNFAMILIAR	13	7	.611	func/u053.bmp
166.886	.828	.428	UNFAMILIAR	14	7	.767	func/u053.bmp
169.943	.843	.465	FAMOUS	5	7	.835	func/f057.bmp
173.134	.967	.570	UNFAMILIAR	15	7	.771	func/u051.bmp
176.424	.824	.558	FAMOUS	5	4	.682	func/f054.bmp
179.448	.912	.433	FAMOUS	6	4	1.191	func/f054.bmp
182.655	.819	.534	FAMOUS	7	4	1.264	func/f064.bmp
185.695	.881	.455	UNFAMILIAR	13	4	1.757	func/u050.bmp
188.317	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
208.846	.882	.486	UNFAMILIAR	13	4	.919	func/u060.bmp
211.92	.980	.434	UNFAMILIAR	14	4	.854	func/u060.bmp
215.11	.922	.441	UNFAMILIAR	15	4	.887	func/u061.bmp
218.284	.973	.478	UNFAMILIAR	13	4	.825	func/u055.bmp
221.524	.802	.492	UNFAMILIAR	13	4	1.099	func/u057.bmp
224.598	.917	.502	UNFAMILIAR	14	4	1.024	func/u057.bmp
227.755	.881	.470	FAMOUS	7	7	1.056	func/f057.bmp
230.962	.967	.489	FAMOUS	5	4	1.327	func/f051.bmp
234.136	.884	.450	SCRAMBLED	17	4	.860	func/s053.bmp
237.209	.864	.426	SCRAMBLED	18	4	2.049	func/s053.bmp
240.249	.906	.404	UNFAMILIAR	15	4	.952	func/u050.bmp
243.339	.915	.407	FAMOUS	5	7	.953	func/f063.bmp
246.496	.880	.474	FAMOUS	6	7	.776	func/f063.bmp
249.67	.964	.519	FAMOUS	5	n/a	0	func/f061.bmp
252.961	.948	.563	UNFAMILIAR	15	4	.845	func/u055.bmp
256.118	.849	.444	SCRAMBLED	17	7	.904	func/s063.bmp
259.208	.916	.476	SCRAMBLED	17	7	.811	func/s054.bmp
262.398	.976	.503	SCRAMBLED	18	7	.762	func/s054.bmp
265.639	.824	.492	FAMOUS	7	4	.954	func/f051.bmp
268.679	.937	.445	SCRAMBLED	17	7	.918	func/s062.bmp
271.368	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
291.83	.834	.429	UNFAMILIAR	13	4	.982	func/u054.bmp
294.987	.817	.554	UNFAMILIAR	13	4	.865	func/u062.bmp
298.027	.981	.464	UNFAMILIAR	14	4	.708	func/u062.bmp
301.169	.869	.401	FAMOUS	7	7	.931	func/f061.bmp
304.308	.916	.515	FAMOUS	5	n/a	0	func/f058.bmp
307.565	.838	.571	SCRAMBLED	19	n/a	0	func/s063.bmp
310.639	.964	.460	FAMOUS	5	n/a	0	func/f055.bmp
313.796	.985	.419	SCRAMBLED	17	4	2.410	func/s055.bmp
316.953	.891	.404	SCRAMBLED	18	4	.766	func/s055.bmp
320.076	.940	.464	SCRAMBLED	19	7	.669	func/s062.bmp
323.3	.808	.506	SCRAMBLED	17	7	.662	func/s056.bmp
326.323	.941	.439	UNFAMILIAR	15	4	.885	func/u054.bmp
329.447	.870	.417	UNFAMILIAR	13	4	.881	func/u058.bmp
332.621	.876	.521	SCRAMBLED	17	7	.698	func/s049.bmp
335.744	.949	.473	SCRAMBLED	18	7	.850	func/s049.bmp
338.901	.916	.442	FAMOUS	7	4	.851	func/f058.bmp
341.991	.990	.403	FAMOUS	5	4	1.165	func/f050.bmp
345.165	.823	.405	FAMOUS	6	4	.691	func/f050.bmp
348.189	.905	.431	FAMOUS	7	4	.851	func/f055.bmp
350.844	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
371.39	.812	.513	SCRAMBLED	17	7	.878	func/s059.bmp
374.397	.819	.429	SCRAMBLED	18	7	.691	func/s059.bmp
377.554	.969	.584	UNFAMILIAR	13	4	1.082	func/u056.bmp
380.828	.845	.540	SCRAMBLED	19	7	.860	func/s056.bmp
383.884	.951	.441	FAMOUS	5	7	.795	func/f049.bmp
387.058	.860	.464	FAMOUS	6	7	.915	func/f049.bmp
390.282	.949	.594	UNFAMILIAR	15	4	.899	func/u058.bmp
393.456	.887	.460	SCRAMBLED	17	4	1.184	func/s058.bmp
396.563	.854	.449	SCRAMBLED	18	7	.587	func/s058.bmp
399.185	.012	0	n/a	999	0	0	func/Circle.bmp
