onset	duration	trial_type	0	1	2	3
0.120	2.000	Spanish-English-Abstract-Novel	traici�n	SEAn_01	1984	41
2.120	2.000	English-English-Abstract-Novel	life	EEAn_01	4984	28
7.120	2.000	Spanish-Spanish-Abstract-Novel	disculpa	SSAn_01	1984	9
9.120	2.000	English-Spanish-Concrete-Novel	tower	ESCn_01	4984	45
14.120	2.000	English-Spanish-Abstract-Novel	truce	ESAn_01	1984	29
16.120	2.000	Spanish-Spanish-Abstract-Repeat	disculpa	SSAr_01	3984	9
20.120	2.000	Spanish-Spanish-Abstract-Novel	consuelo	SSAn_02	6984	7
27.120	2.000	Spanish-Spanish-Abstract-Repeat	consuelo	SSAr_02	2984	7
30.120	2.000	English-English-Abstract-Repeat	life	EEAr_01	5984	28
36.120	2.000	English-English-Concrete-Novel	salary	EECn_01	2984	16
39.120	2.000	Spanish-Spanish-Concrete-Novel	marfil	SSCn_01	1984	24
41.120	2.000	Spanish-English-Abstract-Repeat	betrayal	SEAr_01	1984	41
43.120	2.000	English-Spanish-Abstract-Repeat	tregua	ESAr_01	1984	29
45.120	2.000	Spanish-English-Abstract-Novel	azar	SEAn_02	3984	30
49.120	2.000	English-English-Abstract-Novel	event	EEAn_02	2984	51
52.120	2.000	English-English-Concrete-Repeat	salary	EECr_01	1984	16
54.120	2.000	English-Spanish-Concrete-Repeat	torre	ESCr_01	2984	45
57.120	2.000	English-English-Concrete-Novel	elbow	EECn_02	5984	8
63.120	2.000	Spanish-Spanish-Concrete-Repeat	marfil	SSCr_01	1984	24
65.120	2.000	English-English-Concrete-Repeat	elbow	EECr_02	1984	8
67.120	2.000	English-Spanish-Concrete-Novel	sword	ESCn_02	3984	21
71.120	2.000	Spanish-Spanish-Abstract-Novel	medida	SSAn_03	3984	8
75.120	2.000	Spanish-English-Abstract-Repeat	chance	SEAr_02	3984	30
79.120	2.000	Spanish-Spanish-Abstract-Repeat	medida	SSAr_03	2984	8
82.120	2.000	Spanish-English-Concrete-Novel	bala	SECn_01	5984	10
88.120	2.000	English-Spanish-Concrete-Repeat	espada	ESCr_02	1984	21
90.120	2.000	Spanish-Spanish-Abstract-Novel	bendici�n	SSAn_04	1984	30
