0.000	0.000	0.000	0.000
0.002	0.000	0.000	0.000
0.004	0.000	0.000	0.000
0.006	0.000	0.000	0.000
0.008	0.000	0.000	0.000
0.010	0.000	0.000	0.000
0.012	0.000	0.000	0.000
0.014	0.000	0.000	0.000
0.016	0.000	0.000	0.000
0.018	0.000	0.000	0.000
0.020	0.000	0.000	0.000
0.022	0.000	0.000	0.000
0.024	0.000	0.000	0.000
0.026	0.000	0.000	0.000
0.028	0.000	0.000	0.000
0.030	0.000	0.000	0.000
0.032	0.000	0.000	0.000
0.034	0.000	0.000	0.000
0.036	0.000	0.000	0.000
0.038	0.000	0.000	0.000
0.040	305.700	292.600	3603.000
0.042	305.500	292.700	3604.000
0.044	304.900	292.500	3605.000
0.046	304.100	292.200	3605.000
0.048	303.400	291.600	3606.000
0.050	302.800	291.200	3608.000
0.052	302.400	290.700	3609.000
0.054	302.000	290.300	3610.000
0.056	301.700	290.100	3610.000
0.058	301.500	290.300	3611.000
0.060	301.800	290.700	3612.000
0.062	302.000	291.100	3612.000
0.064	302.400	291.500	3613.000
0.066	302.800	291.900	3614.000
0.068	303.200	292.200	3615.000
0.070	303.500	292.400	3616.000
0.072	303.800	292.600	3618.000
0.074	304.000	292.900	3619.000
0.076	304.000	293.000	3620.000
0.078	304.000	293.000	3620.000
0.080	303.900	293.000	3619.000
0.082	303.800	292.900	3619.000
0.084	303.700	292.600	3619.000
0.086	303.600	292.400	3619.000
0.088	303.600	292.000	3619.000
0.090	303.700	291.600	3620.000
0.092	303.700	291.200	3621.000
0.094	303.700	290.700	3622.000
0.096	303.600	290.200	3623.999
0.098	303.500	289.900	3625.999
0.100	303.500	289.700	3627.000
0.102	303.500	289.700	3628.000
0.104	303.600	290.000	3628.000
0.106	303.700	290.500	3628.999
0.108	303.800	291.000	3629.000
0.110	303.900	291.500	3629.999
0.112	304.000	292.000	3630.000
0.114	304.200	292.400	3631.999
0.116	304.400	292.900	3633.999
0.118	304.700	293.300	3634.999
0.120	304.900	293.500	3636.999
0.122	305.200	293.600	3637.999
0.124	305.500	293.900	3638.000
0.126	305.600	294.000	3638.000
0.128	305.700	294.100	3638.000
0.130	305.700	294.100	3637.001
0.132	305.700	294.000	3637.999
0.134	305.800	294.100	3638.999
0.136	305.800	294.100	3639.000
0.138	305.900	294.000	3640.998
0.140	306.000	293.900	3642.998
0.142	306.000	293.700	3644.998
0.144	306.000	293.400	3646.998
0.146	305.600	293.100	3647.999
0.148	305.200	292.800	3648.999
0.150	304.700	292.400	3649.999
0.152	304.200	292.100	3649.001
0.154	303.700	291.700	3648.001
0.156	303.101	291.500	3647.001
0.158	302.501	291.500	3646.001
0.160	302.300	291.700	3644.002
0.162	302.000	291.800	3643.001
0.164	301.800	292.000	3641.002
0.166	301.700	292.200	3641.000
0.168	301.700	292.500	3640.001
0.170	301.800	292.500	3640.000
0.172	302.000	292.500	3639.001
0.174	302.200	292.200	3639.999
0.176	302.400	292.400	3640.999
0.178	302.500	292.600	3644.996
0.180	303.099	292.800	3650.993
0.182	303.699	293.000	3655.995
0.184	304.199	293.200	3659.996
0.186	304.600	293.500	3660.999
0.188	305.000	293.700	3661.000
0.190	305.300	293.600	3661.999
0.192	305.700	293.600	3659.004
0.194	305.400	293.500	3655.005
0.196	305.100	293.600	3653.002
0.198	304.800	293.700	3651.002
0.200	304.500	293.900	3652.998
0.202	304.300	294.000	3655.996
0.204	304.100	294.000	3657.997
0.206	303.800	293.700	3659.997
0.208	303.800	293.500	3661.997
0.210	303.700	293.200	3663.997
0.212	303.600	292.801	3665.997
0.214	303.400	292.401	3666.999
0.216	303.300	292.100	3667.000
0.218	303.300	292.100	3668.997
0.220	303.600	292.300	3669.999
0.222	303.999	292.600	3670.999
0.224	304.300	292.800	3671.999
0.226	304.699	293.000	3672.000
0.228	304.900	293.300	3672.999
0.230	305.000	293.500	3672.001
0.232	305.100	293.600	3671.001
0.234	304.900	293.800	3670.002
0.236	304.700	293.900	3668.003
0.238	304.700	294.100	3667.002
0.240	304.900	294.599	3666.002
0.242	305.499	295.099	3666.000
0.244	307.896	296.598	3666.998
0.246	311.993	297.998	3667.998
0.248	318.490	299.897	3668.998
0.250	325.988	301.797	3669.998
0.252	333.787	303.897	3670.998
0.254	342.486	305.897	3669.003
0.256	353.082	307.697	3667.003
0.258	362.085	308.798	3664.005
0.260	370.386	309.698	3661.005
0.262	376.889	310.399	3658.005
0.264	382.790	311.298	3654.007
0.266	388.889	312.598	3650.007
0.268	393.592	313.598	3647.005
0.270	396.395	314.498	3644.005
0.272	398.896	315.598	3641.005
0.274	400.597	316.698	3639.004
0.276	401.598	317.598	3637.004
0.278	402.099	318.698	3635.004
0.280	402.300	319.299	3634.002
0.282	402.400	319.899	3634.000
0.284	402.400	320.299	3634.000
0.286	402.300	320.500	3634.000
0.288	402.100	320.700	3633.002
0.290	401.801	320.900	3632.002
0.292	401.501	320.800	3631.002
0.294	401.300	320.800	3630.002
0.296	401.100	321.099	3629.002
0.298	401.000	321.499	3626.006
0.300	401.100	321.899	3624.004
