name	type	units	sampling_frequency	tracking_system	tracked_point	component	placement
headRigid_quat_w	ORNT	n/a	64.961190264948	HTCVive	headRigid	w	head
headRigid_quat_x	ORNT	n/a	64.961190264948	HTCVive	headRigid	x	head
headRigid_quat_y	ORNT	n/a	64.961190264948	HTCVive	headRigid	y	head
headRigid_quat_z	ORNT	n/a	64.961190264948	HTCVive	headRigid	z	head
headRigid_cart_x	POS	m	64.961190264948	HTCVive	headRigid	x	head
headRigid_cart_y	POS	m	64.961190264948	HTCVive	headRigid	y	head
headRigid_cart_z	POS	m	64.961190264948	HTCVive	headRigid	z	head
Rigid_headRigid_PS_offset_yaw	MISC	euler	64.961190264948	HTCVive	headRigid	yaw	head
HTCVive_latency	LATENCY	seconds	64.961190264948	HTCVive	n/a	latency	n/a
