onset	duration	trial_type	TrialNum	StimCond	StimulusNum	Response	response_time	Correct
0.120	2.000	classification-probabilistic	1	1	10	L	1.788	1
5.400	2.000	classification-probabilistic	3	1	6	L	1.074	1
9.085	2.000	classification-probabilistic	5	1	1	R	1.244	1
14.125	2.000	classification-probabilistic	7	1	8	R	1.168	1
17.686	2.000	classification-probabilistic	9	1	14	L	1.242	0
22.386	2.000	classification-deterministic	11	2	5	R	1.199	1
26.302	2.000	classification-deterministic	13	2	13	R	1.716	0
29.498	2.000	classification-deterministic	15	2	10	L	2.035	1
33.819	2.000	classification-deterministic	17	2	3	R	0.877	1
38.977	2.000	classification-deterministic	19	2	12	R	1.595	1
42.975	2.000	classification-probabilistic	21	1	1	R	1.373	1
47.224	2.000	classification-probabilistic	23	1	8	L	1.292	0
51.513	2.000	classification-probabilistic	25	1	5	R	1.710	1
55.189	2.000	classification-deterministic	27	2	12	L	1.560	0
59.719	2.000	classification-probabilistic	29	1	10	L	1.866	1
63.722	2.000	classification-probabilistic	31	1	10	R	0.805	0
69.820	2.000	classification-deterministic	33	2	2	R	0.885	1
74.001	2.000	classification-deterministic	35	2	5	R	1.075	1
81.479	2.000	classification-deterministic	37	2	4	L	0.963	1
84.586	2.000	classification-deterministic	39	2	4	L	0.788	1
87.798	2.000	classification-probabilistic	41	1	14	R	1.322	1
91.388	2.000	classification-probabilistic	43	1	6	R	1.174	0
97.207	2.000	classification-deterministic	45	2	12	R	0.840	1
102.210	2.000	classification-probabilistic	47	1	2	R	1.146	1
109.589	2.000	classification-probabilistic	49	1	4	R	0.924	0
112.911	2.000	classification-probabilistic	51	1	13	R	1.206	0
118.088	2.000	classification-probabilistic	53	1	1	L	0.636	0
122.585	2.000	classification-deterministic	55	2	4	R	0.788	0
130.091	2.000	classification-deterministic	57	2	1	R	1.758	0
136.483	2.000	classification-deterministic	59	2	11	R	1.541	1
142.089	2.000	classification-probabilistic	61	1	4	R	1.153	0
149.207	2.000	classification-probabilistic	63	1	11	R	2.057	1
152.422	2.000	classification-probabilistic	65	1	1	R	0.813	1
155.498	2.000	classification-probabilistic	67	1	10	L	1.418	1
159.085	2.000	classification-deterministic	69	2	4	L	1.314	1
162.802	2.000	classification-probabilistic	71	1	11	R	1.502	1
169.625	2.000	classification-probabilistic	73	1	5	R	1.344	1
177.123	2.000	classification-probabilistic	75	1	6	L	1.248	1
180.610	2.000	classification-probabilistic	77	1	6	L	1.354	1
185.001	2.000	classification-deterministic	79	2	7	L	1.448	1
190.822	2.000	classification-probabilistic	81	1	11	R	2.280	1
194.110	2.000	classification-deterministic	83	2	7	R	2.485	0
197.387	2.000	classification-deterministic	85	2	9	R	1.614	1
201.321	2.000	classification-deterministic	87	2	4	L	0.933	1
204.308	2.000	classification-deterministic	89	2	3	R	1.191	1
210.476	2.000	classification-probabilistic	91	1	2	R	0.864	1
215.686	2.000	classification-deterministic	93	2	13	L	1.003	1
221.413	2.000	classification-deterministic	95	2	12	L	1.457	0
224.501	2.000	classification-deterministic	97	2	5	R	2.038	1
227.976	2.000	classification-probabilistic	99	1	13	R	1.283	0
232.900	2.000	classification-probabilistic	101	1	6	L	0.976	1
236.686	2.000	classification-deterministic	103	2	11	R	1.875	1
241.721	2.000	classification-deterministic	105	2	8	R	1.143	1
248.786	2.000	classification-deterministic	107	2	8	R	0.920	1
251.921	2.000	classification-probabilistic	109	1	3	L	1.167	1
255.501	2.000	classification-deterministic	111	2	5	L	2.223	0
260.609	2.000	classification-deterministic	113	2	5	R	1.412	1
263.722	2.000	classification-deterministic	115	2	7	L	1.190	1
269.977	2.000	classification-deterministic	117	2	12	R	1.468	1
275.089	2.000	classification-probabilistic	119	1	4	R	1.441	0
279.312	2.000	classification-deterministic	121	2	1	L	1.170	1
283.422	2.000	classification-deterministic	123	2	1	L	1.435	1
286.623	2.000	classification-probabilistic	125	1	6	L	1.177	1
291.318	2.000	classification-probabilistic	127	1	2	R	0.704	1
295.500	2.000	classification-probabilistic	129	1	6	L	1.272	1
