onset	duration	event_sample	trial_type	event_value	stim_file
23.9236	0	26316	Famous	5	f127.bmp
26.9136	0	29605	Famous	6	f127.bmp
30.1882	0	33207	Unfamiliar	13	u015.bmp
33.4955	0	36845	Unfamiliar	13	u072.bmp
36.5691	0	40226	Unfamiliar	13	u052.bmp
39.86	0	43846	Famous	5	f106.bmp
42.9336	0	47227	Famous	6	f106.bmp
46.0909	0	50700	Unfamiliar	13	u036.bmp
49.2818	0	54210	Unfamiliar	13	u142.bmp
52.5227	0	57775	Unfamiliar	14	u142.bmp
55.78	0	61358	Unfamiliar	15	u015.bmp
59.0373	0	64941	Scrambled	17	s129.bmp
62.2118	0	68433	Scrambled	18	s129.bmp
65.3018	0	71832	Unfamiliar	15	u072.bmp
68.5427	0	75397	Scrambled	17	s131.bmp
71.8173	0	78999	Unfamiliar	15	u052.bmp
74.9573	0	82453	Scrambled	17	s101.bmp
78.1818	0	86000	Unfamiliar	13	u040.bmp
81.2555	0	89381	Unfamiliar	14	u040.bmp
84.53	0	92983	Unfamiliar	15	u036.bmp
87.7036	0	96474	Famous	5	f080.bmp
90.7273	0	99800	Famous	5	f134.bmp
93.8509	0	103236	Famous	5	f046.bmp
97.0255	0	106728	Famous	6	f046.bmp
100.165	0	110182	Scrambled	19	s131.bmp
103.306	0	113637	Unfamiliar	13	u059.bmp
106.415	0	117056	Scrambled	19	s101.bmp
109.554	0	120509	Unfamiliar	13	u055.bmp
112.828	0	124111	Unfamiliar	13	u006.bmp
116.135	0	127749	Famous	7	f080.bmp
119.276	0	131204	Unfamiliar	13	u076.bmp
122.567	0	134824	Famous	7	f134.bmp
125.591	0	138150	Unfamiliar	13	u062.bmp
128.765	0	141641	Unfamiliar	14	u062.bmp
132.039	0	145243	Unfamiliar	13	u030.bmp
135.18	0	148698	Unfamiliar	14	u030.bmp
138.287	0	152116	Unfamiliar	15	u059.bmp
141.311	0	155442	Famous	5	f014.bmp
144.535	0	158988	Famous	6	f014.bmp
147.842	0	162626	Unfamiliar	15	u055.bmp
151.066	0	166173	Scrambled	17	s038.bmp
154.24	0	169664	Scrambled	18	s038.bmp
157.431	0	173174	Unfamiliar	15	u006.bmp
160.588	0	176647	Unfamiliar	13	u025.bmp
163.946	0	180341	Unfamiliar	14	u025.bmp
167.17	0	183887	Unfamiliar	15	u076.bmp
170.411	0	187452	Scrambled	17	s135.bmp
173.652	0	191017	Scrambled	17	s107.bmp
176.742	0	194416	Scrambled	18	s107.bmp
179.833	0	197816	Scrambled	17	s022.bmp
183.124	0	201436	Scrambled	18	s022.bmp
186.297	0	204927	Scrambled	17	s041.bmp
189.455	0	208400	Scrambled	18	s041.bmp
192.679	0	211947	Scrambled	17	s104.bmp
195.719	0	215291	Unfamiliar	13	u033.bmp
198.976	0	218874	Scrambled	19	s135.bmp
202.035	0	222238	Famous	5	f086.bmp
205.107	0	225618	Famous	6	f086.bmp
208.099	0	228909	Unfamiliar	13	u065.bmp
211.188	0	232307	Scrambled	17	s072.bmp
214.345	0	235780	Famous	5	f035.bmp
217.57	0	239327	Famous	6	f035.bmp
220.694	0	242763	Scrambled	19	s104.bmp
223.867	0	246254	Scrambled	17	s014.bmp
227.042	0	249746	Unfamiliar	15	u033.bmp
230.098	0	253108	Famous	5	f126.bmp
233.239	0	256563	Famous	6	f126.bmp
236.53	0	260183	Scrambled	17	s126.bmp
239.57	0	263527	Scrambled	18	s126.bmp
242.778	0	267056	Unfamiliar	15	u065.bmp
245.968	0	270565	Scrambled	17	s062.bmp
249.009	0	273910	Scrambled	18	s062.bmp
252.199	0	277419	Scrambled	19	s072.bmp
255.491	0	281040	Famous	5	f051.bmp
258.698	0	284568	Famous	6	f051.bmp
261.922	0	288114	Scrambled	17	s127.bmp
265.146	0	291661	Scrambled	19	s014.bmp
268.304	0	295134	Scrambled	17	s058.bmp
271.545	0	298699	Famous	5	f149.bmp
274.585	0	302043	Famous	6	f149.bmp
277.792	0	305571	Famous	5	f030.bmp
280.949	0	309044	Famous	6	f030.bmp
284.123	0	312535	Famous	5	f102.bmp
287.481	0	316229	Famous	6	f102.bmp
290.621	0	319683	Unfamiliar	13	u135.bmp
293.778	0	323156	Scrambled	19	s127.bmp
296.953	0	326648	Scrambled	17	s019.bmp
300.194	0	330213	Scrambled	18	s019.bmp
303.334	0	333667	Scrambled	19	s058.bmp
306.575	0	337232	Scrambled	17	s105.bmp
309.749	0	340724	Scrambled	17	s079.bmp
313.04	0	344344	Famous	5	f117.bmp
316.198	0	347818	Unfamiliar	13	u150.bmp
319.438	0	351382	Unfamiliar	15	u135.bmp
322.545	0	354799	Scrambled	17	s132.bmp
325.535	0	358089	Famous	5	f008.bmp
328.693	0	361562	Famous	6	f008.bmp
331.866	0	365053	Scrambled	19	s105.bmp
