onset	duration	trial_type	run	run_id	volume	run_volume	stim	genre	delay	catch	sound_soa	trigger_ts
0.02	6.0	country	8	5	1071	0	country_003.wav	country	8	1	0.017400000000179716	3098.8149
14.0	6.0	metal	8	5	1078	7	metal_004.wav	metal	6	0	0.004100000000107684	3112.8147
26.0	6.0	ambient	8	5	1084	13	ambient_004.wav	ambient	6	0	0.003999999999905413	3124.8147
38.0	6.0	symphonic	8	5	1090	19	symphonic_002.wav	symphonic	6	0	0.002600000000256841	3136.8147
50.0	6.0	country	8	5	1096	25	country_002.wav	country	6	0	0.0025000000000545697	3148.8155
62.0	6.0	rocknroll	8	5	1102	31	rocknroll_001.wav	rocknroll	4	0	0.003600000000005821	3160.8149
72.0	6.0	symphonic	8	5	1107	36	symphonic_004.wav	symphonic	4	0	0.0035000000002582965	3170.8149
82.01	6.0	symphonic	8	5	1112	41	symphonic_001.wav	symphonic	8	1	0.01109999999971478	3180.8148
96.0	6.0	rocknroll	8	5	1119	48	rocknroll_003.wav	rocknroll	6	0	0.0045999999997548	3194.8148
108.01	6.0	metal	8	5	1125	54	metal_000.wav	metal	8	1	0.010199999999713327	3206.8148
122.0	6.0	rocknroll	8	5	1132	61	rocknroll_000.wav	rocknroll	6	0	0.0027000000000043656	3220.8155
134.0	6.0	rocknroll	8	5	1138	67	rocknroll_004.wav	rocknroll	6	0	0.0025000000000545697	3232.8147
146.0	6.0	ambient	8	5	1144	73	ambient_003.wav	ambient	6	0	0.0025000000000545697	3244.8157
158.0	6.0	ambient	8	5	1150	79	ambient_000.wav	ambient	4	0	0.003700000000208093	3256.8151
168.0	6.0	metal	8	5	1155	84	metal_003.wav	metal	6	0	0.0025000000000545697	3266.8157
180.0	6.0	country	8	5	1161	90	country_001.wav	country	6	0	0.0025000000000545697	3278.8148
192.0	6.0	symphonic	8	5	1167	96	symphonic_003.wav	symphonic	6	0	0.004100000000107684	3290.8149
204.0	6.0	metal	8	5	1173	102	metal_001.wav	metal	6	0	0.0025000000000545697	3302.8157
216.0	6.0	metal	8	5	1179	108	metal_002.wav	metal	4	0	0.0039000000001578883	3314.8149
226.0	6.0	symphonic	8	5	1184	113	symphonic_000.wav	symphonic	6	0	0.0038999999997031405	3324.8148
238.01	6.0	ambient	8	5	1190	119	ambient_002.wav	ambient	8	1	0.00860000000011496	3336.8156
252.01	6.0	rocknroll	8	5	1197	126	rocknroll_002.wav	rocknroll	8	1	0.012899999999717693	3350.8148
266.0	6.0	country	8	5	1204	133	country_000.wav	country	4	0	0.002600000000256841	3364.8154
276.0	6.0	ambient	8	5	1209	138	ambient_001.wav	ambient	6	0	0.0034999999998035487	3374.815
288.0	6.0	country	8	5	1215	144	country_004.wav	country	6	0	0.0025000000000545697	3386.8149
