onset	duration	trial_type	run	run_id	volume	run_volume	stim	genre	delay	catch	sound_soa	trigger_ts
0.01	6.0	ambient	6	0	765	0	ambient_004.wav	ambient	6	0	0.0075999999999112324	2403.3766
12.0	6.0	country	6	0	771	6	country_003.wav	country	6	0	0.0025000000000545697	2415.3771
24.01	6.0	metal	6	0	777	12	metal_002.wav	metal	8	1	0.012799999999970169	2427.3763
38.0	6.0	country	6	0	784	19	country_002.wav	country	6	0	0.003799999999955617	2441.3763
50.0	6.0	rocknroll	6	0	790	25	rocknroll_004.wav	rocknroll	6	0	0.0025000000000545697	2453.3772
62.0	6.0	symphonic	6	0	796	31	symphonic_004.wav	symphonic	4	0	0.0025000000000545697	2465.3772
72.0	6.0	symphonic	6	0	801	36	symphonic_000.wav	symphonic	6	0	0.0025000000000545697	2475.3763
84.0	6.0	metal	6	0	807	42	metal_003.wav	metal	6	0	0.002600000000256841	2487.3767
96.0	6.0	metal	6	0	813	48	metal_001.wav	metal	6	0	0.003099999999903957	2499.3763
108.0	6.0	symphonic	6	0	819	54	symphonic_001.wav	symphonic	6	0	0.002600000000256841	2511.3772
120.01	6.0	country	6	0	825	60	country_001.wav	country	8	1	0.01230000000032305	2523.3774
134.0	6.0	country	6	0	832	67	country_000.wav	country	6	0	0.004100000000107684	2537.3763
146.0	6.0	symphonic	6	0	838	73	symphonic_002.wav	symphonic	6	0	0.0025000000000545697	2549.3768
158.0	6.0	rocknroll	6	0	844	79	rocknroll_002.wav	rocknroll	6	0	0.003600000000005821	2561.3765
170.0	6.0	metal	6	0	850	85	metal_004.wav	metal	4	0	0.003800000000410364	2573.3767
180.0	6.0	ambient	6	0	855	90	ambient_000.wav	ambient	6	0	0.0025000000000545697	2583.3767
192.01	6.0	symphonic	6	0	861	96	symphonic_003.wav	symphonic	8	1	0.010800000000017462	2595.3772
206.0	6.0	ambient	6	0	868	103	ambient_001.wav	ambient	6	0	0.003700000000208093	2609.3767
218.01	6.0	rocknroll	6	0	874	109	rocknroll_003.wav	rocknroll	8	1	0.008200000000215368	2621.3768
232.0	6.0	country	6	0	881	116	country_004.wav	country	4	0	0.003700000000208093	2635.3765
242.0	6.0	ambient	6	0	886	121	ambient_002.wav	ambient	4	0	0.003600000000005821	2645.3767
252.0	6.0	metal	6	0	891	126	metal_000.wav	metal	6	0	0.003800000000410364	2655.3767
264.0	6.0	rocknroll	6	0	897	132	rocknroll_001.wav	rocknroll	6	0	0.0034999999998035487	2667.3764
276.0	6.0	rocknroll	6	0	903	138	rocknroll_000.wav	rocknroll	4	0	0.0025000000000545697	2679.3773
286.01	6.0	ambient	6	0	908	143	ambient_003.wav	ambient	8	1	0.011999999999716238	2689.3764
