onset	duration	trial_type	Response	Stimulus	response_time
4.540	0.200	auditory standard stimulus presentation	n/a	n/a	n/a
6.557	0.200	auditory standard stimulus presentation	n/a	n/a	n/a
8.973	0.200	auditory standard stimulus presentation	n/a	n/a	n/a
11.406	0.200	auditory standard stimulus presentation	0.000	standard	n/a
13.458	0.200	auditory standard stimulus presentation	0.000	standard	n/a
15.890	0.200	auditory standard stimulus presentation	0.000	standard	n/a
18.935	0.200	auditory standard stimulus presentation	0.000	standard	n/a
21.566	0.200	auditory standard stimulus presentation	0.000	standard	n/a
23.997	0.200	auditory standard stimulus presentation	0.000	standard	n/a
26.628	0.200	auditory standard stimulus presentation	0.000	standard	n/a
28.862	0.200	auditory standard stimulus presentation	0.000	standard	n/a
31.907	0.200	auditory standard stimulus presentation	0.000	standard	n/a
34.340	0.200	auditory standard stimulus presentation	0.000	standard	n/a
36.772	0.416	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
36.772	0.200	auditory oddball stimulus presentation	1.000	target	n/a
39.420	0.200	auditory oddball stimulus presentation	1.000	target	n/a
39.420	0.576	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
42.049	0.200	auditory standard stimulus presentation	0.000	standard	n/a
44.482	0.200	auditory standard stimulus presentation	0.000	standard	n/a
46.915	0.200	auditory standard stimulus presentation	0.000	standard	n/a
48.949	0.200	auditory standard stimulus presentation	0.000	standard	n/a
51.002	0.200	auditory standard stimulus presentation	0.000	standard	n/a
53.831	0.200	auditory standard stimulus presentation	0.000	standard	n/a
56.462	0.200	auditory standard stimulus presentation	0.000	standard	n/a
59.307	0.200	auditory standard stimulus presentation	0.000	standard	n/a
62.138	0.200	auditory standard stimulus presentation	0.000	standard	n/a
65.182	0.200	auditory standard stimulus presentation	0.000	standard	n/a
68.243	0.200	auditory standard stimulus presentation	0.000	standard	n/a
71.270	0.200	auditory standard stimulus presentation	0.000	standard	n/a
73.918	0.200	auditory standard stimulus presentation	0.000	standard	n/a
76.153	0.200	auditory standard stimulus presentation	0.000	standard	n/a
78.403	0.200	auditory standard stimulus presentation	0.000	standard	n/a
80.835	0.200	auditory standard stimulus presentation	0.000	standard	n/a
83.069	0.200	auditory standard stimulus presentation	0.000	standard	n/a
85.898	0.392	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
