onset	duration	run_number	trial_number	image_blank_size	image_blank_num
12414.80817	32.0086897	2	10	1	45
12446.97952	31.9948788	2	11	1	18
12479.12357	31.9961009	2	12	2	24
12511.27758	31.9960778	2	13	1	79
12543.43316	31.9996849	2	14	2	74
12575.58601	31.9983542	2	15	1	21
12607.74759	31.9953868	2	16	1	15
12639.87632	31.9956237	2	17	1	25
12671.9801	29.9961129	2	18	1	83
