onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	0.084	n/a	n/a	28	17	9.080	0	-1	0.000
4.000	3.000	parametric gain	-0.267	n/a	n/a	14	7	6.210	1	1	2.633
8.000	3.000	parametric gain	0.084	n/a	n/a	28	18	7.970	1	1	1.751
14.000	3.000	parametric gain	-0.216	n/a	n/a	16	11	3.760	2	1	1.670
18.000	3.000	parametric gain	0.384	n/a	n/a	40	20	17.740	1	1	1.170
22.000	3.000	parametric gain	-0.167	n/a	n/a	18	16	0.190	3	0	2.032
28.000	3.000	parametric gain	0.334	n/a	n/a	38	11	25.760	1	1	1.375
32.000	3.000	parametric gain	0.283	n/a	n/a	36	10	24.870	1	1	1.118
40.000	3.000	parametric gain	0.384	n/a	n/a	40	18	19.970	1	1	1.402
44.000	3.000	parametric gain	-0.366	n/a	n/a	10	10	-1.130	3	0	2.033
50.000	3.000	parametric gain	-0.017	n/a	n/a	24	6	17.320	1	1	1.143
56.000	3.000	parametric gain	-0.117	n/a	n/a	20	8	11.100	1	1	1.082
62.000	3.000	parametric gain	0.384	n/a	n/a	40	12	26.640	1	1	1.138
68.000	3.000	parametric gain	-0.067	n/a	n/a	22	10	10.870	1	1	1.341
76.000	3.000	parametric gain	-0.167	n/a	n/a	18	6	11.320	1	1	1.442
80.000	3.000	parametric gain	0.334	n/a	n/a	38	16	20.190	1	1	1.215
90.000	3.000	parametric gain	0.134	n/a	n/a	30	20	7.740	2	1	1.680
98.000	3.000	parametric gain	-0.067	n/a	n/a	22	14	6.420	2	1	2.211
102.000	3.000	parametric gain	-0.167	n/a	n/a	18	18	-2.030	3	0	1.552
106.000	3.000	parametric gain	-0.216	n/a	n/a	16	19	-5.150	4	0	2.199
110.000	3.000	parametric gain	-0.017	n/a	n/a	24	10	12.870	1	1	1.551
116.000	3.000	parametric gain	-0.317	n/a	n/a	12	19	-9.150	4	0	1.357
120.000	3.000	parametric gain	0.084	n/a	n/a	28	9	17.980	1	1	1.504
126.000	3.000	parametric gain	0.134	n/a	n/a	30	10	18.870	1	1	1.347
130.000	3.000	parametric gain	-0.167	n/a	n/a	18	15	1.310	2	1	2.007
142.000	3.000	parametric gain	0.183	n/a	n/a	32	14	16.420	1	1	1.315
146.000	3.000	parametric gain	0.234	n/a	n/a	34	11	21.760	1	1	1.208
152.000	3.000	parametric gain	0.334	n/a	n/a	38	19	16.850	1	1	1.706
156.000	3.000	parametric gain	-0.267	n/a	n/a	14	10	2.870	2	1	1.784
160.000	3.000	parametric gain	0.234	n/a	n/a	34	8	25.100	1	1	1.224
164.000	3.000	parametric gain	0.134	n/a	n/a	30	11	17.760	1	1	1.036
168.000	3.000	parametric gain	0.183	n/a	n/a	32	13	17.530	0	-1	0.000
174.000	3.000	parametric gain	-0.167	n/a	n/a	18	11	5.760	2	1	1.738
178.000	3.000	parametric gain	0.134	n/a	n/a	30	7	22.210	1	1	0.896
186.000	3.000	parametric gain	-0.167	n/a	n/a	18	13	3.530	2	1	1.675
190.000	3.000	parametric gain	-0.267	n/a	n/a	14	19	-7.150	4	0	1.633
198.000	3.000	parametric gain	-0.317	n/a	n/a	12	11	-0.240	3	0	2.156
202.000	3.000	parametric gain	-0.366	n/a	n/a	10	13	-4.470	4	0	1.552
206.000	3.000	parametric gain	-0.067	n/a	n/a	22	16	4.190	1	1	2.328
212.000	3.000	parametric gain	-0.317	n/a	n/a	12	16	-5.810	4	0	1.992
218.000	3.000	parametric gain	0.334	n/a	n/a	38	17	19.080	1	1	1.552
226.000	3.000	parametric gain	0.384	n/a	n/a	40	14	24.420	1	1	1.220
230.000	3.000	parametric gain	-0.067	n/a	n/a	22	5	16.440	1	1	1.009
234.000	3.000	parametric gain	-0.216	n/a	n/a	16	16	-1.810	3	0	2.009
240.000	3.000	parametric gain	0.234	n/a	n/a	34	5	28.440	1	1	0.969
250.000	3.000	parametric gain	-0.366	n/a	n/a	10	19	-11.150	4	0	1.876
254.000	3.000	parametric gain	-0.267	n/a	n/a	14	16	-3.810	4	0	1.753
258.000	3.000	parametric gain	0.134	n/a	n/a	30	8	21.100	1	1	1.345
262.000	3.000	parametric gain	0.234	n/a	n/a	34	14	18.420	1	1	1.264
266.000	3.000	parametric gain	0.134	n/a	n/a	30	14	14.420	1	1	0.988
274.000	3.000	parametric gain	0.034	n/a	n/a	26	15	9.310	1	1	1.471
282.000	3.000	parametric gain	-0.366	n/a	n/a	10	20	-12.260	4	0	1.508
286.000	3.000	parametric gain	0.234	n/a	n/a	34	7	26.210	1	1	1.576
292.000	3.000	parametric gain	-0.366	n/a	n/a	10	5	4.440	1	1	1.758
296.000	3.000	parametric gain	-0.117	n/a	n/a	20	20	-2.260	3	0	1.595
300.000	3.000	parametric gain	0.084	n/a	n/a	28	20	5.740	2	1	1.491
304.000	3.000	parametric gain	0.283	n/a	n/a	36	5	30.440	1	1	1.022
308.000	3.000	parametric gain	0.034	n/a	n/a	26	7	18.210	1	1	1.187
316.000	3.000	parametric gain	0.034	n/a	n/a	26	17	7.080	1	1	1.821
326.000	3.000	parametric gain	-0.216	n/a	n/a	16	15	-0.690	2	1	2.350
330.000	3.000	parametric gain	0.034	n/a	n/a	26	10	14.870	1	1	2.083
338.000	3.000	parametric gain	0.334	n/a	n/a	38	15	21.310	1	1	1.217
346.000	3.000	parametric gain	0.034	n/a	n/a	26	11	13.760	1	1	1.377
356.000	3.000	parametric gain	0.084	n/a	n/a	28	5	22.440	1	1	1.591
362.000	3.000	parametric gain	-0.267	n/a	n/a	14	18	-6.030	4	0	1.695
368.000	3.000	parametric gain	-0.067	n/a	n/a	22	12	8.640	1	1	1.151
372.000	3.000	parametric gain	0.234	n/a	n/a	34	15	17.310	1	1	1.197
376.000	3.000	parametric gain	0.334	n/a	n/a	38	13	23.530	1	1	1.068
380.000	3.000	parametric gain	-0.366	n/a	n/a	10	8	1.100	2	1	1.895
394.000	3.000	parametric gain	-0.317	n/a	n/a	12	9	1.980	2	1	1.862
398.000	3.000	parametric gain	0.283	n/a	n/a	36	11	23.760	1	1	0.971
404.000	3.000	parametric gain	-0.267	n/a	n/a	14	5	8.440	1	1	1.199
408.000	3.000	parametric gain	-0.067	n/a	n/a	22	11	9.760	1	1	1.444
412.000	3.000	parametric gain	-0.167	n/a	n/a	18	19	-3.150	3	0	2.836
418.000	3.000	parametric gain	-0.067	n/a	n/a	22	8	13.100	1	1	1.500
428.000	3.000	parametric gain	0.334	n/a	n/a	38	6	31.320	1	1	0.954
434.000	3.000	parametric gain	-0.317	n/a	n/a	12	8	3.100	2	1	2.232
438.000	3.000	parametric gain	-0.267	n/a	n/a	14	11	1.760	2	1	1.783
442.000	3.000	parametric gain	0.183	n/a	n/a	32	12	18.640	1	1	1.037
446.000	3.000	parametric gain	-0.117	n/a	n/a	20	11	7.760	1	1	1.624
450.000	3.000	parametric gain	0.034	n/a	n/a	26	14	10.420	2	1	2.549
454.000	3.000	parametric gain	0.183	n/a	n/a	32	8	23.100	1	1	1.804
466.000	3.000	parametric gain	0.384	n/a	n/a	40	17	21.080	1	1	0.888
472.000	3.000	parametric gain	-0.117	n/a	n/a	20	17	1.080	2	1	1.592
476.000	3.000	parametric gain	-0.017	n/a	n/a	24	19	2.850	2	1	1.605
