onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.981	.426	FAMOUS	5	7	.751	func/f056.bmp
3.257	.984	.512	FAMOUS	6	7	.554	func/f056.bmp
6.715	.890	.566	SCRAMBLED	17	4	.949	func/s059.bmp
9.889	.819	.511	FAMOUS	5	4	.760	func/f053.bmp
12.946	.926	.474	FAMOUS	6	4	.499	func/f053.bmp
16.236	.859	.562	FAMOUS	5	4	.886	func/f061.bmp
19.343	.803	.475	FAMOUS	6	4	.608	func/f061.bmp
22.383	.884	.463	FAMOUS	5	4	.958	func/f062.bmp
25.457	.956	.430	FAMOUS	5	4	.789	func/f057.bmp
28.731	.914	.551	FAMOUS	6	4	.612	func/f057.bmp
31.387	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
51.916	.877	.471	UNFAMILIAR	13	4	.726	func/u064.bmp
54.989	.822	.420	UNFAMILIAR	14	4	.560	func/u064.bmp
58.113	.991	.525	SCRAMBLED	19	4	1.073	func/s059.bmp
61.303	.805	.429	SCRAMBLED	17	4	.637	func/s062.bmp
64.478	.851	.556	SCRAMBLED	17	4	1.265	func/s056.bmp
67.684	.888	.595	FAMOUS	5	7	.760	func/f051.bmp
70.941	.865	.588	FAMOUS	6	7	.583	func/f051.bmp
74.115	.944	.535	FAMOUS	7	4	1.031	func/f062.bmp
77.239	.852	.401	FAMOUS	5	7	.825	func/f049.bmp
80.346	.840	.496	SCRAMBLED	17	7	.684	func/s063.bmp
83.469	.996	.512	SCRAMBLED	18	7	.869	func/s063.bmp
86.743	.860	.475	UNFAMILIAR	13	7	.751	func/u060.bmp
89.917	.972	.546	UNFAMILIAR	14	7	.550	func/u060.bmp
93.074	.958	.415	SCRAMBLED	19	4	.772	func/s062.bmp
96.331	.842	.514	FAMOUS	5	4	1.044	func/f060.bmp
99.538	.995	.585	SCRAMBLED	19	7	.877	func/s056.bmp
102.879	.856	.567	UNFAMILIAR	13	7	1.152	func/u052.bmp
106.069	.944	.553	UNFAMILIAR	13	4	.824	func/u049.bmp
109.293	.934	.515	FAMOUS	7	7	.937	func/f049.bmp
111.966	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
132.445	.939	.422	UNFAMILIAR	13	7	.795	func/u057.bmp
