onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.904	.446	FAMOUS	5	4	.787	func/f019.bmp
3.14	.821	.463	FAMOUS	6	4	.725	func/f019.bmp
6.364	.875	.471	UNFAMILIAR	13	7	.809	func/u032.bmp
9.621	.902	.592	SCRAMBLED	17	n/a	0	func/s032.bmp
12.828	.889	.516	UNFAMILIAR	13	7	.784	func/u024.bmp
15.902	.880	.417	UNFAMILIAR	14	7	.593	func/u024.bmp
19.093	.819	.551	SCRAMBLED	17	4	1.161	func/s027.bmp
22.183	.870	.482	FAMOUS	5	4	1.041	func/f026.bmp
25.256	.939	.441	UNFAMILIAR	13	4	1.037	func/u017.bmp
28.43	.875	.464	UNFAMILIAR	15	7	.558	func/u032.bmp
31.052	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
51.665	.927	.584	SCRAMBLED	17	7	1.026	func/s024.bmp
54.855	.826	.488	SCRAMBLED	18	7	.634	func/s024.bmp
57.98	.951	.535	SCRAMBLED	19	7	.984	func/s032.bmp
61.119	.962	.431	FAMOUS	5	4	.829	func/f032.bmp
64.326	.993	.446	SCRAMBLED	17	7	.896	func/s030.bmp
67.55	.808	.467	SCRAMBLED	18	7	.762	func/s030.bmp
70.625	.984	.502	SCRAMBLED	19	4	.968	func/s027.bmp
73.781	.844	.412	SCRAMBLED	17	7	1.237	func/s018.bmp
76.954	.907	.553	SCRAMBLED	18	7	.795	func/s018.bmp
80.128	.995	.495	FAMOUS	7	4	.786	func/f026.bmp
83.369	.921	.448	FAMOUS	5	7	1.015	func/f024.bmp
86.492	.827	.432	FAMOUS	6	7	.620	func/f024.bmp
89.599	.990	.502	UNFAMILIAR	15	4	.746	func/u017.bmp
92.856	.995	.489	SCRAMBLED	17	7	.762	func/s021.bmp
96.064	.862	.415	FAMOUS	5	4	1.081	func/f029.bmp
99.237	.827	.535	FAMOUS	6	4	.590	func/f029.bmp
102.311	.942	.484	FAMOUS	7	4	.915	func/f032.bmp
105.468	.820	.446	SCRAMBLED	17	7	.829	func/s019.bmp
108.575	.962	.520	SCRAMBLED	18	7	.636	func/s019.bmp
111.281	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
131.743	.892	.432	FAMOUS	5	4	.794	func/f030.bmp
134.967	.977	.557	FAMOUS	5	7	.669	func/f018.bmp
138.224	.809	.512	FAMOUS	5	4	.852	func/f017.bmp
141.298	.900	.491	SCRAMBLED	19	7	.794	func/s021.bmp
144.455	.964	.495	UNFAMILIAR	13	7	.902	func/u026.bmp
147.695	.988	.496	UNFAMILIAR	13	7	.742	func/u027.bmp
150.902	.834	.440	UNFAMILIAR	13	4	1.044	func/u031.bmp
154.026	.972	.532	UNFAMILIAR	14	4	.559	func/u031.bmp
157.35	.923	.584	FAMOUS	7	4	.632	func/f030.bmp
160.524	.952	.453	FAMOUS	5	4	.732	func/f021.bmp
163.781	.818	.544	FAMOUS	6	4	.536	func/f021.bmp
166.938	.976	.576	FAMOUS	7	4	.797	func/f018.bmp
170.262	.977	.562	FAMOUS	5	4	.808	func/f020.bmp
173.536	.889	.526	FAMOUS	6	4	.516	func/f020.bmp
176.71	.842	.511	FAMOUS	7	4	.747	func/f017.bmp
179.9	.978	.546	UNFAMILIAR	13	7	1.019	func/u023.bmp
183.057	.950	.407	UNFAMILIAR	14	7	.824	func/u023.bmp
186.364	.904	.588	UNFAMILIAR	15	7	.661	func/u026.bmp
189.02	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
209.483	.946	.432	UNFAMILIAR	13	7	.833	func/u028.bmp
212.64	.999	.436	UNFAMILIAR	15	7	.637	func/u027.bmp
215.914	.894	.509	SCRAMBLED	17	7	.726	func/s026.bmp
219.104	.833	.520	SCRAMBLED	18	7	.531	func/s026.bmp
222.244	.985	.537	SCRAMBLED	17	4	.851	func/s031.bmp
225.401	.984	.408	SCRAMBLED	18	4	.724	func/s031.bmp
228.576	.856	.416	FAMOUS	5	4	1.012	func/f023.bmp
231.849	.814	.576	FAMOUS	6	4	.609	func/f023.bmp
235.056	.876	.600	SCRAMBLED	17	4	1.295	func/s028.bmp
238.28	.982	.571	FAMOUS	5	4	.814	func/f025.bmp
241.537	.938	.503	UNFAMILIAR	15	7	.666	func/u028.bmp
244.728	.920	.483	UNFAMILIAR	13	7	.922	func/u018.bmp
247.885	.989	.484	UNFAMILIAR	14	7	.390	func/u018.bmp
251.142	.986	.483	UNFAMILIAR	13	4	1.045	func/u019.bmp
254.349	.958	.452	SCRAMBLED	17	7	.732	func/s017.bmp
257.489	.998	.404	SCRAMBLED	18	7	.618	func/s017.bmp
260.713	.855	.456	UNFAMILIAR	13	7	.850	func/u025.bmp
263.753	.881	.408	SCRAMBLED	19	4	.926	func/s028.bmp
266.977	.805	.549	SCRAMBLED	17	7	.868	func/s029.bmp
270.151	.899	.594	FAMOUS	7	4	.718	func/f025.bmp
272.79	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
293.236	.827	.413	SCRAMBLED	17	4	1.022	func/s020.bmp
296.309	.954	.469	SCRAMBLED	18	7	1.072	func/s020.bmp
