name	x	y	z
g1	20.077	77.241	-26.214
g2	19.584	82.299	1.587
g3	16.907	84.294	31.664
g4	20.598	83.395	60.119
g5	47.7	73.022	-26.997
g6	42.035	82.213	-0.945
g7	39.757	80.862	28.516
g8	49.547	77.28	56.427
g9	64.768	69.258	-0.24
g10	60.049	65.048	29.476
g11	77.584	66.106	57.239
g12	87.39	52.597	36.454
g13	106.657	43.003	54.157
g14	105.173	29.659	31.72
g15	117.007	16.569	51.528
g16	77.038	34.142	-30.58
g17	118.639	-16.662	49.41
g18	109.535	-20.9	29.426
g19	108.509	-42.698	51.218
g20	97.562	-44.253	27.516
g21	83.251	-65.835	47.123
g22	71.156	-62.078	23.623
g23	56.025	-76.62	6.474
g24	53.413	-78.52	43.511
g25	42.921	-80.438	18.112
g26	49.055	-77.468	-10.973
g27	53.527	-71.355	-39.244
g28	23.554	-86.059	43.911
g29	17.718	-83.79	18.497
g30	22.296	-81.711	-9.894
g31	21.128	-78.394	-34.925
g32	80.921	-29.353	-31.788
y1	12.252	79.916	90.499
y2	32.112	64.127	111.845
y3	20.917	45.683	136.675
y4	7.047	15.497	154.337
y5	40.454	74.872	84.267
y6	59.999	54.082	106.911
y7	44.85	37.598	130.209
y8	35.849	16.28	145.027
y9	64.386	65.505	82.727
y10	87.694	49.627	84.172
y11	79.224	33.564	110.235
y12	63.811	19.071	129.275
y13	105.88	27.854	82.347
y14	94.221	10.753	107.436
y15	113.875	-4.455	78.492
y16	73.46	-7.773	126.169
y17	94.539	-22.483	103.902
y18	107.158	-33.794	75.588
y19	48.092	-10.853	140.753
y20	63.155	-35.958	122.597
y21	79.854	-44.649	103.596
y22	88.781	-57.195	73.121
y23	63.885	-71.369	67.407
y24	32.463	-35.57	137.524
y25	41.04	-54.903	118.594
y26	55.331	-66.313	94.863
y27	37.453	-81.484	67.727
y28	-9.982	-8.728	155.908
y29	2.68	-34.558	148.531
y30	14.536	-62.184	124.419
y31	25.782	-77.116	96.389
y32	9.813	-85.709	70.798
r1	-33.603	85.805	44.553
r2	-12.326	86.667	65.289
r3	-40.054	80.637	73.341
r4	-65.466	69.103	84.145
r5	-84.098	49.568	86.866
r6	-18.883	80.936	97.638
r7	-45.616	70.276	106.96
r8	-66.609	51.254	113.572
r9	-81.554	26.402	114.421
r10	1.649	69.023	121.243
r11	-28.344	59.752	131.977
r12	-55.217	34.247	137.208
r13	-65.512	10.465	135.528
r14	-8.977	42.508	146.955
r15	-31.44	20.041	151.793
r16	-41.016	-7.234	148.728
r17	-33.899	-34.869	143.266
r18	-13.701	-55.548	136.323
r19	-66.234	-17.538	128.665
r20	-56.413	-41.522	125.578
r21	-30.782	-68.029	116.193
r22	-2.308	-79.854	106.007
r23	-86.099	-3.178	110.727
r24	-83.83	-30.244	106.104
r25	-68.19	-53.193	99.605
r26	-45.693	-72.727	91.989
r27	-18.179	-83.326	81.486
r28	-82.665	-48.801	75.377
r29	-68.402	-65.995	67.65
r30	-40.69	-80.124	63.239
r31	-11.577	-87.436	51.279
r32	-30.552	-85.838	31.424
w1	-36.464	74.825	-15.926
w2	-60.727	67.151	-2.636
w3	-81.905	52.175	6.014
w4	-95.956	30.733	7.522
w5	-34.319	85.378	16.532
w6	-52.244	78.717	24.075
w7	-72.994	64.431	30.698
w8	-87.479	49.571	33.234
w9	-98.432	25.607	31.478
w10	-48.475	80.036	51.189
w11	-70.449	66.947	55.917
w12	-85.535	51.088	60.605
w13	-97.981	29.359	56.968
w14	-94.226	27.723	87.227
w15	-99.475	1.466	83.351
w16	-96.084	-26.59	81.586
w17	-102.384	4.753	55.841
w18	-100.064	-22.921	51.746
w19	-90.123	-46.787	49.087
w20	-74.267	-63.85	43.787
w21	-49.135	-78.854	35.202
w22	-101.491	4.41	28.876
w23	-100.805	-16.102	30.028
w24	-90.954	-43.385	26.17
w25	-77.865	-59.137	21.769
w26	-56.501	-75.118	11.654
w27	-38.848	-81.416	2.163
w28	-99.799	5.016	6.639
w29	-95.409	-26.078	4.871
w30	-84.07	-49.326	1.235
w31	-62.562	-65.676	-12.386
w32	-36.551	-74.516	-24.549
n1	-12.46	47.512	-106.126
n2	-31.888	62.791	-78.958
n3	-65.452	63.639	-52.933
n4	-93.451	40.663	-32.142
n5	-103.444	2.471	-22.504
n6	-91.872	-36.978	-29.772
n7	-59.222	-60.992	-45.528
n8	-32.924	-63.912	-70.856
n9	-32.836	55.759	-107.221
n10	-62.253	66.792	-77.743
n11	-89.551	51.714	-56.109
n12	-108.396	19.348	-41.935
n13	-102.096	-21.555	-38.299
n14	-88.318	-48.314	-46.988
n15	-56.352	-65.303	-70.208
n16	-56.741	63.587	-108.585
n17	-82.745	60.175	-78.568
n18	-111.021	33.019	-58.633
n19	-115.834	1.362	-54.293
n20	-105.257	-36.639	-55.167
n21	-77.148	-66.382	-70.241
n22	-50.798	53.983	-132.229
n23	-79.155	64.908	-102.435
n24	-110.738	49.505	-75.086
n25	-125.515	14.014	-65.951
n26	-121.954	-28.414	-64.593
n27	-104.149	-63.218	-72.601
n28	-67.42	-75.421	-91.697
n32	23.42	-10.192	153.064
