onset	duration	trial_type	response_time	sample	value
10.9765625000	n/a	STATUS	n/a	2810	254
31.9960937500	n/a	stimulus	n/a	8191	128
35.3007812500	n/a	response	n/a	9037	4
38.2812500000	n/a	response	n/a	9800	2
40.6367187500	n/a	response	n/a	10403	2
169.6210937500	n/a	stimulus	n/a	43423	128
172.4921875000	n/a	response	n/a	44158	4
174.8515625000	n/a	response	n/a	44762	2
185.1796875000	n/a	response	n/a	47406	2
226.1835937500	n/a	stimulus	n/a	57903	128
232.0937500000	n/a	response	n/a	59416	2
235.6992187500	n/a	response	n/a	60339	4
237.9101562500	n/a	response	n/a	60905	2
259.8906250000	n/a	stimulus	n/a	66532	128
262.5585937500	n/a	response	n/a	67215	4
264.6640625000	n/a	response	n/a	67754	2
266.9218750000	n/a	response	n/a	68332	2
329.9257812500	n/a	stimulus	n/a	84461	128
333.0781250000	n/a	response	n/a	85268	4
336.2617187500	n/a	response	n/a	86083	4
338.4843750000	n/a	response	n/a	86652	2
410.4921875000	n/a	stimulus	n/a	105086	128
414.4960937500	n/a	response	n/a	106111	4
416.5976562500	n/a	response	n/a	106649	4
418.7851562500	n/a	response	n/a	107209	2
506.7929687500	n/a	stimulus	n/a	129739	128
510.9531250000	n/a	response	n/a	130804	8
513.0820312500	n/a	response	n/a	131349	2
515.2773437500	n/a	response	n/a	131911	2
643.2890625000	n/a	stimulus	n/a	164682	128
647.5117187500	n/a	response	n/a	165763	2
650.5859375000	n/a	response	n/a	166550	8
652.7890625000	n/a	response	n/a	167114	2
691.7929687500	n/a	stimulus	n/a	177099	128
695.0000000000	n/a	response	n/a	177920	2
697.1289062500	n/a	response	n/a	178465	8
699.4687500000	n/a	response	n/a	179064	2
765.4609375000	n/a	stimulus	n/a	195958	128
768.4179687500	n/a	response	n/a	196715	2
770.5429687500	n/a	response	n/a	197259	8
772.9453125000	n/a	response	n/a	197874	4
825.9492187500	n/a	stimulus	n/a	211443	128
829.5468750000	n/a	response	n/a	212364	2
831.6640625000	n/a	response	n/a	212906	8
834.3632812500	n/a	response	n/a	213597	4
993.3750000000	n/a	stimulus	n/a	254304	128
997.7070312500	n/a	response	n/a	255413	2
999.8515625000	n/a	response	n/a	255962	8
1002.1914062500	n/a	response	n/a	256561	4
1056.1953125000	n/a	stimulus	n/a	270386	128
1058.8554687500	n/a	response	n/a	271067	4
1061.0195312500	n/a	response	n/a	271621	4
1063.1992187500	n/a	response	n/a	272179	4
1115.1679687500	n/a	stimulus	n/a	285483	128
1117.8242187500	n/a	response	n/a	286163	2
1119.9921875000	n/a	response	n/a	286718	8
1122.2734375000	n/a	response	n/a	287302	4
1175.2773437500	n/a	stimulus	n/a	300871	128
1177.9726562500	n/a	response	n/a	301561	2
1180.1914062500	n/a	response	n/a	302129	8
1182.3710937500	n/a	response	n/a	302687	4
1322.3828125000	n/a	stimulus	n/a	338530	128
1325.1562500000	n/a	response	n/a	339240	4
1327.2578125000	n/a	response	n/a	339778	4
1329.6210937500	n/a	response	n/a	340383	2
1387.6210937500	n/a	stimulus	n/a	355231	128
1390.6523437500	n/a	response	n/a	356007	2
1392.7460937500	n/a	response	n/a	356543	8
1395.0039062500	n/a	response	n/a	357121	4
1495.0039062500	n/a	stimulus	n/a	382721	128
1498.2460937500	n/a	response	n/a	383551	2
1500.4492187500	n/a	response	n/a	384115	8
1503.3828125000	n/a	response	n/a	384866	4
1635.3906250000	n/a	stimulus	n/a	418660	128
1638.0859375000	n/a	response	n/a	419350	4
1640.1953125000	n/a	response	n/a	419890	4
1643.5078125000	n/a	response	n/a	420738	2
1728.5156250000	n/a	stimulus	n/a	442500	128
1734.3359375000	n/a	response	n/a	443990	2
1737.6445312500	n/a	response	n/a	444837	8
1739.8203125000	n/a	response	n/a	445394	4
1873.8281250000	n/a	stimulus	n/a	479700	128
1877.1406250000	n/a	response	n/a	480548	4
1879.2460937500	n/a	response	n/a	481087	4
1882.0195312500	n/a	response	n/a	481797	2
1986.9843750000	n/a	stimulus	n/a	508668	128
1990.1992187500	n/a	response	n/a	509491	2
1992.4414062500	n/a	response	n/a	510065	8
1994.5898437500	n/a	response	n/a	510615	4
2121.5976562500	n/a	stimulus	n/a	543129	128
2124.5820312500	n/a	response	n/a	543893	2
2126.7109375000	n/a	response	n/a	544438	8
2128.8750000000	n/a	response	n/a	544992	4
2280.8828125000	n/a	stimulus	n/a	583906	128
2284.8554687500	n/a	response	n/a	584923	2
2287.2382812500	n/a	response	n/a	585533	8
2289.5234375000	n/a	response	n/a	586118	4
2453.5351562500	n/a	stimulus	n/a	628105	128
2458.9570312500	n/a	response	n/a	629493	8
2493.7187500000	n/a	stimulus	n/a	638392	128
2497.1210937500	n/a	response	n/a	639263	4
2630.3164062500	n/a	stimulus	n/a	673361	128
2633.6835937500	n/a	response	n/a	674223	8
2635.9687500000	n/a	response	n/a	674808	4
2638.3125000000	n/a	response	n/a	675408	4
2713.3164062500	n/a	stimulus	n/a	694609	128
2717.0273437500	n/a	response	n/a	695559	4
2799.4179687500	n/a	stimulus	n/a	716651	128
