onset	duration	trial_type	response_time	sample	value
68.1679687500	n/a	stimulus	n/a	17451.0000000000	128
71.5429687500	n/a	response	n/a	18315.0000000000	2
110.9414062500	n/a	stimulus	n/a	28401.0000000000	128
117.8593750000	n/a	response	n/a	30172.0000000000	2
147.7500000000	n/a	stimulus	n/a	37824.0000000000	128
151.0351562500	n/a	response	n/a	38665.0000000000	4
280.3867187500	n/a	stimulus	n/a	71779.0000000000	128
283.6562500000	n/a	response	n/a	72616.0000000000	4
288.8906250000	n/a	response	n/a	73956.0000000000	2
393.5742187500	n/a	stimulus	n/a	100755.0000000000	128
397.3242187500	n/a	response	n/a	101715.0000000000	4
399.4609375000	n/a	response	n/a	102262.0000000000	2
460.3515625000	n/a	stimulus	n/a	117850.0000000000	128
463.4843750000	n/a	response	n/a	118652.0000000000	4
512.8085937500	n/a	stimulus	n/a	131279.0000000000	128
516.4023437500	n/a	response	n/a	132199.0000000000	4
577.5312500000	n/a	stimulus	n/a	147848.0000000000	128
581.3984375000	n/a	response	n/a	148838.0000000000	2
584.1093750000	n/a	response	n/a	149532.0000000000	2
622.0000000000	n/a	stimulus	n/a	159232.0000000000	128
624.7734375000	n/a	response	n/a	159942.0000000000	4
647.3320312500	n/a	stimulus	n/a	165717.0000000000	128
650.4648437500	n/a	response	n/a	166519.0000000000	2
672.5664062500	n/a	response	n/a	172177.0000000000	2
754.5664062500	n/a	stimulus	n/a	193169.0000000000	128
757.1796875000	n/a	response	n/a	193838.0000000000	4
889.2500000000	n/a	stimulus	n/a	227648.0000000000	128
892.8242187500	n/a	response	n/a	228563.0000000000	2
895.0937500000	n/a	response	n/a	229144.0000000000	2
1041.4570312500	n/a	stimulus	n/a	266613.0000000000	128
1044.5039062500	n/a	response	n/a	267393.0000000000	4
1047.3906250000	n/a	response	n/a	268132.0000000000	2
1051.1445312500	n/a	response	n/a	269093.0000000000	2
1102.1484375000	n/a	stimulus	n/a	282150.0000000000	128
1104.7773437500	n/a	response	n/a	282823.0000000000	4
1155.1835937500	n/a	stimulus	n/a	295727.0000000000	128
1158.6093750000	n/a	response	n/a	296604.0000000000	4
1316.9257812500	n/a	stimulus	n/a	337133.0000000000	128
1320.4062500000	n/a	response	n/a	338024.0000000000	2
1325.2812500000	n/a	response	n/a	339272.0000000000	2
1429.8906250000	n/a	stimulus	n/a	366052.0000000000	128
1432.9765625000	n/a	response	n/a	366842.0000000000	4
1468.6914062500	n/a	stimulus	n/a	375985.0000000000	128
1589.0585937500	n/a	stimulus	n/a	406799.0000000000	128
1593.6210937500	n/a	response	n/a	407967.0000000000	4
1692.6523437500	n/a	stimulus	n/a	433319.0000000000	128
1695.8476562500	n/a	response	n/a	434137.0000000000	4
1765.3671875000	n/a	stimulus	n/a	451934.0000000000	128
1768.1210937500	n/a	response	n/a	452639.0000000000	4
1806.3984375000	n/a	stimulus	n/a	462438.0000000000	128
1809.0859375000	n/a	response	n/a	463126.0000000000	4
1937.1640625000	n/a	stimulus	n/a	495914.0000000000	128
1940.3710937500	n/a	response	n/a	496735.0000000000	4
1942.6210937500	n/a	response	n/a	497311.0000000000	2
2097.8046875000	n/a	stimulus	n/a	537038.0000000000	128
2100.7890625000	n/a	response	n/a	537802.0000000000	2
2103.1250000000	n/a	response	n/a	538400.0000000000	2
2107.7734375000	n/a	response	n/a	539590.0000000000	2
2248.7812500000	n/a	stimulus	n/a	575688.0000000000	128
2251.7382812500	n/a	response	n/a	576445.0000000000	2
2253.8867187500	n/a	response	n/a	576995.0000000000	2
2257.6757812500	n/a	response	n/a	577965.0000000000	2
2360.6718750000	n/a	stimulus	n/a	604332.0000000000	128
2363.8789062500	n/a	response	n/a	605153.0000000000	4
2367.0546875000	n/a	response	n/a	605966.0000000000	2
2450.5156250000	n/a	stimulus	n/a	627332.0000000000	128
2453.4375000000	n/a	response	n/a	628080.0000000000	4
2505.8867187500	n/a	stimulus	n/a	641507.0000000000	128
2509.4765625000	n/a	response	n/a	642426.0000000000	4
2616.6289062500	n/a	stimulus	n/a	669857.0000000000	128
2621.4335937500	n/a	response	n/a	671087.0000000000	4
2627.9843750000	n/a	response	n/a	672764.0000000000	2
