name	x	y	z
g1	16.51	72.019	-21.737
g2	18.388	75.866	4.338
g3	16.079	75.749	33.742
g4	22.841	75.546	60.5
g5	44.13	62.963	-25.53
g6	39.354	71.812	2.326
g7	42.474	70.95	31.557
g8	50.591	69.766	55.845
g9	65.338	59.914	-4.26
g10	75.145	52.086	36.696
g11	77.577	59.632	55.008
g12	95.178	30.477	32.374
g13	103.824	34.777	52.466
g14	103.671	6.375	25.218
g15	113.774	11.521	52.302
g16	70.169	29.349	-22.693
g17	114.125	-23.719	45.749
g18	103.745	-22.771	16.266
g19	105.049	-53.525	45.844
g20	97.116	-45.35	20.299
g21	78.122	-75.967	43.688
g22	67.941	-68.608	26.297
g23	64.133	-66.698	-11.117
g24	48.18	-86.674	43.602
g25	38.65	-84.771	17.309
g26	40.447	-79.533	-6.909
g27	47.572	-68.265	-30.443
g28	20.406	-90.661	43.824
g29	10.142	-86.659	16.385
g30	19.1	-83.009	-7.505
g31	19.17	-75.203	-31.434
g32	69.539	-23.356	-35.623
y1	9.759	72.68	86.07
y2	30.15	60.804	108.655
y3	17.987	41.816	133.311
y4	5.144	10.847	150.598
y5	37.545	69.403	82.116
y6	57.225	50.101	105.891
y7	44.513	34.473	127.721
y8	31.921	11.513	142.941
y9	64.784	61.052	79.553
y10	87.555	43.535	80.444
y11	74.663	34.396	107.224
y12	63.828	14.846	126.472
y13	102.56	19.989	81.049
y14	91.591	5.188	105.579
y15	110.183	-8.116	77.272
y16	72.458	-12.834	124.165
y17	91.328	-29.117	103.545
y18	102.557	-41.664	74.91
y19	45.726	-13.864	139.983
y20	62.801	-39.755	121.853
y21	76.573	-56.808	96.567
y22	85.319	-62.837	70.769
y23	63.398	-77.852	66.117
y24	33.151	-40.236	138.113
y25	45.021	-57.652	118.862
y26	55.286	-71.706	96.18
y27	37.651	-85.83	69.03
y28	-10.433	-13.917	152.802
y29	5.854	-40.605	145.435
y30	17.858	-66.593	124.699
y31	30.3	-81.414	96.721
y32	13.581	-90.306	70.85
r1	-29.453	76.651	47.922
r2	-8.378	78.029	67.2
r3	-33.383	71.106	76.886
r4	-58.447	55.3	82.958
r5	-75.633	36.989	86.817
r6	-13.885	68.519	96.206
r7	-39.549	58.118	104.51
r8	-60.891	40.008	109.33
r9	-75.366	12.671	111.603
r10	3.381	60.127	118.229
r11	-23.522	49.796	125.945
r12	-46.51	33.637	129.206
r13	-59.824	-0.715	131.54
r14	-5.671	32.724	142.369
r15	-27.285	9.403	148.118
r16	-36.71	-17	146.792
r17	-27.576	-46.111	142.311
r18	-8.449	-64.186	133.413
r19	-61.159	-32.324	129.254
r20	-45.024	-62.769	121.002
r21	-23.059	-78.693	111.024
r22	1.837	-85.659	102.338
r23	-80.532	-15.837	110.907
r24	-74.694	-42.074	106.036
r25	-60.068	-67.129	98.328
r26	-37.405	-81.878	90.147
r27	-12.685	-89.42	78.107
r28	-74.338	-60.383	76.66
r29	-53.712	-76.079	68.207
r30	-32.649	-84.564	60.916
r31	-7.232	-89.532	51.382
r32	-19.28	-85.107	29.469
w1	-40.668	66.291	-6.983
w2	-58.305	59.02	4.357
w3	-74.858	45.031	10.278
w4	-87.491	16.256	11.034
w5	-35.824	73.513	21.574
w6	-53.098	65.16	27.395
w7	-67.811	54.101	32.101
w8	-86.935	33.322	34.636
w9	-92.107	13.341	34.329
w10	-46.979	68.498	53.839
w11	-65.893	55.442	57.243
w12	-81.16	40.489	60.501
w13	-95.491	13.952	60.593
w14	-89.836	13.568	88.723
w15	-92.543	-11.154	87.617
w16	-88.59	-37.597	82.893
w17	-98.515	-6.353	60.004
w18	-94.276	-33.865	56.193
w19	-77.791	-56.128	49.264
w20	-62.582	-70.216	44.034
w21	-39.514	-81.512	36.69
w22	-94.583	-4.8	33.817
w23	-93.949	-26.222	32.906
w24	-84.586	-43.417	24.987
w25	-67.427	-59.998	20.703
w26	-48.986	-71.655	12.954
w27	-32.264	-77.675	6.433
w28	-92.321	-1.933	12.614
w29	-86.616	-29.808	7.268
w30	-68.881	-49.412	1.978
w31	-51.706	-60.149	-8.224
w32	-27.299	-67.767	-16.168
n1	-13.832	54.161	-68.687
n2	-34.595	63.769	-40.918
n3	-65.431	51.224	-16.205
n4	-87.285	18.309	-5.854
n5	-85.903	-19.848	-9.528
n6	-64.679	-45.857	-23.635
n7	-36.351	-55.425	-45.701
n8	-12.382	-40.617	-70.989
n9	-34.956	61.178	-65.136
n10	-61.106	58.376	-34.346
n11	-83.296	37.665	-20.61
n12	-96.329	-0.823	-19.008
n13	-82.828	-32.551	-27.032
n14	-59.406	-51.057	-43.006
n15	-30.744	-50.969	-71.243
n16	-50.907	65.159	-61.952
n17	-81.291	50.947	-39.903
n18	-100.568	18.115	-31.062
n19	-99.833	-17.248	-34.022
n20	-76.95	-43.307	-47.908
n21	-52.827	-54.914	-69.924
n22	-53.111	64.791	-84.839
n23	-79.22	63.682	-56.846
n24	-101.802	38.196	-42.095
n25	-112.579	0.532	-43.221
n26	-102.098	-33.978	-49.939
n27	-76.602	-55.037	-64.676
n28	-48.529	-50.822	-92.479
n32	19.692	-14.311	150.185
