onset	duration	trial_type
0.219	4.000	single-task classification
4.882	4.000	single-task classification
9.475	4.000	single-task classification
14.181	4.000	single-task classification
18.828	4.000	single-task classification
23.328	2.000	single-task probe
41.107	4.000	single-task classification
45.806	4.000	single-task classification
50.462	4.000	single-task classification
55.110	4.000	single-task classification
59.819	4.000	single-task classification
64.319	2.000	single-task probe
82.083	4.000	single-task classification
86.677	4.000	single-task classification
91.378	4.000	single-task classification
95.974	4.000	single-task classification
100.574	4.000	single-task classification
105.074	2.000	single-task probe
122.851	4.000	single-task classification
127.498	4.000	single-task classification
132.091	4.000	single-task classification
136.684	4.000	single-task classification
141.389	4.000	single-task classification
145.889	2.000	single-task probe
163.645	4.000	single-task classification
168.296	4.000	single-task classification
172.890	4.000	single-task classification
177.538	4.000	single-task classification
182.185	4.000	single-task classification
186.685	2.000	single-task probe
204.421	4.000	single-task classification
209.013	4.000	single-task classification
213.665	4.000	single-task classification
218.260	4.000	single-task classification
222.910	4.000	single-task classification
227.410	2.000	single-task probe
245.123	4.000	single-task classification
249.718	4.000	single-task classification
254.365	4.000	single-task classification
259.014	4.000	single-task classification
263.716	4.000	single-task classification
268.216	2.000	single-task probe
285.950	4.000	single-task classification
290.597	4.000	single-task classification
295.191	4.000	single-task classification
299.892	4.000	single-task classification
304.487	4.000	single-task classification
308.987	2.000	single-task probe
326.797	4.000	single-task classification
331.391	4.000	single-task classification
335.984	4.000	single-task classification
340.634	4.000	single-task classification
345.335	4.000	single-task classification
349.835	2.000	single-task probe
367.619	4.000	single-task classification
372.211	4.000	single-task classification
376.861	4.000	single-task classification
381.455	4.000	single-task classification
386.048	4.000	single-task classification
390.548	2.000	single-task probe
