onset	duration	trial_type	easy_par	hard_par
16.016	4.500	hard_par	n/a	0.583
21.260	4.500	easy_par	0.604	n/a
26.505	4.500	hard_par	n/a	-0.417
37.010	4.500	easy_par	-0.396	n/a
42.254	4.500	easy_par	-0.396	n/a
47.515	4.500	hard_par	n/a	-0.417
52.759	4.500	easy_par	0.604	n/a
58.003	4.500	easy_par	0.604	n/a
63.264	4.500	hard_par	n/a	-0.417
68.509	4.500	easy_par	-0.396	n/a
73.753	4.500	easy_par	-0.396	n/a
79.014	4.500	easy_par	0.604	n/a
84.258	4.500	hard_par	n/a	-0.417
89.502	4.500	easy_par	0.604	n/a
94.763	4.500	hard_par	n/a	0.583
100.007	4.500	easy_par	0.604	n/a
110.513	4.500	hard_par	n/a	-0.417
115.757	4.500	hard_par	n/a	-0.417
121.001	4.500	easy_par	0.604	n/a
126.262	4.500	easy_par	-0.396	n/a
131.506	4.500	hard_par	n/a	0.583
136.767	4.500	hard_par	n/a	-0.417
142.011	4.500	easy_par	-0.396	n/a
147.256	4.500	easy_par	-0.396	n/a
152.517	4.500	easy_par	-0.396	n/a
157.761	4.500	hard_par	n/a	-0.417
163.005	4.500	easy_par	-0.396	n/a
168.266	4.500	easy_par	-0.396	n/a
173.510	4.500	hard_par	n/a	-0.417
184.015	4.500	hard_par	n/a	-0.417
189.260	4.500	easy_par	-0.396	n/a
194.504	4.500	easy_par	-0.396	n/a
199.765	4.500	easy_par	-0.396	n/a
205.009	4.500	hard_par	n/a	0.583
210.253	4.500	hard_par	n/a	-0.417
215.514	4.500	easy_par	0.604	n/a
220.758	4.500	hard_par	n/a	-0.417
226.003	4.500	hard_par	n/a	-0.417
231.264	4.500	easy_par	-0.396	n/a
236.508	4.500	hard_par	n/a	0.583
241.752	4.500	easy_par	0.604	n/a
247.013	4.500	easy_par	-0.396	n/a
257.502	4.500	hard_par	n/a	0.583
262.762	4.500	easy_par	-0.396	n/a
268.007	4.500	easy_par	-0.396	n/a
273.251	4.500	easy_par	0.604	n/a
278.512	4.500	hard_par	n/a	0.583
283.756	4.500	easy_par	0.604	n/a
289.017	4.500	hard_par	n/a	0.583
294.261	4.500	hard_par	n/a	0.583
299.505	4.500	hard_par	n/a	0.583
304.766	4.500	easy_par	0.604	n/a
310.011	4.500	hard_par	n/a	0.583
315.255	4.500	easy_par	0.604	n/a
320.516	4.500	easy_par	-0.396	n/a
331.004	4.500	hard_par	n/a	-0.417
336.265	4.500	hard_par	n/a	0.583
341.510	4.500	hard_par	n/a	-0.417
346.754	4.500	hard_par	n/a	0.583
352.015	4.500	hard_par	n/a	-0.417
357.259	4.500	easy_par	-0.396	n/a
362.503	4.500	easy_par	-0.396	n/a
367.764	4.500	hard_par	n/a	-0.417
373.008	4.500	hard_par	n/a	-0.417
378.253	4.500	easy_par	-0.396	n/a
383.514	4.500	hard_par	n/a	-0.417
388.758	4.500	easy_par	-0.396	n/a
394.002	4.500	hard_par	n/a	0.583
404.507	4.500	hard_par	n/a	-0.417
409.751	4.500	hard_par	n/a	0.583
415.012	4.500	easy_par	-0.396	n/a
420.257	4.500	easy_par	-0.396	n/a
425.501	4.500	hard_par	n/a	-0.417
430.762	4.500	hard_par	n/a	-0.417
436.006	4.500	easy_par	0.604	n/a
441.267	4.500	hard_par	n/a	-0.417
446.511	4.500	easy_par	-0.396	n/a
451.755	4.500	easy_par	-0.396	n/a
457.016	4.500	easy_par	-0.396	n/a
462.260	4.500	hard_par	n/a	-0.417
467.505	4.500	hard_par	n/a	0.583
478.010	4.500	hard_par	n/a	0.583
483.254	4.500	easy_par	0.604	n/a
488.515	4.500	hard_par	n/a	-0.417
493.759	4.500	easy_par	-0.396	n/a
499.004	4.500	easy_par	0.604	n/a
504.265	4.500	hard_par	n/a	-0.417
509.509	4.500	hard_par	n/a	0.583
514.753	4.500	easy_par	0.604	n/a
520.014	4.500	easy_par	0.604	n/a
525.258	4.500	easy_par	0.604	n/a
530.503	4.500	hard_par	n/a	0.583
535.763	4.500	hard_par	n/a	0.583
541.008	4.500	easy_par	-0.396	n/a
551.513	4.500	hard_par	n/a	-0.417
556.757	4.500	hard_par	n/a	-0.417
