onset	duration	trial_type	TrialNum	StimCond	StimulusNum	Response	response_time	Correct
0.121	2.000	classification-probabilistic	1	1	10	L	1.007	1
3.308	2.000	classification-probabilistic	3	1	3	L	0.584	1
6.524	2.000	classification-probabilistic	5	1	11	R	1.057	1
10.787	2.000	classification-probabilistic	7	1	10	L	0.823	1
15.393	2.000	classification-deterministic	9	2	10	L	0.836	1
18.999	2.000	classification-deterministic	11	2	10	L	0.535	1
22.294	2.000	classification-deterministic	13	2	11	R	1.447	1
27.122	2.000	classification-deterministic	15	2	10	L	0.782	1
34.591	2.000	classification-deterministic	17	2	2	R	1.175	1
40.090	2.000	classification-probabilistic	19	1	3	L	0.799	1
43.577	2.000	classification-probabilistic	21	1	14	R	1.132	1
50.478	2.000	classification-deterministic	23	2	13	L	1.542	1
55.702	2.000	classification-probabilistic	25	1	2	R	0.744	1
59.494	2.000	classification-probabilistic	27	1	10	L	1.431	1
63.895	2.000	classification-probabilistic	29	1	10	L	0.693	1
67.881	2.000	classification-probabilistic	31	1	10	L	0.793	1
72.697	2.000	classification-deterministic	33	2	2	R	0.763	1
77.087	2.000	classification-probabilistic	35	1	3	L	0.750	1
82.111	2.000	classification-deterministic	37	2	5	R	0.693	1
88.977	2.000	classification-deterministic	39	2	1	L	0.870	1
93.588	2.000	classification-deterministic	41	2	13	L	1.770	1
100.206	2.000	classification-probabilistic	43	1	4	L	0.989	1
107.205	2.000	classification-probabilistic	45	1	4	R	0.751	0
110.387	2.000	classification-deterministic	47	2	10	L	1.212	1
113.810	2.000	classification-deterministic	49	2	2	R	0.725	1
117.809	2.000	classification-deterministic	51	2	1	L	1.199	1
125.176	2.000	classification-probabilistic	53	1	5	R	0.913	1
131.507	2.000	classification-probabilistic	55	1	6	L	1.151	1
136.825	2.000	classification-probabilistic	57	1	14	R	1.113	1
139.696	2.000	classification-deterministic	59	2	3	R	0.735	1
143.921	2.000	classification-deterministic	61	2	3	R	0.773	1
149.695	2.000	classification-probabilistic	63	1	3	L	0.776	1
157.322	2.000	classification-probabilistic	65	1	11	R	1.067	1
161.921	2.000	classification-deterministic	67	2	11	R	1.141	1
165.607	2.000	classification-probabilistic	69	1	7	R	1.933	0
169.820	2.000	classification-probabilistic	71	1	1	R	0.588	1
173.108	2.000	classification-probabilistic	73	1	6	L	0.881	1
176.224	2.000	classification-probabilistic	75	1	8	R	0.819	1
180.405	2.000	classification-probabilistic	77	1	8	R	0.795	1
184.808	2.000	classification-deterministic	79	2	3	R	0.820	1
189.408	2.000	classification-deterministic	81	2	13	L	1.349	1
192.722	2.000	classification-deterministic	83	2	9	L	0.917	0
196.282	2.000	classification-probabilistic	85	1	5	R	1.507	1
199.391	2.000	classification-probabilistic	87	1	5	R	0.871	1
202.822	2.000	classification-probabilistic	89	1	11	R	1.081	1
208.589	2.000	classification-probabilistic	91	1	4	R	1.427	0
215.703	2.000	classification-deterministic	93	2	13	R	0.962	0
222.707	2.000	classification-deterministic	95	2	3	R	0.733	1
227.087	2.000	classification-probabilistic	97	1	3	L	0.795	1
233.594	2.000	classification-probabilistic	99	1	11	R	1.299	1
236.690	2.000	classification-probabilistic	101	1	13	R	0.823	0
239.995	2.000	classification-deterministic	103	2	7	L	0.935	1
244.720	2.000	classification-deterministic	105	2	6	R	1.266	0
247.884	2.000	classification-deterministic	107	2	5	R	0.828	1
250.995	2.000	classification-deterministic	109	2	7	L	0.960	1
254.497	2.000	classification-probabilistic	111	1	6	R	1.093	0
259.394	2.000	classification-probabilistic	113	1	10	L	1.410	1
262.408	2.000	classification-deterministic	115	2	11	R	1.153	1
265.910	2.000	classification-deterministic	117	2	12	L	1.048	0
272.122	2.000	classification-deterministic	119	2	8	R	0.727	1
275.577	2.000	classification-probabilistic	121	1	11	R	0.837	1
280.024	2.000	classification-probabilistic	123	1	11	R	0.616	1
283.078	2.000	classification-probabilistic	125	1	14	R	0.889	1
289.506	2.000	classification-probabilistic	127	1	10	L	1.152	1
293.808	2.000	classification-deterministic	129	2	1	L	0.832	1
300.620	2.000	classification-probabilistic	131	1	10	L	0.745	1
305.078	2.000	classification-probabilistic	133	1	11	L	0.697	0
308.224	2.000	classification-deterministic	135	2	6	L	0.842	1
311.584	2.000	classification-deterministic	137	2	2	R	0.665	1
316.493	2.000	classification-probabilistic	139	1	10	L	0.955	1
323.085	2.000	classification-deterministic	141	2	4	L	0.733	1
326.908	2.000	classification-deterministic	143	2	13	L	1.734	1
331.905	2.000	classification-probabilistic	145	1	5	R	0.860	1
339.395	2.000	classification-probabilistic	147	1	6	L	1.403	1
343.005	2.000	classification-probabilistic	149	1	5	R	1.010	1
347.808	2.000	classification-deterministic	151	2	3	R	0.859	1
351.921	2.000	classification-deterministic	153	2	1	L	0.853	1
356.108	2.000	classification-deterministic	155	2	7	L	1.103	1
363.016	2.000	classification-probabilistic	157	1	9	R	1.635	0
367.187	2.000	classification-probabilistic	159	1	14	R	1.568	1
371.986	2.000	classification-probabilistic	161	1	2	R	0.608	1
374.921	2.000	classification-deterministic	163	2	3	R	0.751	1
378.108	2.000	classification-deterministic	165	2	5	R	1.063	1
382.706	2.000	classification-probabilistic	167	1	11	R	0.948	1
386.587	2.000	classification-deterministic	169	2	2	R	0.566	1
393.090	2.000	classification-deterministic	171	2	12	L	1.134	0
397.899	2.000	classification-deterministic	173	2	6	L	1.628	1
400.922	2.000	classification-deterministic	175	2	2	L	0.598	0
407.318	2.000	classification-probabilistic	177	1	1	R	1.364	1
412.899	2.000	classification-deterministic	179	2	10	L	1.071	1
419.122	2.000	classification-deterministic	181	2	7	L	0.838	1
423.183	2.000	classification-deterministic	183	2	13	L	1.336	1
427.087	2.000	classification-deterministic	185	2	1	L	0.693	1
432.088	2.000	classification-probabilistic	187	1	12	L	1.803	-1
435.113	2.000	classification-probabilistic	189	1	8	R	1.450	1
441.006	2.000	classification-probabilistic	191	1	10	L	1.003	1
446.509	2.000	classification-deterministic	193	2	10	L	1.257	1
451.899	2.000	classification-deterministic	195	2	7	L	0.620	1
455.687	2.000	classification-deterministic	197	2	13	L	1.671	1
460.221	2.000	classification-deterministic	199	2	9	L	1.629	0
