onset	duration	trial_type	feedback	TrialNum	StimCond	StimulusNum	Response	response_time	Correct	Feedback
0.202	2.000	feedback	0.520	1	1	8	R	0.709	1	R
4.585	2.000	feedback	0.520	2	1	1	R	0.726	1	R
9.117	2.000	feedback	-1.480	3	1	10	R	1.402	0	L
13.610	2.000	feedback	0.520	4	1	10	L	0.692	1	L
18.115	2.000	feedback	0.520	5	1	6	L	1.223	1	L
22.689	n/a	n/a	n/a	6	1	0	R	0.568	-	-
27.181	n/a	n/a	n/a	7	1	0	R	0.316	-	-
31.676	n/a	n/a	n/a	8	1	0	R	0.334	-	-
36.096	2.000	feedback	-1.480	9	1	2	R	0.638	1	L
40.584	2.000	feedback	-1.480	10	1	4	R	1.667	0	L
45.212	2.000	feedback	-1.480	11	1	11	R	1.506	1	L
49.584	2.000	feedback	0.520	12	1	1	R	0.954	1	R
54.115	2.000	feedback	0.520	13	1	6	L	1.240	1	L
58.676	n/a	n/a	n/a	14	1	0	R	0.607	-	-
63.181	n/a	n/a	n/a	15	1	0	R	0.838	-	-
67.676	n/a	n/a	n/a	16	1	0	R	0.351	-	-
72.115	2.000	feedback	0.520	17	1	6	L	0.802	1	L
76.611	2.000	feedback	0.520	18	1	10	L	0.783	1	L
81.096	2.000	feedback	0.520	19	1	2	R	0.655	1	R
85.612	2.000	feedback	-1.480	20	1	6	L	0.654	1	R
90.195	2.000	feedback	0.520	21	1	11	R	1.639	1	R
94.676	n/a	n/a	n/a	22	1	0	R	0.657	-	-
99.188	n/a	n/a	n/a	23	1	0	R	0.273	-	-
103.675	n/a	n/a	n/a	24	1	0	R	0.337	-	-
108.090	2.000	feedback	0.520	25	1	3	L	0.949	1	L
112.691	2.000	feedback	-1.480	26	1	14	R	1.199	1	L
117.191	2.000	feedback	-1.480	27	1	14	R	0.910	1	L
121.613	2.000	feedback	-1.480	28	1	8	L	1.868	0	R
126.110	2.000	feedback	0.520	29	1	10	L	1.014	1	L
130.677	n/a	n/a	n/a	30	1	0	R	0.585	-	-
135.182	n/a	n/a	n/a	31	1	0	R	0.289	-	-
139.675	n/a	n/a	n/a	32	1	0	R	0.339	-	-
144.121	2.000	feedback	0.520	33	1	5	R	0.920	1	R
148.611	2.000	feedback	0.520	34	1	10	L	0.834	1	L
153.178	2.000	feedback	0.520	35	1	10	L	0.596	1	L
157.614	2.000	feedback	0.520	36	1	10	L	0.675	1	L
162.116	2.000	feedback	0.520	37	1	8	R	1.235	1	R
166.691	n/a	n/a	n/a	38	1	0	R	0.621	-	-
171.181	n/a	n/a	n/a	39	1	0	R	0.347	-	-
175.715	n/a	n/a	n/a	40	1	0	R	0.532	-	-
180.113	2.000	feedback	0.520	41	1	10	L	0.674	1	L
184.584	2.000	feedback	0.520	42	1	3	L	0.825	1	L
189.091	2.000	feedback	0.520	43	1	1	R	0.846	1	R
193.587	2.000	feedback	-1.480	44	1	4	L	1.620	1	R
198.195	2.000	feedback	0.520	45	1	14	R	1.659	1	R
202.676	n/a	n/a	n/a	46	1	0	R	1.053	-	-
207.181	n/a	n/a	n/a	47	1	0	R	0.292	-	-
211.676	n/a	n/a	n/a	48	1	0	R	0.366	-	-
216.194	2.000	feedback	-1.480	49	1	13	R	1.862	0	L
220.584	2.000	feedback	0.520	50	1	3	L	1.443	1	L
225.118	2.000	feedback	-1.480	51	1	9	R	1.593	0	L
229.618	2.000	feedback	0.520	52	1	5	R	0.913	1	R
234.214	2.000	feedback	0.520	53	1	11	R	2.254	1	R
238.682	n/a	n/a	n/a	54	1	0	R	0.601	-	-
243.181	n/a	n/a	n/a	55	1	0	R	0.254	-	-
247.675	n/a	n/a	n/a	56	1	0	R	0.328	-	-
252.106	2.000	feedback	0.520	57	1	2	R	0.772	1	R
256.624	2.000	feedback	0.520	58	1	5	R	0.852	1	R
261.117	2.000	feedback	0.520	59	1	10	L	0.685	1	L
265.615	2.000	feedback	0.520	60	1	5	R	1.038	1	R
270.195	2.000	feedback	0.520	61	1	14	R	1.015	1	R
274.675	n/a	n/a	n/a	62	1	0	R	0.553	-	-
279.181	n/a	n/a	n/a	63	1	0	R	0.327	-	-
283.675	n/a	n/a	n/a	64	1	0	R	0.418	-	-
288.195	2.000	feedback	0.520	65	1	11	R	1.928	1	R
292.692	2.000	feedback	0.520	66	1	14	R	1.153	1	R
297.090	2.000	feedback	0.520	67	1	3	L	1.189	1	L
301.692	2.000	feedback	-1.480	68	1	13	R	1.666	0	L
306.114	2.000	feedback	0.520	69	1	10	L	1.206	1	L
310.675	n/a	n/a	n/a	70	1	0	R	0.595	-	-
315.222	n/a	n/a	n/a	71	1	0	R	0.392	-	-
319.681	n/a	n/a	n/a	72	1	0	R	0.401	-	-
324.195	2.000	feedback	0.520	73	1	11	R	1.113	1	R
328.612	2.000	feedback	0.520	74	1	7	L	1.815	1	L
333.195	2.000	feedback	0.520	75	1	14	R	2.538	1	R
337.692	2.000	feedback	0.520	76	1	11	R	1.635	1	R
342.087	2.000	feedback	-1.480	77	1	3	L	0.774	1	R
346.675	n/a	n/a	n/a	78	1	0	R	0.588	-	-
351.180	n/a	n/a	n/a	79	1	0	R	0.323	-	-
355.676	n/a	n/a	n/a	80	1	0	R	0.427	-	-
