onset	duration	trial_type	response_time	sample	value
38.7304687500	n/a	stimulus	n/a	9915.0000000000	128
43.1132812500	n/a	response	n/a	11037.0000000000	2
46.6640625000	n/a	response	n/a	11946.0000000000	2
50.3398437500	n/a	response	n/a	12887.0000000000	2
121.3437500000	n/a	stimulus	n/a	31064.0000000000	128
124.6132812500	n/a	response	n/a	31901.0000000000	4
135.4570312500	n/a	response	n/a	34677.0000000000	2
153.0546875000	n/a	stimulus	n/a	39182.0000000000	128
157.2265625000	n/a	response	n/a	40250.0000000000	4
263.8281250000	n/a	stimulus	n/a	67540.0000000000	128
267.8789062500	n/a	response	n/a	68577.0000000000	4
270.8867187500	n/a	response	n/a	69347.0000000000	2
326.0898437500	n/a	stimulus	n/a	83479.0000000000	128
330.4726562500	n/a	response	n/a	84601.0000000000	8
333.8164062500	n/a	response	n/a	85457.0000000000	2
418.4453125000	n/a	stimulus	n/a	107122.0000000000	128
421.1367187500	n/a	response	n/a	107811.0000000000	4
424.6718750000	n/a	response	n/a	108716.0000000000	4
440.8242187500	n/a	stimulus	n/a	112851.0000000000	128
443.8125000000	n/a	response	n/a	113616.0000000000	4
603.6445312500	n/a	stimulus	n/a	154533.0000000000	128
612.7460937500	n/a	response	n/a	156863.0000000000	4
615.1093750000	n/a	response	n/a	157468.0000000000	2
680.5937500000	n/a	stimulus	n/a	174232.0000000000	128
683.2187500000	n/a	response	n/a	174904.0000000000	4
686.7539062500	n/a	response	n/a	175809.0000000000	2
723.4375000000	n/a	stimulus	n/a	185200.0000000000	128
727.3906250000	n/a	response	n/a	186212.0000000000	4
730.3984375000	n/a	response	n/a	186982.0000000000	2
847.5703125000	n/a	stimulus	n/a	216978.0000000000	128
850.1914062500	n/a	response	n/a	217649.0000000000	4
900.5234375000	n/a	stimulus	n/a	230534.0000000000	128
905.3945312500	n/a	response	n/a	231781.0000000000	4
908.6992187500	n/a	response	n/a	232627.0000000000	2
928.8554687500	n/a	stimulus	n/a	237787.0000000000	128
932.4179687500	n/a	response	n/a	238699.0000000000	8
1050.8632812500	n/a	stimulus	n/a	269021.0000000000	128
1053.4648437500	n/a	response	n/a	269687.0000000000	8
1057.6953125000	n/a	response	n/a	270770.0000000000	2
1159.4726562500	n/a	stimulus	n/a	296825.0000000000	128
1162.1250000000	n/a	response	n/a	297504.0000000000	8
1164.3359375000	n/a	response	n/a	298070.0000000000	4
1283.6953125000	n/a	stimulus	n/a	328626.0000000000	128
1287.7304687500	n/a	response	n/a	329659.0000000000	4
