name	type	x	y	z	template_x	template_y	template_z
Rx2	detector	38.08267068	52.28819276	115.7619102	n/a	n/a	n/a
Rx1	detector	14.45559452	68.40224474	104.8199736	n/a	n/a	n/a
Rx4	detector	16.2590845	22.03930383	143.5273646	n/a	n/a	n/a
Rx3	detector	-14.08899376	48.74777963	132.2198007	n/a	n/a	n/a
Rx6	detector	-52.07953214	70.13646045	82.67526029	n/a	n/a	n/a
Rx5	detector	56.66650688	69.61176105	41.47537632	n/a	n/a	n/a
Rx8	detector	-69.19288275	46.0825361	111.1581955	n/a	n/a	n/a
Rx7	detector	31.1776312	77.84620688	67.79883857	n/a	n/a	n/a
Rx9	detector	67.65975252	-59.88613518	54.01780522	n/a	n/a	n/a
Rx11	detector	42.73902042	-66.01405219	77.79739322	n/a	n/a	n/a
Rx10	detector	-39.46626127	-73.86853233	85.23075492	n/a	n/a	n/a
Rx12	detector	-59.61145421	-52.18580195	110.3107744	n/a	n/a	n/a
Tx1a	source	46.74433419	52.57608976	112.1061435	n/a	n/a	n/a
Tx4	source	42.76000101	20.02626349	129.3979677	n/a	n/a	n/a
Tx1b	source	24.51080233	67.70496231	101.0234803	n/a	n/a	n/a
Tx3	source	12.84272735	52.01425927	130.181335	n/a	n/a	n/a
Tx1c	source	17.55776086	13.36788269	143.9793576	n/a	n/a	n/a
Tx2	source	-14.48982838	69.8936964	111.0942189	n/a	n/a	n/a
Tx5	source	-13.02312149	18.32375125	148.4350779	n/a	n/a	n/a
Tx1d	source	-25.31171721	48.05612433	130.9857168	n/a	n/a	n/a
Tx6a	source	-46.89446527	71.68534755	74.4674859	n/a	n/a	n/a
Tx9	source	-80.45838762	54.10629449	82.05480771	n/a	n/a	n/a
Tx6b	source	61.47400646	66.42836543	34.37915744	n/a	n/a	n/a
Tx8	source	21.54250667	78.45697602	37.31758861	n/a	n/a	n/a
Tx6c	source	-69.88548581	38.60610884	117.115896	n/a	n/a	n/a
Tx7	source	60.02492676	63.88605497	70.73308901	n/a	n/a	n/a
Tx10	source	-43.49075402	64.11152811	111.0306602	n/a	n/a	n/a
Tx6d	source	23.92732138	77.10239221	75.12301368	n/a	n/a	n/a
Tx12	source	39.77773387	-72.56647235	50.91609655	n/a	n/a	n/a
Tx13	source	71.75330425	-48.94829841	83.13797875	n/a	n/a	n/a
Tx14	source	-68.78655253	-62.27954024	82.82736332	n/a	n/a	n/a
Tx15	source	-29.87023793	-63.88442743	113.9473085	n/a	n/a	n/a
Tx11a	source	73.08999809	-55.97727487	49.09389077	n/a	n/a	n/a
Tx11b	source	-32.66767524	-75.9236424	75.64561168	n/a	n/a	n/a
Tx11c	source	35.17719858	-65.88364552	84.92110726	n/a	n/a	n/a
Tx11d	source	-62.91854528	-43.86308827	116.6476928	n/a	n/a	n/a
