onset	duration	trial_type
0.000	2.000	tone counting probe
2.190	4.000	tone counting
6.782	4.000	tone counting
11.426	4.000	tone counting
16.070	4.000	tone counting
20.760	4.000	tone counting
25.347	4.000	tone counting
29.992	4.000	tone counting
34.635	4.000	tone counting
39.135	3.000	tone counting probe
56.000	2.000	tone counting probe
58.093	4.000	tone counting
62.681	4.000	tone counting
67.378	4.000	tone counting
71.971	4.000	tone counting
76.608	4.000	tone counting
81.193	4.000	tone counting
85.777	4.000	tone counting
90.363	4.000	tone counting
94.863	3.000	tone counting probe
112.000	2.000	tone counting probe
114.093	4.000	tone counting
118.743	4.000	tone counting
123.326	4.000	tone counting
127.911	4.000	tone counting
132.501	4.000	tone counting
137.114	4.000	tone counting
141.756	4.000	tone counting
146.346	4.000	tone counting
150.846	3.000	tone counting probe
168.000	2.000	tone counting probe
170.102	4.000	tone counting
174.755	4.000	tone counting
179.398	4.000	tone counting
184.006	4.000	tone counting
188.590	4.000	tone counting
193.234	4.000	tone counting
197.864	4.000	tone counting
202.506	4.000	tone counting
207.006	3.000	tone counting probe
