onset	duration	trial_type
0.283	4.000	dual-task classification
4.946	4.000	dual-task classification
9.659	4.000	dual-task classification
14.253	4.000	dual-task classification
18.903	4.000	dual-task classification
23.403	2.000	dual-task probe
41.162	4.000	dual-task classification
45.813	4.000	dual-task classification
50.406	4.000	dual-task classification
55.058	4.000	dual-task classification
59.653	4.000	dual-task classification
64.153	2.000	dual-task probe
81.956	4.000	dual-task classification
86.553	4.000	dual-task classification
91.203	4.000	dual-task classification
95.851	4.000	dual-task classification
100.453	4.000	dual-task classification
104.953	2.000	dual-task probe
122.807	4.000	dual-task classification
127.402	4.000	dual-task classification
132.104	4.000	dual-task classification
136.700	4.000	dual-task classification
141.347	4.000	dual-task classification
145.847	2.000	dual-task probe
163.702	4.000	dual-task classification
168.295	4.000	dual-task classification
172.947	4.000	dual-task classification
177.540	4.000	dual-task classification
182.136	4.000	dual-task classification
186.636	2.000	dual-task probe
204.395	4.000	dual-task classification
208.990	4.000	dual-task classification
213.586	4.000	dual-task classification
218.188	4.000	dual-task classification
222.780	4.000	dual-task classification
227.280	2.000	dual-task probe
245.064	4.000	dual-task classification
249.713	4.000	dual-task classification
254.313	4.000	dual-task classification
258.913	4.000	dual-task classification
263.566	4.000	dual-task classification
268.066	2.000	dual-task probe
285.803	4.000	dual-task classification
290.450	4.000	dual-task classification
295.155	4.000	dual-task classification
299.753	4.000	dual-task classification
304.403	4.000	dual-task classification
308.903	2.000	dual-task probe
326.714	4.000	dual-task classification
331.362	4.000	dual-task classification
336.062	4.000	dual-task classification
340.766	4.000	dual-task classification
345.358	4.000	dual-task classification
349.858	2.000	dual-task probe
367.724	4.000	dual-task classification
372.426	4.000	dual-task classification
377.021	4.000	dual-task classification
381.668	4.000	dual-task classification
386.316	4.000	dual-task classification
390.816	2.000	dual-task probe
