onset	duration	trial_type	feedback	TrialNum	StimCond	StimulusNum	Response	response_time	Correct	Feedback
0.196	2.000	feedback	0.880	1	1	6	L	0.776	1	L
4.591	2.000	feedback	0.880	2	1	2	R	0.506	1	R
9.114	2.000	feedback	-1.120	3	1	6	-	0.000	-1	L
13.692	2.000	feedback	0.880	4	1	11	R	0.749	1	R
18.192	2.000	feedback	-1.120	5	1	14	R	0.786	1	L
22.680	n/a	n/a	n/a	6	1	0	R	0.681	-	-
27.179	n/a	n/a	n/a	7	1	0	R	0.310	-	-
31.679	n/a	n/a	n/a	8	1	0	R	0.330	-	-
36.089	2.000	feedback	-1.120	9	1	1	-	0.000	-1	R
40.620	2.000	feedback	0.880	10	1	5	R	0.721	1	R
45.112	2.000	feedback	-1.120	11	1	10	-	0.000	-1	L
49.588	2.000	feedback	-1.120	12	1	3	L	0.851	1	R
54.088	2.000	feedback	-1.120	13	1	3	R	0.711	0	L
58.679	n/a	n/a	n/a	14	1	0	-	0.000	-	-
63.180	n/a	n/a	n/a	15	1	0	R	0.367	-	-
67.682	n/a	n/a	n/a	16	1	0	-	0.000	-	-
72.113	2.000	feedback	0.880	17	1	8	R	0.757	1	R
76.586	2.000	feedback	-1.120	18	1	4	-	0.000	-1	L
81.192	2.000	feedback	0.880	19	1	11	R	0.899	1	R
85.585	2.000	feedback	0.880	20	1	4	L	0.785	1	L
90.192	2.000	feedback	0.880	21	1	14	R	0.851	1	R
94.679	n/a	n/a	n/a	22	1	0	R	0.693	-	-
99.182	n/a	n/a	n/a	23	1	0	R	0.303	-	-
103.680	n/a	n/a	n/a	24	1	0	R	0.372	-	-
108.111	2.000	feedback	-1.120	25	1	10	L	0.731	1	R
112.689	2.000	feedback	0.880	26	1	11	R	0.591	1	R
117.118	2.000	feedback	-1.120	27	1	5	-	0.000	-1	R
121.611	2.000	feedback	-1.120	28	1	10	-	0.000	-1	L
126.114	2.000	feedback	0.880	29	1	6	L	0.722	1	L
130.685	n/a	n/a	n/a	30	1	0	R	0.617	-	-
135.180	n/a	n/a	n/a	31	1	0	R	0.321	-	-
139.679	n/a	n/a	n/a	32	1	0	R	0.385	-	-
144.087	2.000	feedback	-1.120	33	1	3	R	0.844	0	L
148.589	2.000	feedback	-1.120	34	1	1	-	0.000	-1	L
153.087	2.000	feedback	0.880	35	1	3	L	0.796	1	L
157.616	2.000	feedback	0.880	36	1	8	R	0.607	1	R
162.086	2.000	feedback	0.880	37	1	4	L	0.607	1	L
166.681	n/a	n/a	n/a	38	1	0	R	0.599	-	-
171.180	n/a	n/a	n/a	39	1	0	R	0.339	-	-
175.679	n/a	n/a	n/a	40	1	0	R	0.361	-	-
180.196	2.000	feedback	0.880	41	1	11	R	0.583	1	R
184.607	2.000	feedback	0.880	42	1	10	L	0.682	1	L
189.113	2.000	feedback	0.880	43	1	10	L	0.803	1	L
193.591	2.000	feedback	-1.120	44	1	2	R	0.482	1	L
198.117	2.000	feedback	0.880	45	1	5	R	0.683	1	R
202.680	n/a	n/a	n/a	46	1	0	-	0.000	-	-
207.173	n/a	n/a	n/a	47	1	0	R	0.564	-	-
211.679	n/a	n/a	n/a	48	1	0	R	0.394	-	-
216.110	2.000	feedback	-1.120	49	1	10	-	0.000	-1	L
220.591	2.000	feedback	-1.120	50	1	2	-	0.000	-1	R
225.089	2.000	feedback	0.880	51	1	3	L	0.677	1	L
229.618	2.000	feedback	-1.120	52	1	5	-	0.000	-1	R
234.091	2.000	feedback	-1.120	53	1	2	-	0.000	-1	R
238.679	n/a	n/a	n/a	54	1	0	R	0.691	-	-
243.179	n/a	n/a	n/a	55	1	0	R	0.448	-	-
247.681	n/a	n/a	n/a	56	1	0	R	0.362	-	-
252.192	2.000	feedback	0.880	57	1	11	R	0.698	1	R
256.608	2.000	feedback	-1.120	58	1	7	-	0.000	-1	L
261.190	2.000	feedback	-1.120	59	1	13	-	0.000	-1	L
265.614	2.000	feedback	0.880	60	1	8	R	0.784	1	R
270.090	2.000	feedback	-1.120	61	1	1	-	0.000	-1	R
274.681	n/a	n/a	n/a	62	1	0	R	0.739	-	-
279.179	n/a	n/a	n/a	63	1	0	-	0.000	-	-
283.680	n/a	n/a	n/a	64	1	0	R	0.384	-	-
288.186	2.000	feedback	-1.120	65	1	12	L	1.025	-1	R
292.611	2.000	feedback	0.880	66	1	10	L	0.775	1	L
297.089	2.000	feedback	-1.120	67	1	1	L	0.775	0	R
301.692	2.000	feedback	0.880	68	1	11	R	0.847	1	R
306.190	2.000	feedback	0.880	69	1	13	R	0.634	0	R
310.684	n/a	n/a	n/a	70	1	0	R	0.705	-	-
315.181	n/a	n/a	n/a	71	1	0	R	0.329	-	-
319.679	n/a	n/a	n/a	72	1	0	R	0.343	-	-
324.083	2.000	feedback	0.880	73	1	4	L	0.732	1	L
328.618	2.000	feedback	0.880	74	1	10	L	0.659	1	L
333.114	2.000	feedback	0.880	75	1	6	L	0.614	1	L
337.614	2.000	feedback	0.880	76	1	6	L	0.650	1	L
342.118	2.000	feedback	0.880	77	1	5	R	0.631	1	R
346.692	n/a	n/a	n/a	78	1	0	R	0.610	-	-
351.179	n/a	n/a	n/a	79	1	0	R	0.316	-	-
355.681	n/a	n/a	n/a	80	1	0	R	0.431	-	-
