onset	duration	trial_type	feedback	TrialNum	StimCond	StimulusNum	Response	response_time	Correct	Feedback
0.201	2.000	feedback	-1.240	1	1	5	L	0.887	0	R
4.588	2.000	feedback	0.760	2	1	3	R	0.928	0	R
9.111	2.000	feedback	-1.240	3	1	10	-	0.000	-1	L
13.614	2.000	feedback	0.760	4	1	5	R	0.788	1	R
18.085	2.000	feedback	0.760	5	1	3	R	0.796	0	R
22.705	n/a	n/a	n/a	6	1	0	R	0.848	-	-
27.188	n/a	n/a	n/a	7	1	0	R	0.454	-	-
31.687	n/a	n/a	n/a	8	1	0	R	0.450	-	-
36.111	2.000	feedback	0.760	9	1	10	L	0.952	1	L
40.614	2.000	feedback	-1.240	10	1	6	R	0.765	0	L
45.117	2.000	feedback	0.760	11	1	8	R	0.781	1	R
49.699	2.000	feedback	-1.240	12	1	11	L	0.784	0	R
54.198	2.000	feedback	0.760	13	1	14	R	0.720	1	R
58.686	n/a	n/a	n/a	14	1	0	R	0.709	-	-
63.193	n/a	n/a	n/a	15	1	0	R	0.394	-	-
67.686	n/a	n/a	n/a	16	1	0	R	0.597	-	-
72.089	2.000	feedback	-1.240	17	1	3	-	0.000	-1	L
76.588	2.000	feedback	0.760	18	1	2	R	0.603	1	R
81.120	2.000	feedback	0.760	19	1	6	L	0.887	1	L
85.699	2.000	feedback	0.760	20	1	14	R	0.946	1	R
90.085	2.000	feedback	-1.240	21	1	4	L	0.638	1	R
94.680	n/a	n/a	n/a	22	1	0	-	0.000	-	-
99.180	n/a	n/a	n/a	23	1	0	R	0.353	-	-
103.681	n/a	n/a	n/a	24	1	0	R	0.396	-	-
108.092	2.000	feedback	0.760	25	1	3	L	0.705	1	L
112.617	2.000	feedback	0.760	26	1	8	R	0.668	1	R
117.118	2.000	feedback	0.760	27	1	6	L	0.823	1	L
121.690	2.000	feedback	0.760	28	1	13	R	0.862	0	R
126.117	2.000	feedback	0.760	29	1	6	L	0.728	1	L
130.680	n/a	n/a	n/a	30	1	0	R	0.790	-	-
135.188	n/a	n/a	n/a	31	1	0	R	0.434	-	-
139.687	n/a	n/a	n/a	32	1	0	R	0.360	-	-
144.089	2.000	feedback	0.760	33	1	1	L	0.848	0	L
148.589	2.000	feedback	-1.240	34	1	1	L	0.637	0	R
153.212	2.000	feedback	0.760	35	1	11	R	0.535	1	R
157.614	2.000	feedback	0.760	36	1	6	L	0.571	1	L
162.194	2.000	feedback	0.760	37	1	13	L	0.892	1	L
166.675	n/a	n/a	n/a	38	1	0	R	0.669	-	-
171.187	n/a	n/a	n/a	39	1	0	R	0.397	-	-
175.680	n/a	n/a	n/a	40	1	0	R	0.392	-	-
180.120	2.000	feedback	0.760	41	1	8	R	0.676	1	R
184.615	2.000	feedback	-1.240	42	1	9	R	0.699	0	L
189.113	2.000	feedback	0.760	43	1	10	L	1.089	1	L
193.585	2.000	feedback	0.760	44	1	4	L	0.734	1	L
198.113	2.000	feedback	-1.240	45	1	10	R	1.338	0	L
202.686	n/a	n/a	n/a	46	1	0	R	0.650	-	-
207.188	n/a	n/a	n/a	47	1	0	R	0.317	-	-
211.686	n/a	n/a	n/a	48	1	0	R	0.323	-	-
216.092	2.000	feedback	-1.240	49	1	1	L	0.773	0	R
220.692	2.000	feedback	-1.240	50	1	14	R	0.854	1	L
225.119	2.000	feedback	-1.240	51	1	8	L	0.904	0	R
229.692	2.000	feedback	0.760	52	1	11	R	0.638	1	R
234.095	2.000	feedback	-1.240	53	1	2	R	0.609	1	L
238.686	n/a	n/a	n/a	54	1	0	R	0.684	-	-
243.187	n/a	n/a	n/a	55	1	0	R	0.352	-	-
247.687	n/a	n/a	n/a	56	1	0	R	0.485	-	-
252.120	2.000	feedback	0.760	57	1	5	R	0.758	1	R
256.692	2.000	feedback	-1.240	58	1	11	L	0.863	0	R
261.116	2.000	feedback	-1.240	59	1	6	L	0.694	1	R
265.589	2.000	feedback	0.760	60	1	3	L	0.802	1	L
270.117	2.000	feedback	0.760	61	1	6	L	0.805	1	L
274.685	n/a	n/a	n/a	62	1	0	R	0.582	-	-
279.188	n/a	n/a	n/a	63	1	0	R	0.392	-	-
283.686	n/a	n/a	n/a	64	1	0	R	0.327	-	-
288.114	2.000	feedback	0.760	65	1	10	L	0.814	1	L
292.687	2.000	feedback	-1.240	66	1	12	L	0.964	-1	R
297.089	2.000	feedback	-1.240	67	1	4	L	0.823	1	R
301.611	2.000	feedback	-1.240	68	1	10	R	0.768	0	L
306.114	2.000	feedback	-1.240	69	1	10	L	0.838	1	R
310.686	n/a	n/a	n/a	70	1	0	R	0.607	-	-
315.186	n/a	n/a	n/a	71	1	0	R	0.355	-	-
319.682	n/a	n/a	n/a	72	1	0	R	0.380	-	-
324.120	2.000	feedback	0.760	73	1	5	R	0.881	1	R
328.693	2.000	feedback	0.760	74	1	11	R	0.648	1	R
333.118	2.000	feedback	0.760	75	1	6	L	0.856	1	L
337.611	2.000	feedback	0.760	76	1	10	L	0.737	1	L
342.196	2.000	feedback	0.760	77	1	14	R	0.551	1	R
346.686	n/a	n/a	n/a	78	1	0	R	0.609	-	-
351.186	n/a	n/a	n/a	79	1	0	R	0.325	-	-
355.680	n/a	n/a	n/a	80	1	0	R	0.392	-	-
