onset	duration	trial_type	TrialNum	StimCond	StimulusNum	Response	response_time	Correct
0.122	2.000	classification-probabilistic	1.000	1.000	10.000	L	0.699	1.000
5.898	2.000	classification-deterministic	3.000	2.000	10.000	-	0.000	-1.000
13.122	2.000	classification-deterministic	5.000	2.000	10.000	L	0.731	1.000
18.480	2.000	classification-deterministic	7.000	2.000	11.000	R	0.920	1.000
25.595	2.000	classification-probabilistic	9.000	1.000	3.000	L	0.614	1.000
32.599	2.000	classification-probabilistic	11.000	1.000	11.000	R	0.710	1.000
35.724	2.000	classification-probabilistic	13.000	1.000	10.000	L	0.908	1.000
40.996	2.000	classification-deterministic	15.000	2.000	10.000	L	0.595	1.000
44.085	2.000	classification-deterministic	17.000	2.000	2.000	R	0.622	1.000
48.483	2.000	classification-probabilistic	19.000	1.000	3.000	L	0.564	1.000
51.692	2.000	classification-probabilistic	21.000	1.000	14.000	R	0.769	1.000
56.590	2.000	classification-probabilistic	23.000	1.000	2.000	R	0.657	1.000
60.112	2.000	classification-probabilistic	25.000	1.000	10.000	L	0.618	1.000
65.512	2.000	classification-probabilistic	27.000	1.000	10.000	L	0.707	1.000
71.203	2.000	classification-deterministic	29.000	2.000	13.000	R	0.783	0.000
75.983	2.000	classification-deterministic	31.000	2.000	2.000	R	0.623	1.000
80.650	n/a	n/a	33.000	2.000	5.000	R	0.619	1.000
80.700	2.000	classification-deterministic	n/a	n/a	n/a	n/a	n/a	n/a
84.495	2.000	classification-probabilistic	35.000	1.000	10.000	L	0.660	1.000
91.209	2.000	classification-deterministic	37.000	2.000	1.000	L	0.781	1.000
97.319	2.000	classification-deterministic	39.000	2.000	13.000	R	0.701	0.000
101.109	2.000	classification-deterministic	41.000	2.000	10.000	R	0.872	0.000
105.810	2.000	classification-probabilistic	43.000	1.000	3.000	L	0.627	1.000
113.204	2.000	classification-deterministic	45.000	2.000	2.000	R	0.559	1.000
116.421	2.000	classification-probabilistic	47.000	1.000	4.000	L	0.782	1.000
119.697	2.000	classification-probabilistic	49.000	1.000	4.000	-	0.000	-1.000
124.501	2.000	classification-probabilistic	51.000	1.000	5.000	R	0.697	1.000
131.817	2.000	classification-deterministic	53.000	2.000	1.000	L	0.880	1.000
139.399	2.000	classification-probabilistic	55.000	1.000	6.000	L	0.699	1.000
142.914	2.000	classification-probabilistic	57.000	1.000	14.000	R	0.752	1.000
146.309	2.000	classification-probabilistic	59.000	1.000	3.000	L	0.674	1.000
150.305	2.000	classification-probabilistic	61.000	1.000	11.000	-	0.000	-1.000
156.425	2.000	classification-deterministic	63.000	2.000	3.000	R	0.735	1.000
159.995	2.000	classification-probabilistic	65.000	1.000	7.000	L	0.730	1.000
163.084	2.000	classification-deterministic	67.000	2.000	3.000	R	0.941	1.000
167.480	2.000	classification-deterministic	69.000	2.000	11.000	R	0.965	1.000
170.310	2.000	classification-deterministic	71.000	2.000	3.000	R	0.681	1.000
174.300	2.000	classification-deterministic	73.000	2.000	13.000	R	0.776	0.000
180.317	2.000	classification-probabilistic	75.000	1.000	1.000	L	0.645	0.000
185.514	2.000	classification-probabilistic	77.000	1.000	6.000	L	0.971	1.000
190.514	2.000	classification-deterministic	79.000	2.000	9.000	R	0.762	1.000
195.081	2.000	classification-deterministic	81.000	2.000	13.000	R	0.837	0.000
199.084	2.000	classification-deterministic	83.000	2.000	3.000	R	0.606	1.000
202.122	2.000	classification-deterministic	85.000	2.000	7.000	L	0.963	1.000
208.793	2.000	classification-probabilistic	87.000	1.000	8.000	R	0.610	1.000
213.389	2.000	classification-probabilistic	89.000	1.000	8.000	R	0.569	1.000
219.886	2.000	classification-deterministic	91.000	2.000	6.000	-	0.000	-1.000
223.110	2.000	classification-deterministic	93.000	2.000	5.000	R	0.869	1.000
226.720	2.000	classification-deterministic	95.000	2.000	7.000	L	0.927	1.000
229.916	2.000	classification-deterministic	97.000	2.000	11.000	R	0.880	1.000
235.776	2.000	classification-probabilistic	99.000	1.000	5.000	R	0.660	1.000
240.776	2.000	classification-probabilistic	101.000	1.000	5.000	R	0.628	1.000
244.183	2.000	classification-deterministic	103.000	2.000	12.000	L	1.295	0.000
248.080	2.000	classification-probabilistic	105.000	1.000	11.000	R	0.777	1.000
