onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	-0.139	n/a	n/a	20	15	-13.150	0	-1	0.000
4.000	3.000	parametric gain	-0.189	n/a	n/a	18	12	-8.520	0	-1	0.000
8.000	3.000	parametric gain	-0.389	n/a	n/a	10	15	-23.150	0	-1	0.000
18.000	3.000	parametric gain	0.211	n/a	n/a	34	16	-1.360	0	-1	0.000
24.000	3.000	parametric gain	-0.189	n/a	n/a	18	5	6.950	0	-1	0.000
28.000	3.000	parametric gain	0.011	n/a	n/a	26	13	-2.730	1	1	0.001
38.000	3.000	parametric gain	0.161	n/a	n/a	32	17	-5.570	0	-1	0.000
42.000	3.000	parametric gain	-0.239	n/a	n/a	16	5	4.950	0	-1	0.000
46.000	3.000	parametric gain	-0.089	n/a	n/a	22	7	6.530	0	-1	0.000
52.000	3.000	parametric gain	0.261	n/a	n/a	36	8	18.320	0	-1	0.000
56.000	3.000	parametric gain	-0.239	n/a	n/a	16	10	-6.100	0	-1	0.000
62.000	3.000	parametric gain	0.111	n/a	n/a	30	13	1.270	0	-1	0.000
74.000	3.000	parametric gain	-0.289	n/a	n/a	14	17	-23.570	0	-1	0.000
78.000	3.000	parametric gain	0.061	n/a	n/a	28	19	-13.990	0	-1	0.000
82.000	3.000	parametric gain	-0.289	n/a	n/a	14	20	-30.200	0	-1	0.000
86.000	3.000	parametric gain	0.011	n/a	n/a	26	16	-9.360	0	-1	0.000
90.000	3.000	parametric gain	0.361	n/a	n/a	40	5	28.950	0	-1	0.000
94.000	3.000	parametric gain	0.061	n/a	n/a	28	12	1.480	0	-1	0.000
98.000	3.000	parametric gain	-0.139	n/a	n/a	20	16	-15.360	0	-1	0.000
102.000	3.000	parametric gain	0.011	n/a	n/a	26	5	14.950	0	-1	0.000
106.000	3.000	parametric gain	0.161	n/a	n/a	32	20	-12.200	0	-1	0.000
110.000	3.000	parametric gain	-0.189	n/a	n/a	18	17	-19.570	0	-1	0.000
116.000	3.000	parametric gain	-0.139	n/a	n/a	20	6	6.740	0	-1	0.000
120.000	3.000	parametric gain	-0.139	n/a	n/a	20	18	-19.780	0	-1	0.000
126.000	3.000	parametric gain	0.361	n/a	n/a	40	7	24.530	0	-1	0.000
130.000	3.000	parametric gain	0.261	n/a	n/a	36	6	22.740	0	-1	0.000
134.000	3.000	parametric gain	-0.239	n/a	n/a	16	20	-28.200	0	-1	0.000
140.000	3.000	parametric gain	0.361	n/a	n/a	40	15	6.850	0	-1	0.000
148.000	3.000	parametric gain	-0.389	n/a	n/a	10	6	-3.260	0	-1	0.000
156.000	3.000	parametric gain	-0.339	n/a	n/a	12	15	-21.150	0	-1	0.000
160.000	3.000	parametric gain	0.211	n/a	n/a	34	17	-3.570	0	-1	0.000
164.000	3.000	parametric gain	-0.189	n/a	n/a	18	14	-12.940	0	-1	0.000
170.000	3.000	parametric gain	0.361	n/a	n/a	40	13	11.270	0	-1	0.000
174.000	3.000	parametric gain	0.161	n/a	n/a	32	19	-9.990	0	-1	0.000
178.000	3.000	parametric gain	-0.289	n/a	n/a	14	12	-12.520	0	-1	0.000
182.000	3.000	parametric gain	0.161	n/a	n/a	32	10	9.900	0	-1	0.000
192.000	3.000	parametric gain	0.261	n/a	n/a	36	17	-1.570	0	-1	0.000
202.000	3.000	parametric gain	0.061	n/a	n/a	28	13	-0.730	0	-1	0.000
208.000	3.000	parametric gain	0.211	n/a	n/a	34	13	5.270	0	-1	0.000
212.000	3.000	parametric gain	0.311	n/a	n/a	38	14	7.060	0	-1	0.000
220.000	3.000	parametric gain	0.161	n/a	n/a	32	11	7.690	0	-1	0.000
224.000	3.000	parametric gain	0.161	n/a	n/a	32	9	12.110	0	-1	0.000
234.000	3.000	parametric gain	0.111	n/a	n/a	30	16	-5.360	0	-1	0.000
238.000	3.000	parametric gain	0.211	n/a	n/a	34	10	11.900	0	-1	0.000
246.000	3.000	parametric gain	-0.189	n/a	n/a	18	8	0.320	0	-1	0.000
250.000	3.000	parametric gain	0.211	n/a	n/a	34	20	-10.200	0	-1	0.000
256.000	3.000	parametric gain	0.161	n/a	n/a	32	16	-3.360	0	-1	0.000
260.000	3.000	parametric gain	-0.039	n/a	n/a	24	12	-2.520	0	-1	0.000
266.000	3.000	parametric gain	0.311	n/a	n/a	38	12	11.480	0	-1	0.000
272.000	3.000	parametric gain	0.311	n/a	n/a	38	10	15.900	0	-1	0.000
280.000	3.000	parametric gain	-0.039	n/a	n/a	24	7	8.530	0	-1	0.000
284.000	3.000	parametric gain	-0.239	n/a	n/a	16	13	-12.730	0	-1	0.000
296.000	3.000	parametric gain	0.261	n/a	n/a	36	19	-5.990	0	-1	0.000
310.000	3.000	parametric gain	0.161	n/a	n/a	32	5	20.950	2	1	0.001
316.000	3.000	parametric gain	0.211	n/a	n/a	34	9	14.110	1	1	2.138
320.000	3.000	parametric gain	0.061	n/a	n/a	28	7	12.530	1	1	1.672
324.000	3.000	parametric gain	-0.039	n/a	n/a	24	13	-4.730	0	-1	0.000
330.000	3.000	parametric gain	0.311	n/a	n/a	38	5	26.950	1	1	1.474
336.000	3.000	parametric gain	-0.089	n/a	n/a	22	9	2.110	0	-1	0.000
342.000	3.000	parametric gain	-0.389	n/a	n/a	10	11	-14.310	4	0	2.203
346.000	3.000	parametric gain	-0.339	n/a	n/a	12	14	-18.940	0	-1	0.000
350.000	3.000	parametric gain	0.211	n/a	n/a	34	19	-7.990	0	-1	0.000
360.000	3.000	parametric gain	0.311	n/a	n/a	38	7	22.530	3	0	0.001
364.000	3.000	parametric gain	0.111	n/a	n/a	30	6	16.740	1	1	2.385
368.000	3.000	parametric gain	0.011	n/a	n/a	26	18	-13.780	3	0	1.722
374.000	3.000	parametric gain	-0.289	n/a	n/a	14	6	0.740	0	-1	0.000
378.000	3.000	parametric gain	-0.239	n/a	n/a	16	12	-10.520	3	0	2.738
382.000	3.000	parametric gain	-0.089	n/a	n/a	22	20	-22.200	4	0	1.966
386.000	3.000	parametric gain	-0.339	n/a	n/a	12	17	-25.570	4	0	2.471
398.000	3.000	parametric gain	-0.389	n/a	n/a	10	7	-5.470	0	-1	0.000
402.000	3.000	parametric gain	-0.189	n/a	n/a	18	20	-26.200	2	1	0.001
408.000	3.000	parametric gain	-0.339	n/a	n/a	12	6	-1.260	0	-1	0.000
412.000	3.000	parametric gain	0.161	n/a	n/a	32	6	18.740	1	1	2.346
416.000	3.000	parametric gain	-0.189	n/a	n/a	18	7	2.530	0	-1	0.000
420.000	3.000	parametric gain	0.361	n/a	n/a	40	10	17.900	1	1	1.970
424.000	3.000	parametric gain	-0.289	n/a	n/a	14	14	-16.940	4	0	1.805
428.000	3.000	parametric gain	0.111	n/a	n/a	30	19	-11.990	3	0	2.483
436.000	3.000	parametric gain	-0.039	n/a	n/a	24	18	-15.780	0	-1	0.000
440.000	3.000	parametric gain	-0.389	n/a	n/a	10	12	-16.520	3	0	0.001
444.000	3.000	parametric gain	0.361	n/a	n/a	40	19	-1.990	0	-1	0.000
448.000	3.000	parametric gain	-0.039	n/a	n/a	24	9	4.110	0	-1	0.000
458.000	3.000	parametric gain	-0.239	n/a	n/a	16	18	-23.780	4	0	1.694
462.000	3.000	parametric gain	0.261	n/a	n/a	36	12	9.480	3	0	2.672
466.000	3.000	parametric gain	0.011	n/a	n/a	26	9	6.110	0	-1	0.000
470.000	3.000	parametric gain	-0.139	n/a	n/a	20	12	-6.520	2	1	0.001
474.000	3.000	parametric gain	-0.039	n/a	n/a	24	14	-6.940	0	-1	0.000
