onset	duration	trial_type	easy_par	hard_par
16.012	4.500	hard_par	n/a	0.104
21.256	4.500	easy_par	0.417	n/a
26.517	4.500	hard_par	n/a	0.104
37.006	4.500	easy_par	-0.583	n/a
42.267	4.500	easy_par	-0.583	n/a
47.511	4.500	hard_par	n/a	0.104
52.755	4.500	easy_par	0.417	n/a
58.016	4.500	easy_par	0.417	n/a
63.260	4.500	hard_par	n/a	0.104
68.504	4.500	easy_par	-0.583	n/a
73.765	4.500	easy_par	0.417	n/a
79.010	4.500	easy_par	0.417	n/a
84.254	4.500	hard_par	n/a	0.104
89.515	4.500	easy_par	0.417	n/a
94.759	4.500	hard_par	n/a	0.104
100.003	4.500	easy_par	0.417	n/a
110.508	4.500	hard_par	n/a	0.104
115.753	4.500	hard_par	n/a	0.104
121.014	4.500	easy_par	0.417	n/a
126.258	4.500	easy_par	-0.583	n/a
131.502	4.500	hard_par	n/a	0.104
136.763	4.500	hard_par	n/a	0.104
142.007	4.500	easy_par	0.417	n/a
147.251	4.500	easy_par	-0.583	n/a
152.512	4.500	easy_par	-0.583	n/a
157.757	4.500	hard_par	n/a	0.104
163.001	4.500	easy_par	-0.583	n/a
168.262	4.500	easy_par	-0.583	n/a
173.506	4.500	hard_par	n/a	0.104
184.011	4.500	hard_par	n/a	0.104
189.256	4.500	easy_par	0.417	n/a
194.516	4.500	easy_par	-0.583	n/a
199.761	4.500	easy_par	0.417	n/a
205.005	4.500	hard_par	n/a	0.104
210.266	4.500	hard_par	n/a	0.104
215.510	4.500	easy_par	0.417	n/a
220.754	4.500	hard_par	n/a	0.104
226.015	4.500	hard_par	n/a	0.104
231.260	4.500	easy_par	-0.583	n/a
236.504	4.500	hard_par	n/a	0.104
241.765	4.500	easy_par	0.417	n/a
247.009	4.500	easy_par	-0.583	n/a
257.514	4.500	hard_par	n/a	0.104
262.758	4.500	easy_par	0.417	n/a
268.003	4.500	easy_par	0.417	n/a
273.264	4.500	easy_par	0.417	n/a
278.508	4.500	hard_par	n/a	0.104
283.752	4.500	easy_par	0.417	n/a
289.013	4.500	hard_par	n/a	0.104
294.257	4.500	hard_par	n/a	0.104
299.501	4.500	hard_par	n/a	0.104
304.762	4.500	easy_par	0.417	n/a
310.007	4.500	hard_par	n/a	0.104
315.251	4.500	easy_par	0.417	n/a
320.512	4.500	easy_par	-0.583	n/a
331.017	4.500	hard_par	n/a	0.104
336.261	4.500	hard_par	n/a	0.104
341.505	4.500	hard_par	n/a	0.104
346.766	4.500	hard_par	n/a	0.104
352.010	4.500	hard_par	n/a	0.104
357.255	4.500	easy_par	-0.583	n/a
362.516	4.500	easy_par	-0.583	n/a
367.760	4.500	hard_par	n/a	-0.896
373.004	4.500	hard_par	n/a	0.104
378.265	4.500	easy_par	-0.583	n/a
383.509	4.500	hard_par	n/a	-0.896
388.754	4.500	easy_par	0.417	n/a
394.014	4.500	hard_par	n/a	0.104
404.503	4.500	hard_par	n/a	0.104
409.764	4.500	hard_par	n/a	0.104
415.008	4.500	easy_par	-0.583	n/a
420.252	4.500	easy_par	-0.583	n/a
425.513	4.500	hard_par	n/a	0.104
430.757	4.500	hard_par	n/a	-0.896
436.002	4.500	easy_par	0.417	n/a
441.263	4.500	hard_par	n/a	0.104
446.507	4.500	easy_par	0.417	n/a
451.751	4.500	easy_par	-0.583	n/a
457.012	4.500	easy_par	0.417	n/a
462.256	4.500	hard_par	n/a	-0.896
467.517	4.500	hard_par	n/a	0.104
478.006	4.500	hard_par	n/a	0.104
483.267	4.500	easy_par	0.417	n/a
488.511	4.500	hard_par	n/a	0.104
493.755	4.500	easy_par	0.417	n/a
499.016	4.500	easy_par	-0.583	n/a
504.260	4.500	hard_par	n/a	0.104
509.505	4.500	hard_par	n/a	0.104
514.765	4.500	easy_par	0.417	n/a
520.010	4.500	easy_par	0.417	n/a
525.254	4.500	easy_par	0.417	n/a
530.515	4.500	hard_par	n/a	0.104
535.759	4.500	hard_par	n/a	0.104
541.003	4.500	easy_par	-0.583	n/a
551.509	4.500	hard_par	n/a	-0.896
556.753	4.500	hard_par	n/a	0.104
