onset	duration	trial_type	TrialType	Stimulus	SSD	Response	RT	CorrectGo	SuccStop
0.0	1.5	failed stop	1	1	0.35	49	0.344	1	0
3.25	1.5	go	0	0	0.0	50	0.345	1	0
7.25	1.5	go	0	0	0.0	50	0.403	1	0
9.625	1.5	go	0	1	0.0	49	0.474	1	0
12.125	1.5	go	0	0	0.0	50	0.342	1	0
14.5	1.5	go	0	1	0.0	49	0.383	1	0
19.0	1.5	failed stop	1	1	0.3	49	0.491	1	0
24.5	1.5	go	0	0	0.0	50	0.391	1	0
26.625	1.5	go	0	0	0.0	50	0.402	1	0
28.75	1.5	go	0	1	0.0	49	0.309	1	0
31.75	1.5	go	0	0	0.0	50	0.317	1	0
34.5	1.5	failed stop	1	1	0.25	49	0.335	1	0
37.375	1.5	go	0	1	0.0	49	0.444	1	0
40.875	1.5	failed stop	1	1	0.3	49	0.32	1	0
46.0	1.5	go	0	0	0.0	50	0.315	1	0
48.875	1.5	go	0	0	0.0	50	0.408	1	0
51.25	1.5	go	0	1	0.0	49	0.294	1	0
53.375	1.5	go	0	1	0.0	49	0.444	1	0
55.5	1.5	failed stop	1	0	0.3	50	0.343	1	0
57.75	1.5	go	0	0	0.0	50	0.421	1	0
60.5	1.5	go	0	1	0.0	49	0.343	1	0
64.0	1.5	failed stop	1	0	0.25	50	0.323	1	0
66.75	1.5	junk	0	0	0.0	49	0.269	0	0
69.125	1.5	go	0	1	0.0	49	0.35	1	0
71.125	1.5	go	0	0	0.0	50	0.43	1	0
73.375	1.5	failed stop	1	0	0.2	50	0.308	1	0
75.375	1.5	go	0	1	0.0	49	0.252	1	0
78.125	1.5	go	0	1	0.0	49	0.47	1	0
80.625	1.5	failed stop	1	0	0.25	50	0.394	1	0
82.875	1.5	go	0	1	0.0	49	0.328	1	0
87.375	1.5	go	0	1	0.0	49	0.404	1	0
90.0	1.5	go	0	0	0.0	50	0.387	1	0
92.5	1.5	go	0	0	0.0	50	0.38	1	0
95.0	1.5	go	0	1	0.0	49	0.387	1	0
97.0	1.5	go	0	0	0.0	50	0.331	1	0
99.625	1.5	failed stop	1	1	0.25	49	0.37	1	0
104.375	1.5	go	0	0	0.0	50	0.324	1	0
107.0	1.5	go	0	1	0.0	49	0.331	1	0
109.625	1.5	failed stop	1	1	0.2	49	0.37	1	0
112.375	1.5	go	0	0	0.0	50	0.348	1	0
115.25	1.5	go	0	0	0.0	50	0.409	1	0
118.0	1.5	failed stop	1	1	0.2	49	0.251	1	0
121.625	1.5	go	0	1	0.0	49	0.306	1	0
123.625	1.5	go	0	0	0.0	50	0.33	1	0
125.75	1.5	go	0	0	0.0	50	0.461	1	0
128.5	1.5	go	0	0	0.0	50	0.375	1	0
130.625	1.5	go	0	1	0.0	49	0.314	1	0
133.375	1.5	successful stop	1	1	0.15	0	0.0	0	1
135.875	1.5	go	0	1	0.0	49	0.653	1	0
138.5	1.5	go	0	0	0.0	50	0.351	1	0
142.375	1.5	go	0	0	0.0	50	0.452	1	0
144.375	1.5	successful stop	1	1	0.15	0	0.0	0	1
147.625	1.5	successful stop	1	1	0.15	0	0.0	0	1
149.875	1.5	go	0	0	0.0	50	0.464	1	0
152.0	1.5	go	0	0	0.0	50	0.371	1	0
155.5	1.5	go	0	1	0.0	49	0.495	1	0
158.0	1.5	go	0	1	0.0	49	0.371	1	0
162.125	1.5	go	0	0	0.0	50	0.39	1	0
165.75	1.5	failed stop	1	1	0.2	49	0.357	1	0
168.0	1.5	go	0	0	0.0	50	0.387	1	0
170.5	1.5	failed stop	1	1	0.2	49	0.327	1	0
173.0	1.5	go	0	0	0.0	50	0.395	1	0
175.875	1.5	go	0	1	0.0	49	0.44	1	0
178.0	1.5	go	0	0	0.0	50	0.491	1	0
181.875	1.5	go	0	1	0.0	49	0.381	1	0
185.125	1.5	failed stop	1	0	0.15	50	0.366	1	0
190.5	1.5	go	0	1	0.0	49	0.319	1	0
192.75	1.5	go	0	0	0.0	50	0.317	1	0
195.375	1.5	go	0	1	0.0	49	0.324	1	0
198.25	1.5	go	0	1	0.0	49	0.441	1	0
200.5	1.5	go	0	0	0.0	50	0.383	1	0
202.75	1.5	successful stop	1	0	0.2	0	0.0	0	1
204.75	1.5	failed stop	1	0	0.15	50	0.373	1	0
206.875	1.5	go	0	1	0.0	49	0.336	1	0
209.0	1.5	go	0	0	0.0	50	0.435	1	0
212.0	1.5	go	0	1	0.0	49	0.379	1	0
214.0	1.5	go	0	0	0.0	50	0.355	1	0
216.875	1.5	go	0	1	0.0	49	0.4	1	0
219.5	1.5	go	0	1	0.0	49	0.463	1	0
223.5	1.5	failed stop	1	0	0.2	50	0.391	1	0
226.0	1.5	successful stop	1	1	0.15	0	0.0	0	1
228.375	1.5	go	0	1	0.0	49	0.508	1	0
231.375	1.5	go	0	0	0.0	50	0.436	1	0
