onset	duration	trial_type	0	1	2	3
0.120	2.000	Spanish-English-Abstract-Novel	enojo	SEAn_07	1984	10
2.120	2.000	Spanish-English-Concrete-Novel	estudiante	SECn_07	1984	11
4.120	2.000	English-English-Abstract-Novel	age	EEAn_07	3984	26
8.120	2.000	English-Spanish-Abstract-Novel	pressure	ESAn_07	1984	48
10.120	2.000	Spanish-English-Abstract-Repeat	anger	SEAr_07	2984	10
13.120	2.000	Spanish-English-Concrete-Repeat	student	SECr_07	1984	11
15.120	2.000	Spanish-English-Abstract-Novel	deleite	SEAn_08	4984	9
20.120	2.000	English-Spanish-Concrete-Novel	chisel	ESCn_07	3984	19
24.120	2.000	Spanish-English-Abstract-Repeat	delight	SEAr_08	5984	9
30.120	2.000	English-English-Abstract-Repeat	age	EEAr_07	4984	26
35.120	2.000	English-English-Concrete-Novel	butter	EECn_07	3984	14
39.120	2.000	English-Spanish-Concrete-Repeat	cincel	ESCr_07	4984	19
44.120	2.000	Spanish-English-Abstract-Novel	pecado	SEAn_09	2984	78
47.120	2.000	Spanish-Spanish-Concrete-Novel	escuela	SSCn_07	1984	54
49.120	2.000	English-English-Concrete-Repeat	butter	EECr_07	2984	14
52.120	2.000	Spanish-English-Concrete-Novel	calle	SECn_08	3984	34
56.120	2.000	English-Spanish-Abstract-Repeat	presi�n	ESAr_07	4984	48
61.120	2.000	Spanish-Spanish-Abstract-Novel	cortejo	SSAn_07	3984	23
65.120	2.000	English-English-Concrete-Novel	rubber	EECn_08	3984	64
69.120	2.000	English-Spanish-Abstract-Novel	resumption	ESAn_08	2984	84
72.120	2.000	English-English-Abstract-Novel	folly	EEAn_08	7984	34
80.120	2.000	English-Spanish-Concrete-Novel	fountain	ESCn_08	3984	30
84.120	2.000	Spanish-Spanish-Abstract-Repeat	cortejo	SSAr_07	1984	23
86.120	2.000	Spanish-English-Concrete-Repeat	street	SECr_08	2984	34
89.120	2.000	Spanish-English-Concrete-Novel	espuma	SECn_09	11984	51
101.120	2.000	Spanish-Spanish-Concrete-Repeat	escuela	SSCr_07	4984	54
106.120	2.000	English-English-Abstract-Repeat	folly	EEAr_08	3984	34
110.120	2.000	English-Spanish-Concrete-Repeat	fuente	ESCr_08	3984	30
114.120	2.000	English-English-Abstract-Novel	south	EEAn_09	3984	18
118.120	2.000	Spanish-Spanish-Abstract-Novel	aprobaci�n	SSAn_08	3984	20
122.120	2.000	Spanish-English-Abstract-Repeat	sin	SEAr_09	1984	78
124.120	2.000	Spanish-Spanish-Concrete-Novel	ni�os	SSCn_08	2984	3
127.120	2.000	Spanish-Spanish-Concrete-Repeat	ni�os	SSCr_08	1984	3
129.120	2.000	English-English-Concrete-Repeat	rubber	EECr_08	2984	64
132.120	2.000	English-English-Abstract-Repeat	south	EEAr_09	3984	18
136.120	2.000	Spanish-Spanish-Concrete-Novel	�rbol	SSCn_09	1984	23
138.120	2.000	Spanish-Spanish-Abstract-Repeat	aprobaci�n	SSAr_08	1984	20
140.120	2.000	Spanish-English-Concrete-Repeat	foam	SECr_09	2984	51
143.120	2.000	English-Spanish-Concrete-Novel	icicle	ESCn_09	6984	7
150.120	2.000	English-Spanish-Concrete-Repeat	car�mbano	ESCr_09	2984	7
153.120	2.000	English-Spanish-Abstract-Repeat	reanudaci�n	ESAr_08	3984	84
157.120	2.000	English-English-Concrete-Novel	lawn	EECn_09	1984	25
