onset	duration	trial_type	0	1	2	3
0.12	2.0	Spanish-English-Abstract-Novel	diosa	SEAn_13	2984	39
3.12	2.0	Spanish-Spanish-Concrete-Novel	guardería	SSCn_13	9984	25
13.12	2.0	English-Spanish-Concrete-Novel	fever	ESCn_13	2984	69
16.12	2.0	English-English-Abstract-Novel	reprisal	EEAn_13	2984	18
19.12	2.0	English-English-Concrete-Novel	marble	EECn_13	3984	33
23.12	2.0	Spanish-Spanish-Abstract-Novel	apuro	SSAn_13	1984	2
25.12	2.0	Spanish-Spanish-Abstract-Repeat	apuro	SSAr_13	2984	2
28.12	2.0	Spanish-Spanish-Concrete-Repeat	guardería	SSCr_13	2984	25
31.12	2.0	Spanish-Spanish-Abstract-Novel	rareza	SSAn_14	2984	98
34.12	2.0	English-English-Abstract-Repeat	reprisal	EEAr_13	4984	18
39.12	2.0	Spanish-English-Abstract-Repeat	goddess	SEAr_13	2984	39
42.12	2.0	English-Spanish-Abstract-Novel	jargon	ESAn_13	1984	21
44.12	2.0	Spanish-Spanish-Concrete-Novel	celda	SSCn_14	3984	4
48.12	2.0	Spanish-Spanish-Concrete-Repeat	celda	SSCr_14	3984	4
52.12	2.0	English-English-Concrete-Repeat	marble	EECr_13	3984	33
56.12	2.0	English-English-Concrete-Novel	sergeant	EECn_14	1984	20
58.12	2.0	English-English-Abstract-Novel	safety	EEAn_14	4984	38
63.12	2.0	English-Spanish-Abstract-Repeat	jerga	ESAr_13	2984	21
66.12	2.0	Spanish-English-Concrete-Novel	abuela	SECn_13	5984	53
72.12	2.0	English-Spanish-Abstract-Novel	uncertainty	ESAn_14	3984	12
76.12	2.0	English-English-Concrete-Repeat	sergeant	EECr_14	5984	20
82.12	2.0	English-Spanish-Concrete-Repeat	fiebre	ESCr_13	1984	69
84.12	2.0	English-Spanish-Abstract-Repeat	incertidumbre	ESAr_14	7984	12
92.12	2.0	Spanish-Spanish-Concrete-Novel	ramo	SSCn_15	1984	53
94.12	2.0	Spanish-English-Abstract-Novel	reclamación	SEAn_14	1984	19
96.12	2.0	English-English-Abstract-Repeat	safety	EEAr_14	2984	38
99.12	2.0	English-English-Concrete-Novel	apple	EECn_15	4984	5
104.12	2.0	English-English-Concrete-Repeat	apple	EECr_15	2984	5
107.12	2.0	English-Spanish-Abstract-Novel	discovery	ESAn_15	5984	41
113.12	2.0	Spanish-English-Abstract-Repeat	claim	SEAr_14	5984	19
119.12	2.0	Spanish-English-Concrete-Repeat	grandmother	SECr_13	2984	53
122.12	2.0	Spanish-English-Concrete-Novel	oro	SECn_14	1984	10
124.12	2.0	English-Spanish-Concrete-Novel	pepper	ESCn_14	4984	60
129.12	2.0	Spanish-Spanish-Abstract-Repeat	rareza	SSAr_14	2984	98
132.12	2.0	Spanish-English-Concrete-Repeat	gold	SECr_14	2984	10
135.12	2.0	Spanish-English-Concrete-Novel	mercado	SECn_15	6984	16
142.12	2.0	English-English-Abstract-Novel	balance	EEAn_15	2984	25
145.12	2.0	Spanish-Spanish-Concrete-Repeat	ramo	SSCr_15	2984	53
148.12	2.0	English-Spanish-Abstract-Repeat	descubrimiento	ESAr_15	2984	41
151.12	2.0	Spanish-English-Concrete-Repeat	market	SECr_15	4984	16
156.12	2.0	Spanish-Spanish-Abstract-Novel	tratado	SSAn_15	2984	20
159.12	2.0	English-Spanish-Abstract-Novel	beginning	ESAn_16	1984	28
161.12	2.0	Spanish-English-Concrete-Novel	hígado	SECn_16	2984	149
164.12	2.0	English-English-Concrete-Novel	forehead	EECn_16	2984	10
167.12	2.0	English-English-Abstract-Repeat	balance	EEAr_15	4984	25
172.12	2.0	English-English-Abstract-Novel	mixture	EEAn_16	1984	20
174.12	2.0	English-English-Concrete-Repeat	forehead	EECr_16	1984	10
176.12	2.0	Spanish-Spanish-Abstract-Repeat	tratado	SSAr_15	7984	20
184.12	2.0	English-Spanish-Concrete-Repeat	pimiento	ESCr_14	2984	60
187.12	2.0	English-Spanish-Abstract-Repeat	comienzo	ESAr_16	1984	28
189.12	2.0	Spanish-English-Abstract-Novel	sufragio	SEAn_15	2984	6
192.12	2.0	English-English-Abstract-Repeat	mixture	EEAr_16	2984	20
195.12	2.0	Spanish-English-Abstract-Repeat	suffrage	SEAr_15	6984	6
202.12	2.0	English-Spanish-Concrete-Novel	fight	ESCn_15	1984	16
204.12	2.0	English-English-Concrete-Novel	stripe	EECn_17	4984	32
209.12	2.0	Spanish-Spanish-Concrete-Novel	algodón	SSCn_16	2984	38
212.12	2.0	Spanish-Spanish-Abstract-Novel	peligro	SSAn_16	5984	40
218.12	2.0	English-Spanish-Concrete-Repeat	pelea	ESCr_15	5984	16
224.12	2.0	Spanish-English-Abstract-Novel	lujo	SEAn_16	11984	47
236.12	2.0	English-English-Concrete-Repeat	stripe	EECr_17	1984	32
238.12	2.0	English-Spanish-Abstract-Novel	blunder	ESAn_17	1984	20
