onset	duration	trial_type	0	1	2	3
0.120	2.000	Spanish-English-Concrete-Novel	banquero	SECn_31	2984	3
3.120	2.000	Spanish-English-Concrete-Repeat	banker	SECr_31	2984	3
6.120	2.000	English-English-Abstract-Novel	denial	EEAn_31	2984	17
9.120	2.000	Spanish-English-Abstract-Novel	alma	SEAn_31	2984	17
12.120	2.000	Spanish-Spanish-Concrete-Novel	bebida	SSCn_31	1984	4
14.120	2.000	English-Spanish-Concrete-Novel	swamp	ESCn_31	1984	32
16.120	2.000	Spanish-Spanish-Concrete-Repeat	bebida	SSCr_31	6984	4
23.120	2.000	English-English-Abstract-Repeat	denial	EEAr_31	2984	17
26.120	2.000	Spanish-English-Abstract-Repeat	soul	SEAr_31	3984	17
30.120	2.000	English-English-Abstract-Novel	sense	EEAn_32	1984	26
32.120	2.000	English-Spanish-Abstract-Novel	time	ESAn_31	2984	27
35.120	2.000	Spanish-English-Abstract-Novel	finta	SEAn_32	5984	19
41.120	2.000	Spanish-English-Concrete-Novel	pasajero	SECn_32	1984	36
43.120	2.000	English-English-Concrete-Novel	stick	EECn_31	2984	49
46.120	2.000	English-Spanish-Concrete-Repeat	pantano	ESCr_31	7984	32
54.120	2.000	Spanish-English-Abstract-Repeat	feint	SEAr_32	1984	19
56.120	2.000	English-English-Abstract-Repeat	sense	EEAr_32	2984	26
59.120	2.000	English-Spanish-Abstract-Repeat	tiempo	ESAr_31	2984	27
62.120	2.000	Spanish-Spanish-Concrete-Novel	charco	SSCn_32	3984	6
66.120	2.000	English-Spanish-Abstract-Novel	despair	ESAn_32	1984	8
68.120	2.000	Spanish-Spanish-Concrete-Repeat	charco	SSCr_32	1984	6
70.120	2.000	Spanish-English-Abstract-Novel	desacuerdo	SEAn_33	3984	77
74.120	2.000	English-Spanish-Abstract-Repeat	desesperaci�n	ESAr_32	2984	8
77.120	2.000	Spanish-English-Concrete-Repeat	passenger	SECr_32	2984	36
80.120	2.000	English-English-Abstract-Novel	heir	EEAn_33	1984	9
82.120	2.000	English-Spanish-Concrete-Novel	pig	ESCn_32	3984	39
86.120	2.000	Spanish-Spanish-Abstract-Novel	rapto	SSAn_31	2984	17
89.120	2.000	English-English-Abstract-Repeat	heir	EEAr_33	2984	9
92.120	2.000	English-English-Concrete-Repeat	stick	EECr_31	4984	49
97.120	2.000	English-English-Abstract-Novel	trust	EEAn_34	5984	38
103.120	2.000	Spanish-Spanish-Abstract-Repeat	rapto	SSAr_31	1984	17
105.120	2.000	English-Spanish-Abstract-Novel	enterprise	ESAn_33	3984	4
109.120	2.000	English-Spanish-Abstract-Repeat	empresa	ESAr_33	5984	4
115.120	2.000	Spanish-Spanish-Abstract-Novel	pista	SSAn_32	3984	22
119.120	2.000	English-English-Concrete-Novel	money	EECn_32	1984	12
121.120	2.000	English-Spanish-Concrete-Repeat	cerdo	ESCr_32	3984	39
125.120	2.000	Spanish-Spanish-Concrete-Novel	hueso	SSCn_33	2984	15
128.120	2.000	English-Spanish-Concrete-Novel	sponge	ESCn_33	2984	34
131.120	2.000	English-English-Concrete-Repeat	money	EECr_32	3984	12
135.120	2.000	English-English-Abstract-Repeat	trust	EEAr_34	1984	38
137.120	2.000	Spanish-Spanish-Abstract-Repeat	pista	SSAr_32	2984	22
140.120	2.000	Spanish-Spanish-Concrete-Repeat	hueso	SSCr_33	6984	15
147.120	2.000	Spanish-English-Abstract-Repeat	disagreement	SEAr_33	3984	77
151.120	2.000	Spanish-Spanish-Abstract-Novel	pensamiento	SSAn_33	4984	71
156.120	2.000	Spanish-English-Concrete-Novel	cueva	SECn_33	5984	26
162.120	2.000	English-Spanish-Concrete-Repeat	esponja	ESCr_33	1984	34
164.120	2.000	Spanish-English-Abstract-Novel	despido	SEAn_34	2984	3
167.120	2.000	Spanish-English-Abstract-Repeat	dismissal	SEAr_34	2984	3
170.120	2.000	English-Spanish-Concrete-Novel	meat	ESCn_34	4984	34
175.120	2.000	Spanish-Spanish-Concrete-Novel	nieve	SSCn_34	6984	15
182.120	2.000	Spanish-English-Concrete-Repeat	cave	SECr_33	2984	26
185.120	2.000	English-English-Concrete-Novel	library	EECn_33	4984	34
190.120	2.000	Spanish-Spanish-Concrete-Repeat	nieve	SSCr_34	7984	15
198.120	2.000	Spanish-Spanish-Concrete-Novel	piedra	SSCn_35	2984	27
201.120	2.000	Spanish-English-Abstract-Novel	ley	SEAn_35	2984	29
204.120	2.000	English-Spanish-Concrete-Repeat	carne	ESCr_34	6984	34
211.120	2.000	English-Spanish-Concrete-Novel	boat	ESCn_35	7984	51
219.120	2.000	English-English-Concrete-Repeat	library	EECr_33	2984	34
222.120	2.000	Spanish-Spanish-Abstract-Repeat	pensamiento	SSAr_33	2984	71
225.120	2.000	Spanish-Spanish-Concrete-Repeat	piedra	SSCr_35	4984	27
230.120	2.000	Spanish-English-Abstract-Repeat	law	SEAr_35	6984	29
237.120	2.000	Spanish-Spanish-Abstract-Novel	tocayo	SSAn_34	3984	78
241.120	2.000	English-Spanish-Abstract-Novel	rating	ESAn_34	7984	16
249.120	2.000	Spanish-English-Abstract-Novel	ventaja	SEAn_36	3984	72
253.120	2.000	English-English-Concrete-Novel	iron	EECn_34	3984	17
257.120	2.000	English-Spanish-Abstract-Repeat	tasaci�n	ESAr_34	4984	16
262.120	2.000	English-Spanish-Concrete-Repeat	barco	ESCr_35	7984	51
270.120	2.000	English-English-Concrete-Repeat	iron	EECr_34	2984	17
273.120	2.000	English-English-Abstract-Novel	exchange	EEAn_35	2984	45
276.120	2.000	English-Spanish-Concrete-Novel	cat	ESCn_36	1984	7
278.120	2.000	English-English-Concrete-Novel	barn	EECn_35	4984	70
283.120	2.000	English-Spanish-Concrete-Repeat	gato	ESCr_36	5984	7
289.120	2.000	English-Spanish-Abstract-Novel	bequest	ESAn_35	4984	14
294.120	2.000	Spanish-English-Concrete-Novel	azucar	SECn_34	4984	5
299.120	2.000	Spanish-English-Concrete-Repeat	sugar	SECr_34	3984	5
303.120	2.000	English-Spanish-Abstract-Repeat	legado	ESAr_35	6984	14
310.120	2.000	Spanish-English-Concrete-Novel	ardilla	SECn_35	4984	13
315.120	2.000	Spanish-Spanish-Abstract-Repeat	tocayo	SSAr_34	2984	78
318.120	2.000	English-English-Abstract-Repeat	exchange	EEAr_35	2984	45
321.120	2.000	Spanish-English-Abstract-Repeat	advantage	SEAr_36	1984	72
323.120	2.000	Spanish-English-Concrete-Repeat	squirrel	SECr_35	3984	13
327.120	2.000	Spanish-Spanish-Abstract-Novel	oferta	SSAn_35	1984	30
329.120	2.000	English-Spanish-Abstract-Novel	sale	ESAn_36	6984	65
336.120	2.000	English-English-Abstract-Novel	end	EEAn_36	5984	60
342.120	2.000	Spanish-Spanish-Concrete-Novel	madre	SSCn_36	3984	37
346.120	2.000	Spanish-English-Concrete-Novel	s�tano	SECn_36	1984	14
348.120	2.000	English-English-Concrete-Repeat	barn	EECr_35	8984	70
357.120	2.000	Spanish-Spanish-Abstract-Repeat	oferta	SSAr_35	2984	30
360.120	2.000	Spanish-English-Concrete-Repeat	basement	SECr_36	11984	14
372.120	2.000	English-English-Concrete-Novel	claw	EECn_36	2984	20
375.120	2.000	Spanish-Spanish-Abstract-Novel	desprecio	SSAn_36	3984	11
379.120	2.000	Spanish-Spanish-Concrete-Repeat	madre	SSCr_36	6984	37
386.120	2.000	Spanish-Spanish-Abstract-Repeat	desprecio	SSAr_36	5984	11
392.120	2.000	English-English-Concrete-Repeat	claw	EECr_36	1984	20
394.120	2.000	English-Spanish-Abstract-Repeat	venta	ESAr_36	1984	65
396.120	2.000	English-English-Abstract-Repeat	end	EEAr_36	3984	60
