onset	duration	trial_type	0	1	2	3
0.120	2.000	English-Spanish-Concrete-Novel	rabbit	ESCn_19	2984	6
3.120	2.000	Spanish-English-Concrete-Novel	proyectil	SECn_19	2984	11
6.120	2.000	English-Spanish-Concrete-Repeat	conejo	ESCr_19	1984	6
8.120	2.000	Spanish-English-Abstract-Novel	socorro	SEAn_19	1984	12
10.120	2.000	Spanish-Spanish-Concrete-Novel	hoja	SSCn_19	3984	33
14.120	2.000	Spanish-English-Concrete-Repeat	missile	SECr_19	2984	11
17.120	2.000	English-Spanish-Abstract-Novel	half	ESAn_19	2984	12
20.120	2.000	Spanish-English-Abstract-Repeat	assistance	SEAr_19	6984	12
27.120	2.000	English-Spanish-Concrete-Novel	forest	ESCn_20	1984	66
29.120	2.000	English-Spanish-Abstract-Repeat	mitad	ESAr_19	4984	12
34.120	2.000	English-English-Concrete-Novel	thermometer	EECn_19	3984	53
38.120	2.000	Spanish-English-Abstract-Novel	travesura	SEAn_20	4984	44
43.120	2.000	Spanish-Spanish-Concrete-Repeat	hoja	SSCr_19	2984	33
46.120	2.000	English-English-Abstract-Novel	subtraction	EEAn_19	6984	7
53.120	2.000	English-English-Abstract-Repeat	subtraction	EEAr_19	1984	7
55.120	2.000	Spanish-English-Concrete-Novel	moneda	SECn_20	7984	64
63.120	2.000	Spanish-Spanish-Abstract-Novel	descuido	SSAn_19	1984	17
65.120	2.000	Spanish-Spanish-Concrete-Novel	m�dico	SSCn_20	2984	5
68.120	2.000	English-Spanish-Abstract-Novel	feat	ESAn_20	1984	54
70.120	2.000	Spanish-Spanish-Concrete-Repeat	m�dico	SSCr_20	4984	5
75.120	2.000	Spanish-Spanish-Concrete-Novel	pusgo	SSCn_21	4984	33
80.120	2.000	Spanish-Spanish-Abstract-Repeat	descuido	SSAr_19	1984	17
82.120	2.000	Spanish-English-Abstract-Repeat	mischief	SEAr_20	4984	44
87.120	2.000	English-English-Concrete-Repeat	thermometer	EECr_19	2984	53
90.120	2.000	Spanish-English-Abstract-Novel	esperanza	SEAn_21	2984	38
93.120	2.000	English-Spanish-Concrete-Repeat	bosque	ESCr_20	5984	66
99.120	2.000	English-English-Concrete-Novel	horn	EECn_20	4984	5
104.120	2.000	English-English-Concrete-Repeat	horn	EECr_20	3984	5
108.120	2.000	Spanish-Spanish-Concrete-Repeat	pusgo	SSCr_21	3984	33
112.120	2.000	English-English-Abstract-Novel	spite	EEAn_20	4984	19
117.120	2.000	Spanish-Spanish-Abstract-Novel	desastre	SSAn_20	1984	29
119.120	2.000	Spanish-English-Concrete-Repeat	coin	SECr_20	2984	64
122.120	2.000	English-Spanish-Abstract-Repeat	haza�a	ESAr_20	5984	54
128.120	2.000	Spanish-English-Abstract-Repeat	hope	SEAr_21	2984	38
131.120	2.000	English-English-Abstract-Repeat	spite	EEAr_20	4984	19
136.120	2.000	English-English-Concrete-Novel	belfry	EECn_21	4984	33
141.120	2.000	Spanish-English-Concrete-Novel	tambor	SECn_21	1984	15
143.120	2.000	English-Spanish-Abstract-Novel	method	ESAn_21	2984	9
146.120	2.000	Spanish-Spanish-Abstract-Repeat	desastre	SSAr_20	1984	29
148.120	2.000	English-Spanish-Concrete-Novel	banana	ESCn_21	3984	39
152.120	2.000	English-Spanish-Abstract-Repeat	m�todo	ESAr_21	3984	9
156.120	2.000	Spanish-English-Concrete-Repeat	drum	SECr_21	3984	15
160.120	2.000	Spanish-English-Abstract-Novel	milagro	SEAn_22	2984	60
163.120	2.000	Spanish-English-Concrete-Novel	batalla	SECn_22	5984	50
169.120	2.000	English-English-Concrete-Repeat	belfry	EECr_21	3984	33
173.120	2.000	English-English-Abstract-Novel	anxiety	EEAn_21	3984	4
177.120	2.000	English-English-Abstract-Repeat	anxiety	EEAr_21	2984	4
180.120	2.000	Spanish-Spanish-Abstract-Novel	juramento	SSAn_21	6984	47
187.120	2.000	English-Spanish-Concrete-Repeat	pl�tano	ESCr_21	2984	39
190.120	2.000	English-Spanish-Abstract-Novel	tenure	ESAn_22	4984	16
195.120	2.000	English-English-Abstract-Novel	friendship	EEAn_22	8984	91
204.120	2.000	English-Spanish-Concrete-Novel	wheat	ESCn_22	1984	20
206.120	2.000	English-Spanish-Abstract-Repeat	tenencia	ESAr_22	6984	16
213.120	2.000	Spanish-English-Concrete-Repeat	battle	SECr_22	6984	50
220.120	2.000	Spanish-English-Abstract-Repeat	miracle	SEAr_22	3984	60
224.120	2.000	English-Spanish-Concrete-Repeat	trigo	ESCr_22	2984	20
227.120	2.000	Spanish-Spanish-Abstract-Repeat	juramento	SSAr_21	5984	47
233.120	2.000	Spanish-Spanish-Abstract-Novel	amenaza	SSAn_22	3984	80
237.120	2.000	English-English-Concrete-Novel	badge	EECn_22	8984	17
246.120	2.000	English-Spanish-Abstract-Novel	hatred	ESAn_23	1984	22
248.120	2.000	Spanish-Spanish-Concrete-Novel	tobillo	SSCn_22	5984	24
254.120	2.000	English-English-Concrete-Repeat	badge	EECr_22	5984	17
260.120	2.000	Spanish-English-Abstract-Novel	pena	SEAn_23	1984	38
262.120	2.000	English-Spanish-Concrete-Novel	house	ESCn_23	5984	58
268.120	2.000	English-Spanish-Abstract-Repeat	odio	ESAr_23	3984	22
272.120	2.000	Spanish-Spanish-Concrete-Repeat	tobillo	SSCr_22	4984	24
277.120	2.000	English-English-Concrete-Novel	bridge	EECn_23	8984	16
286.120	2.000	English-English-Abstract-Repeat	friendship	EEAr_22	3984	91
290.120	2.000	Spanish-English-Concrete-Novel	lodo	SECn_23	2984	72
293.120	2.000	English-English-Concrete-Repeat	bridge	EECr_23	2984	16
