onset	duration	trial_type	0	1	2	3
0.120	2.000	English-English-Abstract-Novel	haul	EEAn_43	2984	67
3.120	2.000	English-Spanish-Concrete-Novel	blanket	ESCn_43	3984	12
7.120	2.000	Spanish-English-Concrete-Novel	leche	SECn_43	3984	4
11.120	2.000	Spanish-English-Concrete-Repeat	milk	SECr_43	3984	4
15.120	2.000	English-Spanish-Concrete-Repeat	manta	ESCr_43	5984	12
21.120	2.000	Spanish-Spanish-Abstract-Novel	fuga	SSAn_43	1984	10
23.120	2.000	Spanish-English-Concrete-Novel	esquina	SECn_44	2984	41
26.120	2.000	English-Spanish-Concrete-Novel	fabric	ESCn_44	4984	33
31.120	2.000	Spanish-Spanish-Abstract-Repeat	fuga	SSAr_43	5984	10
37.120	2.000	Spanish-English-Abstract-Novel	pr�stamo	SEAn_43	6984	70
44.120	2.000	English-English-Concrete-Novel	sheep	EECn_43	7984	18
52.120	2.000	Spanish-Spanish-Concrete-Novel	cobre	SSCn_43	1984	23
54.120	2.000	English-Spanish-Abstract-Novel	omen	ESAn_43	4984	56
59.120	2.000	English-Spanish-Concrete-Repeat	tela	ESCr_44	2984	33
62.120	2.000	English-English-Concrete-Repeat	sheep	EECr_43	1984	18
64.120	2.000	Spanish-English-Concrete-Repeat	corner	SECr_44	2984	41
67.120	2.000	English-English-Abstract-Repeat	haul	EEAr_43	7984	67
75.120	2.000	Spanish-Spanish-Concrete-Repeat	cobre	SSCr_43	1984	23
77.120	2.000	English-Spanish-Concrete-Novel	package	ESCn_45	2984	21
80.120	2.000	English-English-Abstract-Novel	jealousy	EEAn_44	1984	70
82.120	2.000	English-English-Concrete-Novel	frost	EECn_44	2984	45
85.120	2.000	Spanish-Spanish-Abstract-Novel	cobard�a	SSAn_44	4984	32
90.120	2.000	Spanish-English-Concrete-Novel	espejo	SECn_45	2984	111
93.120	2.000	Spanish-Spanish-Concrete-Novel	l�piz	SSCn_44	4984	9
98.120	2.000	English-Spanish-Concrete-Repeat	paquete	ESCr_45	3984	21
102.120	2.000	Spanish-Spanish-Concrete-Repeat	l�piz	SSCr_44	2984	9
105.120	2.000	Spanish-Spanish-Concrete-Novel	libro	SSCn_45	1984	55
107.120	2.000	Spanish-English-Abstract-Repeat	loan	SEAr_43	2984	70
110.120	2.000	English-Spanish-Abstract-Repeat	augurio	ESAr_43	2984	56
113.120	2.000	English-Spanish-Abstract-Novel	death	ESAn_44	3984	11
117.120	2.000	Spanish-Spanish-Abstract-Repeat	cobard�a	SSAr_44	3984	32
121.120	2.000	Spanish-English-Abstract-Novel	molestia	SEAn_44	2984	26
124.120	2.000	English-Spanish-Abstract-Repeat	muerte	ESAr_44	2984	11
127.120	2.000	English-English-Concrete-Repeat	frost	EECr_44	3984	45
131.120	2.000	English-English-Concrete-Novel	desk	EECn_45	3984	4
135.120	2.000	English-English-Concrete-Repeat	desk	EECr_45	6984	4
142.120	2.000	Spanish-Spanish-Abstract-Novel	cari�o	SSAn_45	4984	20
147.120	2.000	Spanish-English-Abstract-Repeat	bother	SEAr_44	2984	26
150.120	2.000	English-English-Abstract-Repeat	jealousy	EEAr_44	1984	70
152.120	2.000	English-Spanish-Concrete-Novel	tool	ESCn_46	4984	15
157.120	2.000	English-English-Concrete-Novel	bandage	EECn_46	2984	13
160.120	2.000	Spanish-Spanish-Concrete-Repeat	libro	SSCr_45	1984	55
162.120	2.000	Spanish-Spanish-Abstract-Repeat	cari�o	SSAr_45	1984	20
164.120	2.000	Spanish-English-Abstract-Novel	trastorno	SEAn_45	2984	11
167.120	2.000	English-Spanish-Concrete-Repeat	herramienta	ESCr_46	2984	15
170.120	2.000	English-English-Concrete-Repeat	bandage	EECr_46	2984	13
173.120	2.000	English-Spanish-Abstract-Novel	skill	ESAn_45	1984	14
175.120	2.000	Spanish-English-Abstract-Repeat	upheaval	SEAr_45	2984	11
178.120	2.000	Spanish-Spanish-Concrete-Novel	ropa	SSCn_46	8984	30
187.120	2.000	English-Spanish-Abstract-Repeat	habilidad	ESAr_45	5984	14
193.120	2.000	Spanish-Spanish-Abstract-Novel	verdad	SSAn_46	2984	25
196.120	2.000	English-Spanish-Abstract-Novel	topic	ESAn_46	4984	26
201.120	2.000	Spanish-English-Concrete-Repeat	mirror	SECr_45	2984	111
204.120	2.000	Spanish-English-Concrete-Novel	langosta	SECn_46	1984	50
206.120	2.000	English-Spanish-Concrete-Novel	iodine	ESCn_47	1984	80
208.120	2.000	Spanish-Spanish-Concrete-Repeat	ropa	SSCr_46	7984	30
216.120	2.000	English-English-Abstract-Novel	manner	EEAn_45	1984	30
218.120	2.000	Spanish-Spanish-Abstract-Repeat	verdad	SSAr_46	3984	25
222.120	2.000	English-Spanish-Abstract-Repeat	tema	ESAr_46	2984	26
225.120	2.000	Spanish-English-Abstract-Novel	altura	SEAn_46	10984	40
236.120	2.000	Spanish-Spanish-Abstract-Novel	longitud	SSAn_47	2984	33
239.120	2.000	Spanish-Spanish-Concrete-Novel	cereza	SSCn_47	2984	3
242.120	2.000	Spanish-Spanish-Concrete-Repeat	cereza	SSCr_47	3984	3
246.120	2.000	English-English-Abstract-Repeat	manner	EEAr_45	1984	30
248.120	2.000	English-English-Abstract-Novel	requirement	EEAn_46	5984	35
254.120	2.000	Spanish-English-Concrete-Repeat	lobster	SECr_46	10984	50
265.120	2.000	Spanish-English-Abstract-Repeat	height	SEAr_46	3984	40
269.120	2.000	Spanish-Spanish-Abstract-Repeat	longitud	SSAr_47	3984	33
273.120	2.000	Spanish-English-Abstract-Novel	enfermedad	SEAn_47	9984	50
283.120	2.000	English-English-Abstract-Repeat	requirement	EEAr_46	2984	35
286.120	2.000	English-Spanish-Concrete-Repeat	yodo	ESCr_47	4984	80
291.120	2.000	English-English-Concrete-Novel	blister	EECn_47	7984	58
299.120	2.000	Spanish-Spanish-Abstract-Novel	escasez	SSAn_48	9984	15
309.120	2.000	English-Spanish-Concrete-Novel	brass	ESCn_48	2984	8
312.120	2.000	English-Spanish-Abstract-Novel	shame	ESAn_47	1984	39
314.120	2.000	Spanish-Spanish-Abstract-Repeat	escasez	SSAr_48	2984	15
317.120	2.000	English-Spanish-Concrete-Repeat	lat�n	ESCr_48	5984	8
323.120	2.000	Spanish-English-Abstract-Repeat	malady	SEAr_47	3984	50
327.120	2.000	English-English-Abstract-Novel	amendment	EEAn_47	3984	9
331.120	2.000	Spanish-English-Abstract-Novel	cantidad	SEAn_48	4984	36
336.120	2.000	English-English-Abstract-Repeat	amendment	EEAr_47	4984	9
341.120	2.000	English-English-Abstract-Novel	guess	EEAn_48	2984	15
344.120	2.000	Spanish-Spanish-Concrete-Novel	flauta	SSCn_48	4984	37
349.120	2.000	English-English-Concrete-Repeat	blister	EECr_47	1984	58
351.120	2.000	English-Spanish-Abstract-Repeat	verg�enza	ESAr_47	1984	39
353.120	2.000	Spanish-English-Concrete-Novel	inundaci�n	SECn_47	2984	17
356.120	2.000	English-English-Abstract-Repeat	guess	EEAr_48	2984	15
359.120	2.000	English-Spanish-Abstract-Novel	extent	ESAn_48	4984	38
364.120	2.000	English-English-Concrete-Novel	shrimp	EECn_48	2984	23
367.120	2.000	Spanish-English-Abstract-Repeat	amount	SEAr_48	2984	36
370.120	2.000	Spanish-English-Concrete-Repeat	flood	SECr_47	3984	17
374.120	2.000	Spanish-English-Concrete-Novel	botella	SECn_48	6984	21
381.120	2.000	Spanish-Spanish-Concrete-Repeat	flauta	SSCr_48	5984	37
387.120	2.000	English-English-Concrete-Repeat	shrimp	EECr_48	7984	23
395.120	2.000	Spanish-English-Concrete-Repeat	bottle	SECr_48	1984	21
397.120	2.000	English-Spanish-Abstract-Repeat	alcance	ESAr_48	2984	38
