onset	duration	trial_type	0	1	2	3
0.120	2.000	English-English-Concrete-Novel	flower	EECn_37	4984	8
5.120	2.000	Spanish-English-Concrete-Novel	silla	SECn_37	2984	112
8.120	2.000	English-English-Concrete-Repeat	flower	EECr_37	6984	8
15.120	2.000	Spanish-Spanish-Concrete-Novel	monta�a	SSCn_37	2984	11
18.120	2.000	English-English-Abstract-Novel	forecast	EEAn_37	3984	36
22.120	2.000	English-Spanish-Abstract-Novel	compliment	ESAn_37	1984	78
24.120	2.000	Spanish-English-Abstract-Novel	fracaso	SEAn_37	1984	47
26.120	2.000	Spanish-Spanish-Concrete-Repeat	monta�a	SSCr_37	2984	11
29.120	2.000	English-English-Concrete-Novel	flag	EECn_38	5984	6
35.120	2.000	English-English-Concrete-Repeat	flag	EECr_38	7984	6
43.120	2.000	English-Spanish-Concrete-Novel	cloud	ESCn_37	3984	64
47.120	2.000	Spanish-Spanish-Concrete-Novel	hombro	SSCn_38	6984	10
54.120	2.000	English-English-Abstract-Repeat	forecast	EEAr_37	2984	36
57.120	2.000	Spanish-Spanish-Concrete-Repeat	hombro	SSCr_38	4984	10
62.120	2.000	English-English-Abstract-Novel	career	EEAn_38	8984	47
71.120	2.000	Spanish-English-Abstract-Repeat	failure	SEAr_37	4984	47
76.120	2.000	English-English-Concrete-Novel	flask	EECn_39	3984	54
80.120	2.000	Spanish-English-Abstract-Novel	envidia	SEAn_38	1984	2
82.120	2.000	Spanish-English-Abstract-Repeat	envy	SEAr_38	3984	2
86.120	2.000	Spanish-Spanish-Abstract-Novel	pavor	SSAn_37	2984	3
89.120	2.000	Spanish-Spanish-Abstract-Repeat	pavor	SSAr_37	8984	3
98.120	2.000	Spanish-English-Abstract-Novel	libertad	SEAn_39	1984	29
100.120	2.000	English-Spanish-Abstract-Repeat	cumplido	ESAr_37	6984	78
107.120	2.000	English-Spanish-Concrete-Repeat	nube	ESCr_37	1984	64
109.120	2.000	English-English-Abstract-Repeat	career	EEAr_38	2984	47
112.120	2.000	English-Spanish-Concrete-Novel	broom	ESCn_38	1984	10
114.120	2.000	English-Spanish-Abstract-Novel	attitude	ESAn_38	2984	23
117.120	2.000	Spanish-English-Concrete-Repeat	chair	SECr_37	2984	112
120.120	2.000	Spanish-Spanish-Abstract-Novel	diablo	SSAn_38	1984	49
122.120	2.000	English-Spanish-Concrete-Repeat	escoba	ESCr_38	2984	10
125.120	2.000	Spanish-Spanish-Concrete-Novel	ensayo	SSCn_39	1984	9
127.120	2.000	Spanish-English-Abstract-Repeat	freedom	SEAr_39	2984	29
130.120	2.000	English-English-Concrete-Repeat	flask	EECr_39	3984	54
134.120	2.000	Spanish-Spanish-Concrete-Repeat	ensayo	SSCr_39	2984	9
137.120	2.000	English-Spanish-Abstract-Repeat	actitud	ESAr_38	1984	23
139.120	2.000	English-Spanish-Concrete-Novel	seed	ESCn_39	3984	18
143.120	2.000	English-Spanish-Abstract-Novel	instance	ESAn_39	2984	38
146.120	2.000	English-English-Abstract-Novel	love	EEAn_39	1984	19
148.120	2.000	Spanish-English-Concrete-Novel	sidra	SECn_38	1984	2
150.120	2.000	Spanish-English-Concrete-Repeat	cider	SECr_38	6984	2
