onset	duration	trial_type	response_time	sample	value
138.3125000000	n/a	stimulus	n/a	35408	128
141.1835937500	n/a	response	n/a	36143	4
143.9414062500	n/a	response	n/a	36849	2
298.2617187500	n/a	stimulus	n/a	76355	128
301.5078125000	n/a	response	n/a	77186	4
303.8125000000	n/a	response	n/a	77776	2
470.0507812500	n/a	stimulus	n/a	120333	128
472.6640625000	n/a	response	n/a	121002	4
475.0507812500	n/a	response	n/a	121613	2
636.2460937500	n/a	stimulus	n/a	162879	128
638.7968750000	n/a	response	n/a	163532	8
640.9726562500	n/a	response	n/a	164089	2
788.1406250000	n/a	stimulus	n/a	201764	128
791.7382812500	n/a	response	n/a	202685	4
794.4179687500	n/a	response	n/a	203371	2
931.6015625000	n/a	stimulus	n/a	238490	128
934.2226562500	n/a	response	n/a	239161	4
936.3085937500	n/a	response	n/a	239695	4
993.5039062500	n/a	stimulus	n/a	254337	128
997.1250000000	n/a	response	n/a	255264	2
1000.5781250000	n/a	response	n/a	256148	4
1112.3046875000	n/a	stimulus	n/a	284750	128
1116.0078125000	n/a	response	n/a	285698	4
1119.4218750000	n/a	response	n/a	286572	4
1229.6523437500	n/a	stimulus	n/a	314791	128
1232.2539062500	n/a	response	n/a	315457	4
1234.3515625000	n/a	response	n/a	315994	2
1262.5390625000	n/a	stimulus	n/a	323210	128
1265.5273437500	n/a	response	n/a	323975	8
1267.6250000000	n/a	response	n/a	324512	2
1323.0976562500	n/a	stimulus	n/a	338713	128
1326.1484375000	n/a	response	n/a	339494	4
1328.4492187500	n/a	response	n/a	340083	2
1487.6484375000	n/a	stimulus	n/a	380838	128
1492.0585937500	n/a	response	n/a	381967	2
1495.4765625000	n/a	response	n/a	382842	8
1647.6484375000	n/a	stimulus	n/a	421798	128
1650.5234375000	n/a	response	n/a	422534	4
1652.7265625000	n/a	response	n/a	423098	4
1654.8984375000	n/a	response	n/a	423654	2
1727.9023437500	n/a	stimulus	n/a	442343	128
1732.1015625000	n/a	response	n/a	443418	4
1734.5859375000	n/a	response	n/a	444054	2
1736.7773437500	n/a	response	n/a	444615	2
1771.7812500000	n/a	stimulus	n/a	453576	128
1775.1328125000	n/a	response	n/a	454434	2
1777.6132812500	n/a	response	n/a	455069	4
1779.7812500000	n/a	response	n/a	455624	2
1803.7851562500	n/a	stimulus	n/a	461769	128
1806.4023437500	n/a	response	n/a	462439	4
1808.5195312500	n/a	response	n/a	462981	2
1810.6718750000	n/a	response	n/a	463532	2
1827.6757812500	n/a	stimulus	n/a	467885	128
1830.3828125000	n/a	response	n/a	468578	4
1833.1445312500	n/a	response	n/a	469285	2
1960.7031250000	n/a	stimulus	n/a	501940	128
1964.2656250000	n/a	response	n/a	502852	4
1966.8632812500	n/a	response	n/a	503517	2
2028.0390625000	n/a	stimulus	n/a	519178	128
2030.6679687500	n/a	response	n/a	519851	4
2032.8203125000	n/a	response	n/a	520402	2
2078.8710937500	n/a	stimulus	n/a	532191	128
2081.5390625000	n/a	response	n/a	532874	4
2083.6445312500	n/a	response	n/a	533413	2
2086.6914062500	n/a	response	n/a	534193	2
2113.6914062500	n/a	stimulus	n/a	541105	128
2116.2929687500	n/a	response	n/a	541771	4
2118.3593750000	n/a	response	n/a	542300	2
2120.5820312500	n/a	response	n/a	542869	2
2200.5859375000	n/a	stimulus	n/a	563350	128
2203.2968750000	n/a	response	n/a	564044	4
2205.4023437500	n/a	response	n/a	564583	4
2207.6601562500	n/a	response	n/a	565161	2
2299.6679687500	n/a	stimulus	n/a	588715	128
2302.2812500000	n/a	response	n/a	589384	4
2304.9531250000	n/a	response	n/a	590068	2
2307.2070312500	n/a	response	n/a	590645	4
2379.2031250000	n/a	stimulus	n/a	609076	128
2381.8046875000	n/a	response	n/a	609742	4
2384.2656250000	n/a	response	n/a	610372	4
2386.4414062500	n/a	response	n/a	610929	2
2542.4531250000	n/a	stimulus	n/a	650868	128
2545.9726562500	n/a	response	n/a	651769	4
2548.6445312500	n/a	response	n/a	652453	4
2550.8398437500	n/a	response	n/a	653015	2
2653.8476562500	n/a	stimulus	n/a	679385	128
2656.4179687500	n/a	response	n/a	680043	2
2658.5585937500	n/a	response	n/a	680591	4
2661.0820312500	n/a	response	n/a	681237	2
2711.0820312500	n/a	stimulus	n/a	694037	128
