onset	duration	trial_type	Response	Stimulus	response_time
5.216	0.200	visual standard stimulus presentation	n/a	n/a	n/a
7.831	0.200	visual standard stimulus presentation	n/a	n/a	n/a
10.048	0.200	visual standard stimulus presentation	0.000	standard	n/a
12.448	0.200	visual standard stimulus presentation	0.000	standard	n/a
15.244	0.200	visual standard stimulus presentation	0.000	standard	n/a
17.841	0.200	visual standard stimulus presentation	0.000	standard	n/a
20.241	0.200	visual standard stimulus presentation	0.000	standard	n/a
23.037	0.426	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
23.037	0.200	visual oddball stimulus presentation	1.000	target	n/a
25.634	0.499	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
25.634	0.200	visual oddball stimulus presentation	1.000	target	n/a
28.232	0.200	visual standard stimulus presentation	0.000	standard	n/a
30.235	0.415	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
30.235	0.200	visual oddball stimulus presentation	1.000	target	n/a
32.634	0.200	visual standard stimulus presentation	0.000	standard	n/a
35.034	0.200	visual oddball stimulus presentation	1.000	target	n/a
35.034	0.463	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
37.233	0.200	visual standard stimulus presentation	0.000	standard	n/a
39.831	0.200	visual standard stimulus presentation	0.000	standard	n/a
42.032	0.200	visual oddball stimulus presentation	1.000	target	n/a
42.032	0.474	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
44.432	0.200	visual standard stimulus presentation	0.000	standard	n/a
47.227	0.200	visual standard stimulus presentation	0.000	standard	n/a
50.024	0.200	visual standard stimulus presentation	0.000	standard	n/a
52.424	0.200	visual standard stimulus presentation	0.000	standard	n/a
55.220	0.200	visual standard stimulus presentation	0.000	standard	n/a
57.420	0.200	visual oddball stimulus presentation	1.000	target	n/a
57.420	0.450	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
59.819	0.200	visual standard stimulus presentation	0.000	standard	n/a
62.616	0.200	visual standard stimulus presentation	0.000	standard	n/a
65.413	0.200	visual standard stimulus presentation	0.000	standard	n/a
67.414	0.200	visual standard stimulus presentation	0.000	standard	n/a
69.417	0.510	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
69.417	0.200	visual oddball stimulus presentation	1.000	target	n/a
72.411	0.200	visual standard stimulus presentation	0.000	standard	n/a
74.612	0.200	visual standard stimulus presentation	0.000	standard	n/a
77.011	0.200	visual oddball stimulus presentation	1.000	target	n/a
77.011	0.488	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
79.013	0.200	visual standard stimulus presentation	0.000	standard	n/a
81.809	0.486	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
81.809	0.200	visual oddball stimulus presentation	1.000	target	n/a
84.408	0.540	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
84.408	0.200	visual oddball stimulus presentation	1.000	target	n/a
86.608	0.200	visual standard stimulus presentation	0.000	standard	n/a
88.809	0.200	visual oddball stimulus presentation	1.000	target	n/a
88.809	0.431	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
91.407	0.200	visual standard stimulus presentation	0.000	standard	n/a
93.408	0.200	visual oddball stimulus presentation	1.000	target	n/a
93.408	0.385	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
95.410	0.200	visual standard stimulus presentation	0.000	standard	n/a
98.008	0.200	visual standard stimulus presentation	0.000	standard	n/a
100.209	0.200	visual standard stimulus presentation	0.000	standard	n/a
103.005	0.200	visual standard stimulus presentation	0.000	standard	n/a
106.000	0.200	visual oddball stimulus presentation	1.000	target	n/a
106.000	0.410	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
108.798	0.200	visual standard stimulus presentation	0.000	standard	n/a
111.593	0.200	visual oddball stimulus presentation	1.000	target	n/a
111.593	0.447	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
114.390	0.200	visual standard stimulus presentation	0.000	standard	n/a
116.987	0.200	visual standard stimulus presentation	0.000	standard	n/a
119.784	0.200	visual standard stimulus presentation	0.000	standard	n/a
122.184	0.200	visual standard stimulus presentation	0.000	standard	n/a
124.583	0.200	visual standard stimulus presentation	0.000	standard	n/a
127.577	0.200	visual standard stimulus presentation	0.000	standard	n/a
130.374	0.200	visual standard stimulus presentation	0.000	standard	n/a
133.169	0.200	visual standard stimulus presentation	0.000	standard	n/a
135.966	0.200	visual standard stimulus presentation	0.000	standard	n/a
138.762	0.200	visual standard stimulus presentation	0.000	standard	n/a
141.161	0.200	visual standard stimulus presentation	0.000	standard	n/a
143.362	0.200	visual standard stimulus presentation	0.000	standard	n/a
145.364	0.200	visual standard stimulus presentation	0.000	standard	n/a
148.160	0.200	visual standard stimulus presentation	0.000	standard	n/a
150.560	0.200	visual standard stimulus presentation	0.000	standard	n/a
153.555	0.200	visual standard stimulus presentation	0.000	standard	n/a
156.351	0.200	visual standard stimulus presentation	0.000	standard	n/a
159.147	0.200	visual standard stimulus presentation	0.000	standard	n/a
161.746	0.200	visual standard stimulus presentation	0.000	standard	n/a
164.741	0.200	visual standard stimulus presentation	0.000	standard	n/a
166.742	0.200	visual standard stimulus presentation	0.000	standard	n/a
169.341	0.200	visual standard stimulus presentation	0.000	standard	n/a
