name	x	y	z	template_x	template_y	template_z
Rx2	54.2483435005628	54.3489959888903	125.144012862963	n/a	n/a	n/a
Rx1	36.0782655757237	69.3687890159474	112.275632367804	n/a	n/a	n/a
Rx4	31.7871303526788	22.2747071991043	153.012371401557	n/a	n/a	n/a
Rx3	4.49487434555705	46.8434439773738	144.974909190684	n/a	n/a	n/a
Rx6	-46.2120405845676	77.3412544087956	92.6943065849448	n/a	n/a	n/a
Rx5	68.6112166779845	72.6388472605212	56.1704130847093	n/a	n/a	n/a
Rx8	-57.1957705755313	52.1223602157877	122.339968471276	n/a	n/a	n/a
Rx7	42.0658730076773	82.6867682135626	75.9778975526295	n/a	n/a	n/a
Rx9	79.189352579469	-64.8325269498758	58.5413912348983	n/a	n/a	n/a
Rx11	50.3508687417073	-75.663867446197	80.8614760662859	n/a	n/a	n/a
Rx10	-44.6544410990139	-75.738264814847	87.7633750786703	n/a	n/a	n/a
Rx12	-55.0519580800824	-46.8034076856275	121.548756546089	n/a	n/a	n/a
Tx1a	63.7489709548209	52.6063642154874	118.166376969024	n/a	n/a	n/a
Tx4	50.6144193040418	23.1276741483657	137.315134729474	n/a	n/a	n/a
Tx1b	46.5915821277019	68.8231075000348	106.438861163878	n/a	n/a	n/a
Tx3	27.8151433395008	52.6001157273367	135.724799207538	n/a	n/a	n/a
Tx1c	33.0967410024227	12.20448718549	153.408281408316	n/a	n/a	n/a
Tx2	15.8737219857845	69.6004125495276	122.112634269977	n/a	n/a	n/a
Tx5	6.81636272741338	16.9690679510917	153.853996831925	n/a	n/a	n/a
Tx1d	-4.75253658094985	45.1608761945778	146.841558372853	n/a	n/a	n/a
Tx6a	-45.0887015837462	79.0416163418652	80.4923467924975	n/a	n/a	n/a
Tx9	-72.3361163827195	62.3731490976078	94.5757609385215	n/a	n/a	n/a
Tx6b	74.8698980176195	68.2477529774213	54.2344915483466	n/a	n/a	n/a
Tx8	36.3464441059223	86.0981153915464	46.4742939057049	n/a	n/a	n/a
Tx6c	-60.6692382389386	44.1565972456404	126.689734964338	n/a	n/a	n/a
Tx7	64.5800688589449	69.3648282351031	87.3782292533027	n/a	n/a	n/a
Tx10	-33.612484364993	68.4486994215143	122.60905585264	n/a	n/a	n/a
Tx6d	32.5766995816538	83.2874295998812	80.0847272021896	n/a	n/a	n/a
Tx12	50.7957371031261	-81.9194764628132	51.5109520650574	n/a	n/a	n/a
Tx13	72.9379504305574	-60.1954248610378	89.6036289221596	n/a	n/a	n/a
Tx14	-68.1918752339549	-63.2811661213389	97.7789019025735	n/a	n/a	n/a
Tx15	-31.6123763980663	-67.5015746671583	117.320375373827	n/a	n/a	n/a
Tx11a	86.8918867671033	-59.2299512650283	53.8109100936552	n/a	n/a	n/a
Tx11b	-38.8531126180364	-78.0002875202998	77.310670738518	n/a	n/a	n/a
Tx11c	41.0536424646094	-78.3213153583929	85.8696686778241	n/a	n/a	n/a
Tx11d	-57.8589927546726	-35.928273013232	125.591363515361	n/a	n/a	n/a
