onset	duration	trial_number	event_type	executed_movement	correct_movement	shown_stimulus	reported_gs	correct_gs	included_trial	reason_for_exclusion
12.9799999999959	22.02	1	stimulus	n/a	n/a	white X	n/a	n/a	0	test trial
35	10.6622208000044	1	stimulus	n/a	n/a	OQCQQGGG	4	3	0	test trial
36.3099999999977	0	1	foot step	2	2	n/a	n/a	n/a	0	test trial
36.9400000000023	0	1	foot step	1	1	n/a	n/a	n/a	0	test trial
37.679999999993	0	1	foot step	2	2	n/a	n/a	n/a	0	test trial
38.3600000000006	0	1	foot step	3	3	n/a	n/a	n/a	0	test trial
39.0800000000017	0	1	foot step	2	2	n/a	n/a	n/a	0	test trial
39.7799999999988	0	1	foot step	1	1	n/a	n/a	n/a	0	test trial
41.8500000000058	0	1	foot step	2	3	n/a	n/a	n/a	0	test trial
42.4100000000035	0	1	foot step	4	2	n/a	n/a	n/a	0	test trial
43.0899999999965	0	1	foot step	2	4	n/a	n/a	n/a	0	test trial
43.6999999999971	0	1	foot step	1	2	n/a	n/a	n/a	0	test trial
45.6600000000035	5	1	stimulus	n/a	n/a	white X	n/a	n/a	0	test trial
56.4199999999983	23.02	2	stimulus	n/a	n/a	white X	n/a	n/a	0	erroneous trial
79.440196800002	8.29647190000105	2	stimulus	n/a	n/a	GQQOOOCG	3	2	0	erroneous trial
80.940196800002	0	2	foot step	2	2	n/a	n/a	n/a	0	erroneous trial
81.510196800009	0	2	foot step	1	1	n/a	n/a	n/a	0	erroneous trial
82.1501968000084	0	2	foot step	2	2	n/a	n/a	n/a	0	erroneous trial
82.8001968000026	0	2	foot step	3	3	n/a	n/a	n/a	0	erroneous trial
83.440196800002	0	2	foot step	2	2	n/a	n/a	n/a	0	erroneous trial
84.0801968000014	0	2	foot step	1	1	n/a	n/a	n/a	0	erroneous trial
84.6101968000003	0	2	foot step	3	3	n/a	n/a	n/a	0	erroneous trial
85.3401967999962	0	2	foot step	2	2	n/a	n/a	n/a	0	erroneous trial
86.0001967999997	0	2	foot step	4	4	n/a	n/a	n/a	0	erroneous trial
86.6601968000032	0	2	foot step	1	2	n/a	n/a	n/a	0	erroneous trial
87.2701968000038	0	2	foot step	4	4	n/a	n/a	n/a	0	erroneous trial
87.7400000000052	5	2	stimulus	n/a	n/a	white X	n/a	n/a	0	erroneous trial
87.9201967999979	0	2	foot step	3	1	n/a	n/a	n/a	0	erroneous trial
94.5	23.02	3	stimulus	n/a	n/a	white X	n/a	n/a	0	erroneous trial
117.517998099996	8.78576340001018	3	stimulus	n/a	n/a	QGCQQGCG	0	3	0	erroneous trial
118.487998099998	0	3	foot step	2	2	n/a	n/a	n/a	0	erroneous trial
119.197998099989	0	3	foot step	3	1	n/a	n/a	n/a	0	erroneous trial
119.847998099998	0	3	foot step	2	2	n/a	n/a	n/a	0	erroneous trial
120.477998100003	0	3	foot step	1	3	n/a	n/a	n/a	0	erroneous trial
121.067998099999	0	3	foot step	3	2	n/a	n/a	n/a	0	erroneous trial
121.717998099994	0	3	foot step	2	1	n/a	n/a	n/a	0	erroneous trial
122.357998099993	0	3	foot step	1	3	n/a	n/a	n/a	0	erroneous trial
123.207998099999	0	3	foot step	1	2	n/a	n/a	n/a	0	erroneous trial
123.797998099995	0	3	foot step	4	4	n/a	n/a	n/a	0	erroneous trial
124.55799809999	0	3	foot step	2	2	n/a	n/a	n/a	0	erroneous trial
125.167998099991	0	3	foot step	4	4	n/a	n/a	n/a	0	erroneous trial
126.117998100002	0	3	foot step	3	1	n/a	n/a	n/a	0	erroneous trial
126.300000000003	5	3	stimulus	n/a	n/a	white X	n/a	n/a	0	erroneous trial
134.860000000001	23	4	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
157.872463399995	9.69288190000225	4	stimulus	n/a	n/a	GOCGQCQO	3	2	1	n/a
159.452463399997	0	4	foot step	2	2	n/a	n/a	n/a	1	n/a
160.062463399998	0	4	foot step	1	1	n/a	n/a	n/a	1	n/a
160.712463399992	0	4	foot step	2	2	n/a	n/a	n/a	1	n/a
161.312463399998	0	4	foot step	3	3	n/a	n/a	n/a	1	n/a
162.062463399998	0	4	foot step	2	2	n/a	n/a	n/a	1	n/a
162.662463399989	0	4	foot step	1	1	n/a	n/a	n/a	1	n/a
163.452463399997	0	4	foot step	3	3	n/a	n/a	n/a	1	n/a
163.952463399997	0	4	foot step	2	2	n/a	n/a	n/a	1	n/a
164.552463399988	0	4	foot step	4	4	n/a	n/a	n/a	1	n/a
165.242463399991	0	4	foot step	2	2	n/a	n/a	n/a	1	n/a
165.862463400001	0	4	foot step	4	4	n/a	n/a	n/a	1	n/a
166.472463400001	0	4	foot step	1	1	n/a	n/a	n/a	1	n/a
167.559999999998	5	4	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
178.839999999997	24	5	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
202.852201200003	8.65615339999204	5	stimulus	n/a	n/a	OOGGQCQQ	3	2	1	n/a
204.482201200008	0	5	foot step	2	2	n/a	n/a	n/a	1	n/a
205.072201200004	0	5	foot step	1	1	n/a	n/a	n/a	1	n/a
205.782201199996	0	5	foot step	2	2	n/a	n/a	n/a	1	n/a
206.4422012	0	5	foot step	3	3	n/a	n/a	n/a	1	n/a
207.082201199999	0	5	foot step	2	2	n/a	n/a	n/a	1	n/a
207.742201200002	0	5	foot step	1	1	n/a	n/a	n/a	1	n/a
208.342201200008	0	5	foot step	3	3	n/a	n/a	n/a	1	n/a
209.012201200007	0	5	foot step	2	2	n/a	n/a	n/a	1	n/a
209.67220120001	0	5	foot step	4	4	n/a	n/a	n/a	1	n/a
210.3022012	0	5	foot step	2	2	n/a	n/a	n/a	1	n/a
210.962201200004	0	5	foot step	4	4	n/a	n/a	n/a	1	n/a
211.5	5	5	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
211.502201199997	0	5	foot step	1	1	n/a	n/a	n/a	1	n/a
218.460000000006	21.02	6	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
239.487906099996	11.1854675000068	6	stimulus	n/a	n/a	GQOQQGOC	4	2	1	n/a
240.707906099997	0	6	foot step	2	2	n/a	n/a	n/a	1	n/a
241.327906099992	0	6	foot step	1	1	n/a	n/a	n/a	1	n/a
242.017906099994	0	6	foot step	2	2	n/a	n/a	n/a	1	n/a
242.687906099993	0	6	foot step	3	3	n/a	n/a	n/a	1	n/a
243.357906099991	0	6	foot step	2	2	n/a	n/a	n/a	1	n/a
244.027906099989	0	6	foot step	1	1	n/a	n/a	n/a	1	n/a
244.647906099999	0	6	foot step	3	3	n/a	n/a	n/a	1	n/a
245.347906099996	0	6	foot step	2	2	n/a	n/a	n/a	1	n/a
