name	x	y	z
g1	11.297	76.415	-28.542
g2	15.783	81.53	-1.371
g3	13.345	83.131	24.852
g4	29.644	87.088	52.508
g5	41.54	65.9	-38.217
g6	37.793	77.267	-8.926
g7	41.932	80.314	19.616
g8	60.031	79.258	44.506
g9	63.076	66.075	-13.581
g10	73.207	61.375	20.573
g11	87.013	67.152	40.248
g12	96.175	46.931	22.06
g13	107.937	48.772	36.389
g14	110.725	22.92	18.37
g15	122.805	14.131	34.156
g16	65.676	32.909	-40.537
g17	124.005	-15.665	33.742
g18	114.109	-25.325	22.404
g19	110.134	-50.818	37.245
g20	97.065	-50.417	23.649
g21	90.212	-68.532	38.868
g22	73.598	-64.689	21.643
g23	62.17	-68.231	-18.294
g24	57.781	-82.907	41.659
g25	41.84	-83.813	15.269
g26	38.609	-79.045	-12.113
g27	38.031	-68.161	-44.932
g28	29.94	-91.182	46.653
g29	17.786	-88.029	22.646
g30	14.752	-84.169	-8.945
g31	5.158	-78.779	-33.43
g32	70.655	-30.36	-40.164
y1	28.443	85.566	85.587
y2	50.688	71.406	105.51
y3	41.775	53.883	132.267
y4	31.481	21.625	154.864
y5	54.135	80.727	73.627
y6	77.234	60.771	97.216
y7	67.856	45.372	123.455
y8	59.447	22.167	141.771
y9	80.701	69.471	66.745
y10	104.03	51.902	65.52
y11	98.463	46.09	91.466
y12	88.997	24.403	120.525
y13	119.888	27.579	62.286
y14	114.542	14.567	94.264
y15	125.74	-3.91	61.385
y16	97.317	-3.968	119.1
y17	114.405	-22.057	93.826
y18	120.469	-33.621	63.317
y19	72.914	-4.84	135.826
y20	84.971	-34.652	120.946
y21	95.573	-51.665	93.423
y22	101.686	-60.179	65.193
y23	77.109	-76.981	67.106
y24	57.904	-31.567	139.981
y25	63.882	-54.618	122.5
y26	69.611	-70.694	97.498
y27	48.549	-88.922	69.94
y28	18.543	-1.613	161.557
y29	29.888	-31.642	152.733
y30	35.533	-62.295	131.114
y31	42.353	-81.829	102.342
y32	22.313	-92.781	77.541
r1	-23.453	80.898	42.351
r2	1.771	88.474	62.335
r3	-22.484	83.443	74.67
r4	-46.101	70.144	88.733
r5	-66.428	49.687	97.942
r6	1.311	83.532	95.284
r7	-25.006	73.222	109.253
r8	-46.406	54.884	120.545
r9	-59.06	25.382	129.19
r10	24.174	74.2	115.547
r11	-2.752	65.821	130.716
r12	-23.495	48.159	143.266
r13	-40.404	14.074	148.066
r14	18.832	49.182	145.509
r15	-2.551	25.195	158.795
r16	-12.298	-0.102	161.345
r17	-6.551	-31.291	156.428
r18	12.14	-52.838	146.263
r19	-40.564	-17.405	146.102
r20	-28.24	-48.702	140.097
r21	-11.192	-69.904	126.56
r22	13.152	-80.697	113.958
r23	-65.291	-0.84	127.508
r24	-59.861	-31.857	125.434
r25	-49.04	-54.973	116.696
r26	-30.236	-74.673	104.158
r27	-6.439	-88.059	89.904
r28	-67.366	-51.291	92.938
r29	-50.158	-69.781	84.023
r30	-32.025	-83.466	73.653
r31	-4.661	-93.764	59.36
r32	-20.105	-86.241	37.089
w1	-43.183	67.231	0.911
w2	-66.271	57.476	15.07
w3	-84.042	42.54	25.404
w4	-96.726	22.036	31.528
w5	-41.354	74.091	20.418
w6	-54.555	66.837	29.395
w7	-71.937	53.965	41.601
w8	-84.087	42.331	52.411
w9	-94.467	19.886	54.77
w10	-44.492	74.723	54.695
w11	-65.076	61.081	65.48
w12	-79.56	44.447	75.27
w13	-90.776	20.716	79.403
w14	-81.688	21.889	104.127
w15	-81.956	-3.274	106.686
w16	-78.46	-30.996	102.864
w17	-93.02	-1.266	79.477
w18	-89.845	-26.217	72.933
w19	-74.214	-53.97	67.076
w20	-59.796	-66.175	59.44
w21	-39.401	-81.319	46.973
w22	-95.729	-2.666	52.515
w23	-92.322	-22.575	51.578
w24	-78.772	-53.322	45.65
w25	-62.623	-65.587	35.007
w26	-50.242	-76.236	23.857
w27	-32.759	-82.196	15.447
w28	-97.05	-8.205	29.607
w29	-88.892	-36.662	27.087
w30	-72.729	-54.906	13.973
w31	-55.727	-66.923	1.719
w32	-35.277	-71.899	-10.875
n1	-52.604	63.499	-49.797
n2	-73.647	60.997	-27.072
n3	-98.833	43.556	-6.186
n4	-113.631	12.53	5.26
n5	-110.959	-13.945	3.714
n6	-95.125	-48.882	-8.779
n7	-68.973	-63.57	-25.939
n8	-51.228	-64.579	-52.476
n9	-80.177	66.166	-46.841
n10	-105.513	52.793	-17.968
n11	-120.467	32.136	-6.782
n12	-122.316	-4.645	-6.138
n13	-113.219	-39.161	-12.628
n14	-91.635	-58.712	-23.17
n15	-65.014	-68.096	-54.433
n16	-98.221	63.325	-48.861
n17	-125.198	42.788	-23.072
n18	-133.437	9.989	-18.974
n19	-133.484	-20.561	-19.898
n20	-115.275	-49.24	-31.339
n21	-87.489	-68.469	-51.312
n22	-93.04	69.391	-69.253
n23	-121.475	58.491	-43.21
n24	-139.313	29.608	-31.897
n25	-144.924	-10.401	-26.801
n26	-136.064	-41.753	-31.982
n27	-115.449	-67.195	-44.295
n28	-85.871	-75.345	-71.449
n32	48.847	-1.585	149.517
