onset	duration	trial	hand_raised	value	sample	countdown_onset	countdown_offset	response_time	feedback_onset_approx	stim_file	trial_type	stage	bci_prediction	latency	n_repeated
18.5222	0	1	right	2	92611	15.5055333333333	18.5055333333333	16.6666666667	18.590533333333337	left_hand.png	raised-right/match-true	1	right	-13.4	1
23.7428	0	2	left	1	118714	20.7094666666667	23.7094666666667	33.3333333333	23.811133333333334	right_hand.png	raised-left/match-true	1	left	-37.2	1
28.7134	0	3	right	2	143567	25.6967333333333	28.6967333333333	16.6666666667	28.781733333333335	right_hand.png	raised-right/match-false	1	left	-15.8	1
37.7366	0	4	left	1	188683	34.619933333333	37.619933333333	116.666666667	37.80493333333333	left_hand.png	raised-left/match-false	1	right	-27.8	2
45.9596	0	5	right	2	229798	42.826266666667	45.826266666667	133.33333333299998	46.02793333333333	left_hand.png	raised-right/match-true	1	right	-3.0	3
54.249	0	6	left	1	271245	51.2156666666667	54.2156666666667	33.3333333333	54.31733333333333	left_hand.png	raised-left/match-false	1	right	-28.2	4
58.8362	0	7	right	2	294181	55.7862	58.7862	50.0	58.904533333333326	right_hand.png	raised-right/match-false	1	left	-33.0	4
63.4562	0	8	right	2	317281	60.3728666666667	63.3728666666667	83.3333333333	63.52453333333333	left_hand.png	raised-right/match-true	1	right	-17.8	4
68.0266	0	9	left	1	340133	64.9932666666667	67.9932666666667	33.3333333333	68.09493333333334	right_hand.png	raised-left/match-true	1	left	-7.4	4
72.6006	0	10	left	1	363003	69.5672666666667	72.5672666666667	33.3333333333	72.66893333333334	right_hand.png	raised-left/match-true	1	left	-17.8	4
77.15	0	11	left	1	385750	74.13333333333331	77.13333333333331	16.6666666667	77.21833333333335	left_hand.png	raised-left/match-false	1	right	8.4	4
81.7242	0	12	left	1	408621	78.6908666666667	81.6908666666667	33.3333333333	81.79253333333334	right_hand.png	raised-left/match-true	1	left	-9.0	4
86.3072	0	13	right	2	431536	83.2572	86.2572	50.0	86.37553333333334	right_hand.png	raised-right/match-false	1	left	-9.6	4
90.894	0	14	right	2	454470	87.84400000000001	90.84400000000001	50.0	90.96233333333335	left_hand.png	raised-right/match-true	1	right	-39.6	4
99.3168	0	15	left	1	496584	96.2501333333333	99.2501333333333	66.6666666667	99.38513333333334	right_hand.png	raised-left/match-true	1	left	-14.4	5
103.954	0	16	right	2	519770	100.854	103.854	100.0	104.02233333333334	right_hand.png	raised-right/match-false	1	left	-37.4	5
108.5906	0	17	right	2	542953	105.4906	108.4906	100.0	108.65893333333334	left_hand.png	raised-right/match-true	1	right	-21.0	5
117.2016	0	18	left	1	586008	114.1182666666667	117.1182666666667	83.3333333333	117.26993333333334	left_hand.png	raised-left/match-false	1	right	-4.8	7
121.8006	0	19	right	2	609003	118.7339333333333	121.7339333333333	66.6666666667	121.86893333333335	right_hand.png	raised-right/match-false	1	left	-21.4	7
129.9904	0	20	left	1	649952	126.97373333333329	129.97373333333329	16.6666666667	130.05873333333332	left_hand.png	raised-left/match-false	1	right	-19.2	8
138.2802	0	21	left	1	691401	135.19686666666672	138.19686666666672	83.3333333333	138.34853333333334	right_hand.png	raised-left/match-true	1	left	-14.6	9
142.9336	0	22	right	2	714668	139.81693333333303	142.81693333333303	116.666666667	143.00193333333334	left_hand.png	raised-right/match-true	1	right	-8.8	9
147.5206	0	23	left	1	737603	144.4706	147.4706	50.0	147.58893333333333	left_hand.png	raised-left/match-false	1	right	12.2	9
152.1742	0	24	right	2	760871	149.05753333333303	152.05753333333303	116.666666667	152.24253333333334	right_hand.png	raised-right/match-false	1	left	-7.8	9
160.5138	0	25	right	2	802569	157.4138	160.4138	100.0	160.58213333333333	right_hand.png	raised-right/match-false	1	left	-1.8	10
168.7744	0	26	left	1	843872	165.67440000000002	168.67440000000002	100.0	168.84273333333334	right_hand.png	raised-left/match-true	1	left	-19.2	11
173.3444	0	27	left	1	866722	170.3110666666667	173.3110666666667	33.3333333333	173.41273333333334	right_hand.png	raised-left/match-true	1	left	-32.4	11
178.0436	0	28	right	2	890218	174.876933333333	177.876933333333	166.66666666700002	178.11193333333333	right_hand.png	raised-right/match-false	1	left	-21.2	11
186.2168	0	29	left	1	931084	183.10013333333302	186.10013333333302	116.666666667	186.28513333333333	right_hand.png	raised-left/match-true	1	left	-2.4	12
190.841	0	30	left	1	954205	187.75766666666672	190.75766666666672	83.3333333333	190.90933333333334	left_hand.png	raised-left/match-false	1	right	-18.6	12
195.4072	0	31	left	1	977036	192.3738666666667	195.3738666666667	33.3333333333	195.47553333333332	right_hand.png	raised-left/match-true	1	left	6.0	12
200.0272	0	32	right	2	1000136	196.9438666666667	199.9438666666667	83.3333333333	200.09553333333332	left_hand.png	raised-right/match-true	1	right	-14.4	12
208.234	0	33	left	1	1041170	205.11733333333302	208.11733333333302	116.666666667	208.30233333333334	left_hand.png	raised-left/match-false	1	right	-29.2	13
212.854	0	34	left	1	1064270	209.77066666666673	212.77066666666673	83.3333333333	212.92233333333334	right_hand.png	raised-left/match-true	1	left	-8.8	13
217.4572	0	35	left	1	1087286	214.3905333333333	217.3905333333333	66.6666666667	217.52553333333333	right_hand.png	raised-left/match-true	1	left	-7.0	13
222.061	0	36	right	2	1110305	218.99433333333332	221.99433333333332	66.6666666667	222.12933333333334	left_hand.png	raised-right/match-true	1	right	-12.2	13
226.6476	0	37	left	1	1133238	223.5976	226.5976	50.0	226.71593333333334	left_hand.png	raised-left/match-false	1	right	-35.0	13
231.251	0	38	right	2	1156255	228.1843333333333	231.1843333333333	66.6666666667	231.31933333333333	left_hand.png	raised-right/match-true	1	right	-31.8	13
235.8254	0	39	left	1	1179127	232.7920666666667	235.7920666666667	33.3333333333	235.89373333333333	left_hand.png	raised-left/match-false	1	right	-23.8	13
244.0778	0	40	right	2	1220389	241.0111333333333	244.0111333333333	66.6666666667	244.14613333333332	left_hand.png	raised-right/match-true	1	right	-7.4	14
248.6646	0	41	left	1	1243323	245.6146	248.6146	50.0	248.73293333333334	right_hand.png	raised-left/match-true	1	left	13.8	14
253.3016	0	42	right	2	1266508	250.2016	253.2016	100.0	253.36993333333334	right_hand.png	raised-right/match-false	1	left	-8.8	14
257.8892	0	43	left	1	1289446	254.8392	257.8392	50.0	257.95753333333334	left_hand.png	raised-left/match-false	1	right	-20.4	14
262.5252	0	44	right	2	1312626	259.42519999999996	262.42519999999996	100.0	262.5935333333333	left_hand.png	raised-right/match-true	1	right	-22.8	14
267.1456	0	45	left	1	1335728	264.0622666666667	267.0622666666667	83.3333333333	267.21393333333333	left_hand.png	raised-left/match-false	1	right	-35.2	14
271.7824	0	46	left	1	1358912	268.6824	271.6824	100.0	271.8507333333333	right_hand.png	raised-left/match-true	1	left	-12.8	14
276.3522	0	47	left	1	1381761	273.3188666666667	276.3188666666667	33.3333333333	276.4205333333333	right_hand.png	raised-left/match-true	1	left	-51.4	14
281.0392	0	48	right	2	1405196	277.8892	280.8892	150.0	281.1075333333333	right_hand.png	raised-right/match-false	1	left	-28.0	14
285.6098	0	49	left	1	1428049	282.5764666666667	285.5764666666667	33.3333333333	285.67813333333334	right_hand.png	raised-left/match-true	1	left	-22.2	14
290.2298	0	50	right	2	1451149	287.1464666666667	290.1464666666667	83.3333333333	290.29813333333334	right_hand.png	raised-right/match-false	1	left	-2.6	14
294.8166	0	51	right	2	1474083	291.7666	294.7666	50.0	294.8849333333333	left_hand.png	raised-right/match-true	1	right	12.6	14
299.4536	0	52	left	1	1497268	296.3536	299.3536	100.0	299.5219333333333	right_hand.png	raised-left/match-true	1	left	-29.6	14
308.1102	0	53	right	2	1540551	305.0435333333333	308.0435333333333	66.6666666667	308.17853333333335	right_hand.png	raised-right/match-false	1	left	-20.0	15
312.7804	0	54	left	1	1563902	309.647066666667	312.647066666667	133.33333333299998	312.8487333333333	left_hand.png	raised-left/match-false	1	right	-25.2	15
321.0702	0	55	left	1	1605351	317.9202	320.9202	150.0	321.1385333333333	right_hand.png	raised-left/match-true	1	left	-3.6	16
329.2928	0	56	right	2	1646464	326.176133333333	329.176133333333	116.666666667	329.3611333333333	left_hand.png	raised-right/match-true	1	right	-25.6	17
333.963	0	57	left	1	1669815	330.82966666666704	333.82966666666704	133.33333333299998	334.03133333333335	left_hand.png	raised-left/match-false	1	right	-11.0	17
338.5666	0	58	right	2	1692833	335.4999333333333	338.4999333333333	66.6666666667	338.6349333333333	right_hand.png	raised-right/match-false	1	left	-6.6	17
343.2034	0	59	left	1	1716017	340.10339999999997	343.10339999999997	100.0	343.2717333333333	right_hand.png	raised-left/match-true	1	left	-22.6	17
347.8236	0	60	left	1	1739118	344.7402666666667	347.7402666666667	83.3333333333	347.8919333333333	left_hand.png	raised-left/match-false	1	right	3.6	17
352.511	0	61	right	2	1762555	349.36100000000005	352.36100000000005	150.0	352.57933333333335	left_hand.png	raised-right/match-true	1	right	-18.6	17
357.1312	0	62	left	1	1785656	354.04786666666666	357.04786666666666	83.3333333333	357.1995333333333	left_hand.png	raised-left/match-false	1	right	-11.2	17
361.7218	0	63	right	2	1808609	358.67179999999996	361.67179999999996	50.0	361.7901333333333	right_hand.png	raised-right/match-false	1	left	6.2	17
366.3716	0	64	left	1	1831858	363.254933333333	366.254933333333	116.666666667	366.43993333333333	right_hand.png	raised-left/match-true	1	left	2.6	17
370.9752	0	65	right	2	1854876	367.90853333333325	370.90853333333325	66.6666666667	371.0435333333333	left_hand.png	raised-right/match-true	1	right	-5.6	17
375.6284	0	66	left	1	1878142	372.511733333333	375.511733333333	116.666666667	375.6967333333333	right_hand.png	raised-left/match-true	1	left	-25.2	17
383.8388	0	67	right	2	1919194	380.73879999999997	383.73879999999997	100.0	383.9071333333333	right_hand.png	raised-right/match-false	1	left	-18.0	18
