name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
MEG 2042	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2043	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2041	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2113	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2112	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2111	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2122	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2123	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2121	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2133	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2132	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2131	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2143	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2142	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2141	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2212	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2213	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2211	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2223	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2222	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2221	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2233	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2232	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2231	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2242	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2243	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2241	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2312	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2313	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2311	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2323	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2322	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2321	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2332	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2333	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2331	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2343	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2342	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2341	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2412	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2413	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2411	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2423	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2422	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2421	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2433	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2432	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2431	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2442	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2443	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	bad	n/a
MEG 2441	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2512	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2513	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2511	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2522	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2523	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2521	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2533	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2532	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2531	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2543	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2542	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2541	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2612	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2613	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2611	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2623	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2622	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2621	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2633	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2632	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2631	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
MEG 2642	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2643	MEGGRADPLANAR	T/m	0.10000000149011612	172.17630004882812	Planar Gradiometer	600.614990234375	good	n/a
MEG 2641	MEGMAG	T	0.10000000149011612	172.17630004882812	Magnetometer	600.614990234375	good	n/a
STI 001	TRIG	V	0.10000000149011612	172.17630004882812	Trigger	600.614990234375	good	n/a
STI 002	TRIG	V	0.10000000149011612	172.17630004882812	Trigger	600.614990234375	good	n/a
STI 003	TRIG	V	0.10000000149011612	172.17630004882812	Trigger	600.614990234375	good	n/a
STI 004	TRIG	V	0.10000000149011612	172.17630004882812	Trigger	600.614990234375	good	n/a
STI 005	TRIG	V	0.10000000149011612	172.17630004882812	Trigger	600.614990234375	good	n/a
STI 006	TRIG	V	0.10000000149011612	172.17630004882812	Trigger	600.614990234375	good	n/a
STI 014	TRIG	V	0.10000000149011612	172.17630004882812	Trigger	600.614990234375	good	n/a
STI 015	TRIG	V	0.10000000149011612	172.17630004882812	Trigger	600.614990234375	good	n/a
STI 016	TRIG	V	0.10000000149011612	172.17630004882812	Trigger	600.614990234375	good	n/a
EEG 001	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 002	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 003	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 004	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 005	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 006	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 007	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 008	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 009	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 010	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 011	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 012	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 013	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 014	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 015	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 016	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 017	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 018	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 019	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 020	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 021	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 022	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 023	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 024	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 025	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 026	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 027	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 028	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 029	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 030	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 031	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 032	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 033	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 034	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 035	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 036	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 037	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 038	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 039	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 040	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 041	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 042	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 043	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 044	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 045	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 046	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 047	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 048	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 049	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 050	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 051	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 052	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 053	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	bad	n/a
EEG 054	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 055	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 056	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 057	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 058	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 059	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EEG 060	EEG	V	0.10000000149011612	172.17630004882812	ElectroEncephaloGram	600.614990234375	good	n/a
EOG 061	EOG	V	0.10000000149011612	172.17630004882812	ElectroOculoGram	600.614990234375	good	n/a
