MEG0113 -0.106600 0.046400 -0.060400 -0.012700 0.005700 -0.999903 -0.186801 -0.982403 -0.003300 -0.981020 0.192489 0.022924 -0.008282
MEG0112 -0.106600 0.046400 -0.060400 -0.186801 -0.982403 -0.003300 0.012700 -0.005700 0.999903 -0.981020 0.192489 0.022924 0.001052
MEG0111 -0.106600 0.046400 -0.060400 -0.012700 0.005700 -0.999903 -0.186801 -0.982403 -0.003300 -0.981020 0.192489 0.022924 0.996645
MEG0122 -0.102000 0.063100 -0.025600 0.013600 0.001100 -0.999902 -0.282001 -0.959402 -0.004900 -0.966094 0.258157 0.001829 -0.005429
MEG0123 -0.102000 0.063100 -0.025600 -0.282001 -0.959402 -0.004900 -0.013600 -0.001100 0.999902 -0.966094 0.258157 0.001829 -0.010430
MEG0121 -0.102000 0.063100 -0.025600 0.013600 0.001100 -0.999902 -0.282001 -0.959402 -0.004900 -0.966094 0.258157 0.001829 1.003771
MEG0132 -0.108500 0.030200 -0.026600 0.002600 0.002300 -0.999955 -0.095196 -0.995456 -0.002500 -0.996681 0.081354 0.000619 -0.004592
MEG0133 -0.108500 0.030200 -0.026600 -0.095196 -0.995456 -0.002500 -0.002600 -0.002300 0.999955 -0.996681 0.081354 0.000619 -0.013157
MEG0131 -0.108500 0.030200 -0.026600 0.002600 0.002300 -0.999955 -0.095196 -0.995456 -0.002500 -0.996681 0.081354 0.000619 1.001619
MEG0143 -0.109900 0.013100 -0.062700 -0.012300 0.001800 -0.999923 -0.021200 -0.999823 -0.001600 -0.998969 0.032330 0.031758 -0.013219
MEG0142 -0.109900 0.013100 -0.062700 -0.021200 -0.999823 -0.001600 0.012300 -0.001800 0.999923 -0.998969 0.032330 0.031758 -0.006479
MEG0141 -0.109900 0.013100 -0.062700 -0.012300 0.001800 -0.999923 -0.021200 -0.999823 -0.001600 -0.998969 0.032330 0.031758 1.003195
MEG0213 -0.107400 0.032900 0.008000 -0.051198 0.007700 -0.998659 -0.101496 -0.994759 -0.002500 -0.992119 0.111226 0.057611 -0.010322
MEG0212 -0.107400 0.032900 0.008000 -0.101496 -0.994759 -0.002500 0.051198 -0.007700 0.998659 -0.992119 0.111226 0.057611 -0.004551
MEG0211 -0.107400 0.032900 0.008000 -0.051198 0.007700 -0.998659 -0.101496 -0.994759 -0.002500 -0.992119 0.111226 0.057611 0.996381
MEG0222 -0.098900 0.040300 0.041300 -0.343206 0.059801 -0.937415 -0.161803 -0.986816 -0.003700 -0.924960 0.151154 0.348682 -0.001660
