onset	duration	event_sample	trial_type	event_value	stim_file
23.2936	0	25623	Unfamiliar	13	u086.bmp
26.4673	0	29114	Famous	5	f086.bmp
29.7245	0	32697	Famous	6	f086.bmp
32.8655	0	36152	Unfamiliar	13	u040.bmp
36.0227	0	39625	Scrambled	17	s143.bmp
39.2464	0	43171	Scrambled	17	s091.bmp
42.5373	0	46791	Scrambled	18	s091.bmp
45.7282	0	50301	Unfamiliar	13	u103.bmp
48.9873	0	53886	Unfamiliar	15	u086.bmp
52.11	0	57321	Famous	5	f108.bmp
55.1836	0	60702	Famous	6	f108.bmp
58.4073	0	64248	Scrambled	17	s024.bmp
61.4145	0	67556	Scrambled	18	s024.bmp
64.5045	0	70955	Unfamiliar	15	u040.bmp
67.5782	0	74336	Famous	5	f095.bmp
70.8364	0	77920	Famous	6	f095.bmp
73.9936	0	81393	Scrambled	19	s143.bmp
77.3009	0	85031	Famous	5	f115.bmp
80.5918	0	88651	Unfamiliar	13	u097.bmp
83.9	0	92290	Unfamiliar	14	u097.bmp
87.04	0	95744	Unfamiliar	15	u103.bmp
90.0645	0	99071	Unfamiliar	13	u081.bmp
93.2882	0	102617	Famous	5	f020.bmp
96.3782	0	106016	Famous	6	f020.bmp
99.6864	0	109655	Unfamiliar	13	u031.bmp
102.944	0	113238	Unfamiliar	13	u132.bmp
106.084	0	116692	Famous	7	f115.bmp
109.275	0	120202	Unfamiliar	13	u064.bmp
112.315	0	123547	Scrambled	17	s085.bmp
115.606	0	127167	Scrambled	18	s085.bmp
118.897	0	130787	Unfamiliar	15	u081.bmp
122.071	0	134278	Unfamiliar	13	u135.bmp
125.162	0	137678	Scrambled	17	s022.bmp
128.453	0	141298	Scrambled	18	s022.bmp
131.644	0	144808	Unfamiliar	15	u031.bmp
134.75	0	148225	Famous	5	f084.bmp
137.891	0	151680	Famous	6	f084.bmp
140.965	0	155061	Unfamiliar	15	u132.bmp
144.172	0	158589	Scrambled	17	s110.bmp
147.329	0	162062	Unfamiliar	15	u064.bmp
150.654	0	165719	Scrambled	17	s014.bmp
153.827	0	169210	Famous	5	f064.bmp
156.951	0	172646	Unfamiliar	15	u135.bmp
160.142	0	176156	Famous	5	f126.bmp
163.316	0	179648	Famous	6	f126.bmp
166.34	0	182974	Famous	5	f136.bmp
169.53	0	186483	Famous	6	f136.bmp
172.671	0	189938	Famous	5	f010.bmp
175.962	0	193558	Famous	6	f010.bmp
179.236	0	197160	Scrambled	19	s110.bmp
182.376	0	200614	Famous	5	f133.bmp
185.517	0	204069	Scrambled	19	s014.bmp
188.575	0	207432	Famous	5	f075.bmp
191.865	0	211052	Famous	6	f075.bmp
195.039	0	214543	Famous	7	f064.bmp
198.096	0	217906	Unfamiliar	13	u038.bmp
201.387	0	221526	Unfamiliar	14	u038.bmp
204.628	0	225091	Famous	5	f090.bmp
207.952	0	228747	Famous	5	f110.bmp
211.126	0	232239	Famous	6	f110.bmp
214.284	0	235712	Scrambled	17	s141.bmp
217.407	0	239148	Famous	7	f133.bmp
220.582	0	242640	Famous	5	f034.bmp
223.805	0	246186	Unfamiliar	13	u062.bmp
226.895	0	249585	Unfamiliar	14	u062.bmp
229.869	0	252856	Famous	5	f040.bmp
233.227	0	256550	Famous	7	f090.bmp
236.418	0	260060	Unfamiliar	13	u085.bmp
239.692	0	263661	Scrambled	17	s076.bmp
242.715	0	266987	Scrambled	19	s141.bmp
245.89	0	270479	Famous	5	f140.bmp
249.131	0	274044	Famous	7	f034.bmp
252.171	0	277388	Scrambled	17	s006.bmp
255.278	0	280806	Unfamiliar	13	u010.bmp
258.535	0	284389	Famous	7	f040.bmp
261.76	0	287936	Scrambled	17	s055.bmp
264.967	0	291464	Unfamiliar	15	u085.bmp
268.057	0	294863	Scrambled	17	s003.bmp
271.265	0	298391	Scrambled	18	s003.bmp
274.555	0	302011	Scrambled	19	s076.bmp
277.696	0	305466	Scrambled	17	s134.bmp
280.855	0	308940	Famous	7	f140.bmp
283.894	0	312283	Unfamiliar	13	u087.bmp
286.985	0	315683	Unfamiliar	14	u087.bmp
290.275	0	319303	Scrambled	19	s006.bmp
293.55	0	322905	Famous	5	f105.bmp
296.541	0	326195	Famous	6	f105.bmp
299.847	0	329832	Unfamiliar	15	u010.bmp
302.988	0	333287	Unfamiliar	13	u143.bmp
306.162	0	336778	Unfamiliar	14	u143.bmp
309.386	0	340325	Scrambled	19	s055.bmp
312.577	0	343835	Scrambled	17	s124.bmp
315.617	0	347179	Scrambled	18	s124.bmp
318.741	0	350615	Famous	5	f031.bmp
321.848	0	354033	Famous	6	f031.bmp
325.089	0	357598	Scrambled	19	s134.bmp
328.346	0	361181	Famous	5	f125.bmp
331.437	0	364581	Unfamiliar	13	u022.bmp
334.627	0	368090	Unfamiliar	14	u022.bmp
337.885	0	371674	Scrambled	17	s059.bmp
341.075	0	375183	Scrambled	17	s089.bmp
344.316	0	378748	Scrambled	18	s089.bmp
347.425	0	382167	Unfamiliar	13	u091.bmp
350.615	0	385676	Scrambled	17	s140.bmp
353.788	0	389167	Famous	7	f125.bmp
357.063	0	392769	Scrambled	17	s020.bmp
360.153	0	396168	Unfamiliar	13	u099.bmp
363.294	0	399623	Unfamiliar	14	u099.bmp
366.451	0	403096	Scrambled	19	s059.bmp
369.725	0	406698	Unfamiliar	13	u037.bmp
372.883	0	410171	Unfamiliar	14	u037.bmp
376.09	0	413699	Scrambled	17	s072.bmp
379.364	0	417300	Unfamiliar	15	u091.bmp
382.688	0	420957	Famous	5	f077.bmp
385.979	0	424577	Scrambled	19	s140.bmp
389.053	0	427958	Scrambled	17	s064.bmp
392.094	0	431303	Scrambled	18	s064.bmp
395.367	0	434904	Scrambled	19	s020.bmp
398.692	0	438561	Unfamiliar	13	u108.bmp
401.765	0	441942	Scrambled	17	s067.bmp
405.006	0	445507	Scrambled	18	s067.bmp
408.264	0	449090	Unfamiliar	13	u148.bmp
411.488	0	452637	Scrambled	19	s072.bmp
414.729	0	456202	Scrambled	17	s082.bmp
417.769	0	459546	Scrambled	18	s082.bmp
421.06	0	463166	Famous	7	f077.bmp
424.351	0	466786	Scrambled	17	s088.bmp
427.675	0	470443	Famous	5	f033.bmp
430.799	0	473879	Unfamiliar	15	u108.bmp
433.873	0	477260	Scrambled	17	s035.bmp
437.08	0	480788	Scrambled	18	s035.bmp
440.305	0	484335	Unfamiliar	13	u049.bmp
443.662	0	488028	Unfamiliar	14	u049.bmp
446.753	0	491428	Unfamiliar	15	u148.bmp
449.86	0	494846	Unfamiliar	13	u147.bmp
453.051	0	498356	Scrambled	17	s041.bmp
456.342	0	501976	Scrambled	18	s041.bmp
459.565	0	505522	Scrambled	19	s088.bmp
462.656	0	508922	Famous	5	f046.bmp
465.796	0	512376	Famous	7	f033.bmp
468.904	0	515794	Unfamiliar	13	u051.bmp
472.145	0	519359	Unfamiliar	14	u051.bmp
475.452	0	522997	Unfamiliar	13	u014.bmp
478.576	0	526434	Unfamiliar	14	u014.bmp
481.867	0	530054	Famous	5	f038.bmp
485.091	0	533600	Unfamiliar	15	u147.bmp
488.315	0	537147	Famous	5	f092.bmp
491.423	0	540565	Famous	6	f092.bmp
