onset	duration	trial_type	TrialNum	StimCond	StimulusNum	Response	response_time	Correct
0.122	2.000	classification-probabilistic	1.000	1.000	10.000	L	1.425	1.000
5.316	2.000	classification-probabilistic	3.000	1.000	3.000	R	1.076	0.000
9.192	2.000	classification-probabilistic	5.000	1.000	11.000	R	1.017	1.000
14.110	2.000	classification-probabilistic	7.000	1.000	10.000	L	1.377	1.000
17.584	2.000	classification-probabilistic	9.000	1.000	3.000	R	0.787	0.000
22.390	2.000	classification-deterministic	11.000	2.000	10.000	L	1.118	1.000
26.224	2.000	classification-deterministic	13.000	2.000	10.000	L	1.355	1.000
29.524	2.000	classification-deterministic	15.000	2.000	11.000	R	2.350	1.000
33.892	2.000	classification-deterministic	17.000	2.000	10.000	L	0.752	1.000
38.821	2.000	classification-deterministic	19.000	2.000	2.000	R	0.866	1.000
43.083	2.000	classification-probabilistic	21.000	1.000	14.000	R	1.433	1.000
47.200	2.000	classification-probabilistic	23.000	1.000	2.000	R	0.828	1.000
51.498	2.000	classification-probabilistic	25.000	1.000	10.000	L	2.195	1.000
55.187	2.000	classification-deterministic	27.000	2.000	13.000	L	2.335	1.000
59.718	2.000	classification-probabilistic	29.000	1.000	10.000	L	1.779	1.000
63.724	2.000	classification-probabilistic	31.000	1.000	10.000	L	1.521	1.000
69.819	2.000	classification-deterministic	33.000	2.000	2.000	R	0.752	1.000
74.003	2.000	classification-deterministic	35.000	2.000	5.000	L	2.384	0.000
81.484	2.000	classification-deterministic	37.000	2.000	1.000	L	1.809	1.000
84.691	2.000	classification-deterministic	39.000	2.000	13.000	L	1.853	1.000
87.697	2.000	classification-probabilistic	41.000	1.000	3.000	R	0.985	0.000
91.306	2.000	classification-probabilistic	43.000	1.000	4.000	L	1.037	1.000
97.179	2.000	classification-deterministic	45.000	2.000	10.000	L	1.233	1.000
102.195	2.000	classification-probabilistic	47.000	1.000	4.000	L	1.168	1.000
109.680	2.000	classification-probabilistic	49.000	1.000	5.000	R	1.074	1.000
112.885	2.000	classification-probabilistic	51.000	1.000	6.000	R	1.897	0.000
118.215	2.000	classification-probabilistic	53.000	1.000	14.000	R	1.698	1.000
122.585	2.000	classification-deterministic	55.000	2.000	2.000	R	0.893	1.000
130.097	2.000	classification-deterministic	57.000	2.000	1.000	L	1.625	1.000
136.317	2.000	classification-deterministic	59.000	2.000	3.000	R	0.853	1.000
142.093	2.000	classification-probabilistic	61.000	1.000	3.000	R	0.842	0.000
149.214	2.000	classification-probabilistic	63.000	1.000	11.000	R	1.596	1.000
152.495	2.000	classification-probabilistic	65.000	1.000	7.000	L	1.667	1.000
155.422	2.000	classification-probabilistic	67.000	1.000	1.000	R	0.685	1.000
159.097	2.000	classification-deterministic	69.000	2.000	3.000	R	0.923	1.000
162.700	2.000	classification-probabilistic	n/a	n/a	n/a	n/a	n/a	n/a
162.750	n/a	n/a	71.000	1.000	6.000	R	1.411	0.000
169.680	2.000	classification-probabilistic	73.000	1.000	8.000	R	1.363	1.000
177.181	2.000	classification-probabilistic	75.000	1.000	8.000	R	0.839	1.000
180.616	2.000	classification-probabilistic	77.000	1.000	5.000	R	0.914	1.000
185.099	2.000	classification-deterministic	79.000	2.000	11.000	L	1.424	0.000
190.793	2.000	classification-probabilistic	81.000	1.000	5.000	R	1.077	1.000
194.084	2.000	classification-deterministic	83.000	2.000	3.000	R	0.813	1.000
197.416	2.000	classification-deterministic	85.000	2.000	13.000	L	1.527	1.000
201.389	2.000	classification-deterministic	87.000	2.000	9.000	L	1.234	0.000
204.414	2.000	classification-deterministic	89.000	2.000	13.000	L	1.551	1.000
210.600	2.000	classification-probabilistic	91.000	1.000	11.000	R	1.460	1.000
215.596	2.000	classification-deterministic	93.000	2.000	3.000	R	0.939	1.000
221.401	2.000	classification-deterministic	95.000	2.000	7.000	L	1.457	1.000
224.503	2.000	classification-deterministic	97.000	2.000	6.000	R	0.898	0.000
227.811	2.000	classification-probabilistic	99.000	1.000	4.000	R	1.317	0.000
232.809	2.000	classification-probabilistic	101.000	1.000	3.000	R	0.923	0.000
236.611	2.000	classification-deterministic	103.000	2.000	5.000	L	0.981	0.000
241.786	2.000	classification-deterministic	105.000	2.000	7.000	L	0.960	1.000
248.821	2.000	classification-deterministic	107.000	2.000	11.000	R	2.315	1.000
252.076	2.000	classification-probabilistic	109.000	1.000	11.000	R	1.089	1.000
255.581	2.000	classification-deterministic	111.000	2.000	12.000	L	1.028	0.000
260.610	2.000	classification-deterministic	113.000	2.000	8.000	R	1.370	1.000
263.701	2.000	classification-deterministic	115.000	2.000	1.000	L	1.136	1.000
269.890	2.000	classification-deterministic	117.000	2.000	6.000	L	1.326	1.000
275.187	2.000	classification-probabilistic	119.000	1.000	13.000	R	1.310	0.000
279.310	2.000	classification-deterministic	121.000	2.000	2.000	R	0.856	1.000
283.423	2.000	classification-deterministic	123.000	2.000	4.000	L	0.919	1.000
286.611	2.000	classification-probabilistic	125.000	1.000	6.000	R	1.513	0.000
291.398	2.000	classification-probabilistic	127.000	1.000	10.000	L	1.787	1.000
295.579	2.000	classification-probabilistic	129.000	1.000	11.000	R	1.643	1.000
298.913	2.000	classification-deterministic	131.000	2.000	13.000	L	1.131	1.000
305.598	2.000	classification-deterministic	133.000	2.000	3.000	R	0.789	1.000
311.988	2.000	classification-probabilistic	135.000	1.000	11.000	R	2.024	1.000
315.192	2.000	classification-probabilistic	137.000	1.000	14.000	R	1.785	1.000
319.386	2.000	classification-probabilistic	139.000	1.000	10.000	L	2.284	1.000
