name	type	x	y	z	template_x	template_y	template_z
Rx2	detector	50.13203609	44.14704803	112.2464581	n/a	n/a	n/a
Rx1	detector	28.95113628	61.48336723	101.2714877	n/a	n/a	n/a
Rx4	detector	27.83763725	19.1502736	137.9501492	n/a	n/a	n/a
Rx3	detector	-4.558312647	46.03134009	128.2449331	n/a	n/a	n/a
Rx6	detector	-36.68823817	78.04496753	86.16531673	n/a	n/a	n/a
Rx5	detector	66.70216472	61.81035564	33.53164266	n/a	n/a	n/a
Rx8	detector	-55.38237924	51.54080276	110.3117761	n/a	n/a	n/a
Rx7	detector	43.72191078	69.42626613	64.36033916	n/a	n/a	n/a
Rx9	detector	61.92151595	-68.55556048	42.0622313	n/a	n/a	n/a
Rx11	detector	39.67067508	-71.23310836	67.93460333	n/a	n/a	n/a
Rx10	detector	-44.51369215	-70.60451147	80.14583989	n/a	n/a	n/a
Rx12	detector	-57.11236084	-50.15850716	108.7389039	n/a	n/a	n/a
Tx1a	source	57.10828491	39.79843422	108.4978422	n/a	n/a	n/a
Tx4	source	52.75204767	14.7767457	126.8631585	n/a	n/a	n/a
Tx1b	source	38.49896611	60.65852586	97.91410925	n/a	n/a	n/a
Tx3	source	24.85789025	46.60250152	121.5025124	n/a	n/a	n/a
Tx1c	source	29.45345177	8.21914396	139.5483077	n/a	n/a	n/a
Tx2	source	0.845699526	67.3443126	109.4012909	n/a	n/a	n/a
Tx5	source	-1.179661009	15.81166109	144.9270369	n/a	n/a	n/a
Tx1d	source	-14.10614782	46.19388885	130.0099001	n/a	n/a	n/a
Tx6a	source	-33.40857571	79.37141332	76.29788407	n/a	n/a	n/a
Tx9	source	-65.47274715	61.96132799	83.7612578	n/a	n/a	n/a
Tx6b	source	73.10255064	57.64694393	29.73553319	n/a	n/a	n/a
Tx8	source	36.71712235	76.58380778	40.01889549	n/a	n/a	n/a
Tx6c	source	-56.22242209	43.98587966	116.7515354	n/a	n/a	n/a
Tx7	source	74.5675761	55.92636075	65.64618915	n/a	n/a	n/a
Tx10	source	-29.84262029	66.37289037	111.9269166	n/a	n/a	n/a
Tx6d	source	40.98308775	68.69578947	71.62452931	n/a	n/a	n/a
Tx12	source	32.97485757	-78.04241611	37.39151655	n/a	n/a	n/a
Tx13	source	67.52817799	-59.84690182	71.4774509	n/a	n/a	n/a
Tx14	source	-70.67854334	-56.97631173	81.46487164	n/a	n/a	n/a
Tx15	source	-28.95532634	-64.51757091	105.5439447	n/a	n/a	n/a
Tx11a	source	66.58330508	-65.35047956	36.23435997	n/a	n/a	n/a
Tx11b	source	-37.82633673	-73.971309	74.00502929	n/a	n/a	n/a
Tx11c	source	32.84229033	-70.67246097	73.84899874	n/a	n/a	n/a
Tx11d	source	-59.24935632	-42.0486459	113.2675036	n/a	n/a	n/a
