onset	duration	trial_type	trial_phase	trial_num	filt_type	noise_stim	stim_file
22.70334706	1.3828129400000009	bad	n/a	n/a	n/a	none	n/a
168.6411424	0.3321951999999726	bad	n/a	n/a	n/a	none	n/a
372.92824060000004	1.3347846999999433	bad	n/a	n/a	n/a	none	n/a
518.8180076	0.3251911999999493	bad	n/a	n/a	n/a	none	n/a
700.3587335	0.14108299999998053	bad	n/a	n/a	n/a	none	n/a
723.0930988	1.3577983000000131	bad	n/a	n/a	n/a	none	n/a
324.0	4.5	bad	n/a	n/a	n/a	none	n/a
411.0	2.0	bad	n/a	n/a	n/a	none	n/a
618.5	1.0	bad	n/a	n/a	n/a	none	n/a
691.0	3.0	bad	n/a	n/a	n/a	none	n/a
753.0	5.0	bad	n/a	n/a	n/a	none	n/a
778.0	3.0	bad	n/a	n/a	n/a	none	n/a
38.9790625	3.0867029196000004	trial	mid	-1.0	norm	none	cm8_audio.wav
44.1950625	3.1053877302000075	trial	mid	-1.0	norm	none	cm8_audio.wav
49.5310625	3.0815560078000033	trial	mid	-1.0	norm	none	cm8_audio.wav
55.2990625	1.962824035100006	trial	mid	-1.0	norm	none	cm8_audio.wav
61.4510625	1.9183780713000047	trial	mid	-1.0	norm	none	cm8_audio.wav
66.5310625	1.7920000000000016	trial	mid	-1.0	norm	none	cm8_audio.wav
72.1310625	2.656000000000006	trial	bef	1.0	freq	none	cm8_audio.wav
76.8110625	2.60799999999999	trial	mid	1.0	norm	none	cm8_audio.wav
80.8510625	2.6640000000000015	trial	aft	1.0	freq	none	cm8_audio.wav
85.4190625	3.064000000000007	trial	bef	2.0	freq	none	cm8_audio.wav
90.2430625	3.064000000000007	trial	mid	2.0	norm	none	cm8_audio.wav
97.5710625	3.179762513	trial	aft	2.0	freq	none	cm8_audio.wav
103.8190625	3.087999999999994	trial	bef	3.0	temp	none	cm8_audio.wav
109.8270625	3.1440000000000055	trial	mid	3.0	norm	none	cm8_audio.wav
117.0270625	3.087999999999994	trial	aft	3.0	temp	none	cm8_audio.wav
122.2190625	1.8079999999999927	trial	bef	4.0	temp	none	cm8_audio.wav
126.4990625	1.7920000000000158	trial	mid	4.0	norm	none	cm8_audio.wav
130.0110625	1.8079999999999927	trial	aft	4.0	temp	none	cm8_audio.wav
134.9310625	1.6640000000000157	trial	bef	5.0	freq	none	cm8_audio.wav
140.0350625	1.6559999999999775	trial	mid	5.0	norm	none	cm8_audio.wav
145.4190625	1.6640000000000157	trial	aft	5.0	freq	none	cm8_audio.wav
150.3630625	2.447999999999979	trial	bef	6.0	temp	none	cm8_audio.wav
157.609128747	2.7999367140000118	trial	mid	6.0	norm	none	cm8_audio.wav
163.1870625	2.4480000000000075	trial	aft	6.0	temp	none	cm8_audio.wav
168.77084790799998	2.719004711000025	trial	bef	7.0	temp	none	cm8_audio.wav
174.8590625	2.552000000000021	trial	mid	7.0	norm	none	cm8_audio.wav
178.82294097599998	2.7789652650000107	trial	aft	7.0	temp	none	cm8_audio.wav
184.7790625	2.4440527509999868	trial	bef	8.0	freq	none	cm8_audio.wav
191.6270625	2.5014472909999768	trial	mid	8.0	norm	none	cm8_audio.wav
196.5950625	2.4399999999999977	trial	aft	8.0	freq	none	cm8_audio.wav
200.5870625	2.0002683149999996	trial	bef	9.0	temp	none	cm8_audio.wav
205.4430625	1.926481999000032	trial	mid	9.0	norm	none	cm8_audio.wav
211.3630625	1.815999999999974	trial	aft	9.0	temp	none	cm8_audio.wav
215.2510625	2.5200000000000102	trial	bef	10.0	freq	none	cm8_audio.wav
221.0110625	2.5039999999999907	trial	mid	10.0	norm	none	cm8_audio.wav
225.0910625	2.5120000000000005	trial	aft	10.0	freq	none	cm8_audio.wav
230.7470625	1.5999999999999943	trial	bef	11.0	temp	none	cm8_audio.wav
235.8350625	1.6160000000000139	trial	mid	11.0	norm	none	cm8_audio.wav
238.9310625	1.608000000000004	trial	aft	11.0	temp	none	cm8_audio.wav
243.42511116900002	2.8019513309999695	trial	bef	12.0	freq	none	cm8_audio.wav
249.1950625	2.73599999999999	trial	mid	12.0	norm	none	cm8_audio.wav
255.12503627700002	2.7980262229999937	trial	aft	12.0	freq	none	cm8_audio.wav
259.5710625	2.2800000000000296	trial	bef	13.0	temp	none	cm8_audio.wav
264.7470625	2.359999999999957	trial	mid	13.0	norm	none	cm8_audio.wav
268.9070625	2.2800000000000296	trial	aft	13.0	temp	none	cm8_audio.wav
272.8670625	2.0880000000000223	trial	bef	14.0	freq	none	cm8_audio.wav
276.9790625	2.160000000000025	trial	mid	14.0	norm	none	cm8_audio.wav
282.9150625	2.0880000000000223	trial	aft	14.0	freq	none	cm8_audio.wav
288.9470625	2.711999999999989	trial	bef	15.0	freq	none	cm8_audio.wav
294.7630625	2.6639999999999873	trial	mid	15.0	norm	none	cm8_audio.wav
301.2750625	2.711999999999989	trial	aft	15.0	freq	none	cm8_audio.wav
305.9230625	1.9279999999999973	trial	bef	16.0	freq	none	cm8_audio.wav
311.7950625	1.9120000000000346	trial	mid	16.0	norm	none	cm8_audio.wav
315.3150625	1.9279999999999973	trial	aft	16.0	freq	none	cm8_audio.wav
372.8670625	2.0	trial	bef	17.0	freq	none	cm8_audio.wav
376.5470625	1.896000000000015	trial	mid	17.0	norm	none	cm8_audio.wav
380.7550625	1.9920000000000186	trial	aft	17.0	freq	none	cm8_audio.wav
386.5070625	1.5439999999999827	trial	bef	18.0	freq	none	cm8_audio.wav
392.0350625	1.52800000000002	trial	mid	18.0	norm	none	cm8_audio.wav
395.2190625	1.5439999999999827	trial	aft	18.0	freq	none	cm8_audio.wav
399.6590625	2.552000000000021	trial	bef	19.0	freq	none	cm8_audio.wav
406.4030625	2.52800000000002	trial	mid	19.0	norm	none	cm8_audio.wav
413.2670625	2.5439999999999827	trial	aft	19.0	freq	none	cm8_audio.wav
420.128051799	2.2275623410000094	trial	bef	20.0	temp	none	cm8_audio.wav
425.9870625	2.2560000000000286	trial	mid	20.0	norm	none	cm8_audio.wav
432.0430625	2.103999999999985	trial	aft	20.0	temp	none	cm8_audio.wav
436.1710625	2.3840000000000146	trial	bef	21.0	freq	none	cm8_audio.wav
440.1070625	2.3840000000000146	trial	mid	21.0	norm	none	cm8_audio.wav
445.6030625	2.3839999999999577	trial	aft	21.0	freq	none	cm8_audio.wav
450.6830625	2.47199999999998	trial	bef	22.0	temp	none	cm8_audio.wav
456.5310625	2.495999999999981	trial	mid	22.0	norm	none	cm8_audio.wav
462.0670625	2.4799999999999613	trial	aft	22.0	temp	none	cm8_audio.wav
466.1470625	2.1200000000000045	trial	bef	23.0	temp	none	cm8_audio.wav
471.4030625	2.112000000000023	trial	mid	23.0	norm	none	cm8_audio.wav
476.7390625	2.1200000000000045	trial	aft	23.0	temp	none	cm8_audio.wav
480.8350625	2.319999999999993	trial	bef	24.0	freq	none	cm8_audio.wav
485.2350625	2.3855045949999862	trial	mid	24.0	norm	none	cm8_audio.wav
490.1230625	2.319999999999993	trial	aft	24.0	freq	none	cm8_audio.wav
496.1870625	2.4799999999999613	trial	bef	25.0	freq	none	cm8_audio.wav
501.4990625	2.4560000000000173	trial	mid	25.0	norm	none	cm8_audio.wav
505.4190625	2.480000000000018	trial	aft	25.0	freq	none	cm8_audio.wav
511.3310625	2.6000000000000796	trial	bef	26.0	freq	none	cm8_audio.wav
517.4990625	2.575999999999908	trial	mid	26.0	norm	none	cm8_audio.wav
523.3870625	2.6000000000000227	trial	aft	26.0	freq	none	cm8_audio.wav
529.5230625	1.975999999999999	trial	bef	27.0	temp	none	cm8_audio.wav
535.1310625	1.94399999999996	trial	mid	27.0	norm	none	cm8_audio.wav
540.7950625	1.975999999999999	trial	aft	27.0	temp	none	cm8_audio.wav
545.2350625	2.0399999999999636	trial	bef	28.0	temp	none	cm8_audio.wav
549.6430625	2.0720000000000027	trial	mid	28.0	norm	none	cm8_audio.wav
554.7710625	2.0400000000000773	trial	aft	28.0	temp	none	cm8_audio.wav
558.9630625	2.4560000000000173	trial	bef	29.0	temp	none	cm8_audio.wav
565.8430625	2.6560000000000628	trial	mid	29.0	norm	none	cm8_audio.wav
571.2270625	2.4560000000000173	trial	aft	29.0	temp	none	cm8_audio.wav
576.1070625	2.800000000000068	trial	bef	30.0	temp	none	cm8_audio.wav
582.8190625	2.8319999999999936	trial	mid	30.0	norm	none	cm8_audio.wav
587.6750625	2.800000000000068	trial	aft	30.0	temp	none	cm8_audio.wav
591.8510625	1.975999999999999	trial	bef	31.0	temp	none	cm8_audio.wav
596.8190625	1.9600000000000364	trial	mid	31.0	norm	none	cm8_audio.wav
601.6270625	1.9680000000000746	trial	aft	31.0	temp	none	cm8_audio.wav
606.3550625	2.0319999999999254	trial	bef	32.0	freq	none	cm8_audio.wav
610.8910625	1.9920000000000755	trial	mid	32.0	norm	none	cm8_audio.wav
615.2510625	2.032000000000039	trial	aft	32.0	freq	none	cm8_audio.wav
679.9790625	1.7199999999999136	trial	bef	33.0	temp	none	cm8_audio.wav
685.9230625	1.8368287289998761	trial	mid	33.0	norm	none	cm8_audio.wav
689.9310625	1.711999999999989	trial	aft	33.0	temp	none	cm8_audio.wav
694.9630625	2.3360000000000127	trial	bef	34.0	freq	none	cm8_audio.wav
