name	type	x	y	z	template_x	template_y	template_z
Rx2	detector	46.23579384	46.37485421	111.251118	n/a	n/a	n/a
Rx1	detector	26.53020292	59.66485551	97.73475999	n/a	n/a	n/a
Rx4	detector	18.89718498	20.74018103	140.400411	n/a	n/a	n/a
Rx3	detector	-8.227447174	46.91915039	124.689072	n/a	n/a	n/a
Rx6	detector	-39.24777479	69.15211083	75.76569224	n/a	n/a	n/a
Rx5	detector	63.6848023	66.36821227	35.28567494	n/a	n/a	n/a
Rx8	detector	-57.51852526	48.62344306	105.6372023	n/a	n/a	n/a
Rx7	detector	40.25551643	68.46469971	62.6844152	n/a	n/a	n/a
Rx9	detector	64.07780443	-65.45527849	42.13551854	n/a	n/a	n/a
Rx11	detector	44.05507657	-65.70271149	68.02842688	n/a	n/a	n/a
Rx10	detector	-41.7376795	-66.62943007	77.19038033	n/a	n/a	n/a
Rx12	detector	-58.99009016	-48.23511139	103.0954912	n/a	n/a	n/a
Tx1a	source	55.0174858	43.75761376	103.981036	n/a	n/a	n/a
Tx4	source	46.73333952	20.71997953	127.8850486	n/a	n/a	n/a
Tx1b	source	35.80959754	58.85126733	94.22416025	n/a	n/a	n/a
Tx3	source	16.0708581	48.1458503	124.5402532	n/a	n/a	n/a
Tx1c	source	20.24544452	11.65239425	140.8331159	n/a	n/a	n/a
Tx2	source	-0.87572242	64.1602594	103.2116471	n/a	n/a	n/a
Tx5	source	-4.039155198	15.10884342	140.2809175	n/a	n/a	n/a
Tx1d	source	-15.52505041	47.10670389	125.3876831	n/a	n/a	n/a
Tx6a	source	-32.95700929	73.866652	71.16068882	n/a	n/a	n/a
Tx9	source	-68.11357418	60.93790464	77.68952585	n/a	n/a	n/a
Tx6b	source	66.64207524	61.67653155	26.76555916	n/a	n/a	n/a
Tx8	source	32.76140035	76.75729556	35.55467844	n/a	n/a	n/a
Tx6c	source	-61.72374809	41.7205858	110.3168472	n/a	n/a	n/a
Tx7	source	69.21862651	56.73982992	64.38177911	n/a	n/a	n/a
Tx10	source	-30.99963901	62.13815763	104.8489539	n/a	n/a	n/a
Tx6d	source	33.43932194	69.11004793	69.86251366	n/a	n/a	n/a
Tx12	source	36.75947252	-73.98790179	38.17731497	n/a	n/a	n/a
Tx13	source	68.30560236	-55.47359304	70.10892654	n/a	n/a	n/a
Tx14	source	-67.47438907	-55.9899387	75.21980193	n/a	n/a	n/a
Tx15	source	-30.79600918	-61.14884123	101.7515345	n/a	n/a	n/a
Tx11a	source	68.34629319	-61.93843223	32.86062345	n/a	n/a	n/a
Tx11b	source	-36.06836499	-68.98630228	69.88305485	n/a	n/a	n/a
Tx11c	source	35.38121385	-65.64710001	75.51431606	n/a	n/a	n/a
Tx11d	source	-62.93212372	-40.06588178	107.1016759	n/a	n/a	n/a
