onset	duration	trial_number	event_type	executed_movement	correct_movement	shown_stimulus	reported_gs	correct_gs	included_trial	reason_for_exclusion
13.9799999999814	21.02	1	stimulus	n/a	n/a	white X	n/a	n/a	0	test trial
35	7.99029579997296	1	stimulus	n/a	n/a	CCGOQQGO	2	2	0	test trial
36.210000000021	0	1	foot step	2	2	n/a	n/a	n/a	0	test trial
36.9500000000116	0	1	foot step	1	1	n/a	n/a	n/a	0	test trial
37.859999999986	0	1	foot step	2	2	n/a	n/a	n/a	0	test trial
38.4500000000116	0	1	foot step	3	3	n/a	n/a	n/a	0	test trial
39.2000000000116	0	1	foot step	2	2	n/a	n/a	n/a	0	test trial
39.890000000014	0	1	foot step	1	1	n/a	n/a	n/a	0	test trial
40.5300000000279	0	1	foot step	3	3	n/a	n/a	n/a	0	test trial
41.2299999999814	0	1	foot step	2	2	n/a	n/a	n/a	0	test trial
42.179999999993	0	1	foot step	4	4	n/a	n/a	n/a	0	test trial
42.890000000014	0	1	foot step	2	2	n/a	n/a	n/a	0	test trial
42.9799999999814	5	1	stimulus	n/a	n/a	white X	n/a	n/a	0	test trial
43.6500000000233	0	1	foot step	4	4	n/a	n/a	n/a	0	test trial
44.210000000021	0	1	foot step	1	1	n/a	n/a	n/a	0	test trial
52.2999999999884	21	2	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
73.3133544999873	10.6676679000375	2	stimulus	n/a	n/a	QOQOOQQQ	0	0	1	n/a
74.7533544999897	0	2	foot step	2	2	n/a	n/a	n/a	1	n/a
75.4533545000013	0	2	foot step	1	1	n/a	n/a	n/a	1	n/a
76.193354499992	0	2	foot step	2	2	n/a	n/a	n/a	1	n/a
76.9733544999617	0	2	foot step	3	3	n/a	n/a	n/a	1	n/a
77.7433544999803	0	2	foot step	2	2	n/a	n/a	n/a	1	n/a
78.483354499971	0	2	foot step	1	1	n/a	n/a	n/a	1	n/a
79.1733544999734	0	2	foot step	3	3	n/a	n/a	n/a	1	n/a
79.8833544999943	0	2	foot step	2	2	n/a	n/a	n/a	1	n/a
80.7033545000013	0	2	foot step	4	4	n/a	n/a	n/a	1	n/a
81.413354499964	0	2	foot step	2	2	n/a	n/a	n/a	1	n/a
82.1833544999827	0	2	foot step	4	4	n/a	n/a	n/a	1	n/a
82.833354500006	0	2	foot step	1	1	n/a	n/a	n/a	1	n/a
83.9799999999814	5	2	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
93.0800000000163	24.02	3	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
117.113271199982	11.7765803000075	3	stimulus	n/a	n/a	QOQOOCOC	0	0	1	n/a
118.463271199958	0	3	foot step	2	2	n/a	n/a	n/a	1	n/a
119.183271199989	0	3	foot step	1	1	n/a	n/a	n/a	1	n/a
120.153271199961	0	3	foot step	2	2	n/a	n/a	n/a	1	n/a
120.693271199998	0	3	foot step	3	3	n/a	n/a	n/a	1	n/a
121.503271199996	0	3	foot step	2	2	n/a	n/a	n/a	1	n/a
122.173271199979	0	3	foot step	1	1	n/a	n/a	n/a	1	n/a
122.813271199993	0	3	foot step	3	3	n/a	n/a	n/a	1	n/a
123.573271200003	0	3	foot step	2	2	n/a	n/a	n/a	1	n/a
124.3832712	0	3	foot step	4	4	n/a	n/a	n/a	1	n/a
125.263271200005	0	3	foot step	2	2	n/a	n/a	n/a	1	n/a
126.173271199979	0	3	foot step	4	4	n/a	n/a	n/a	1	n/a
126.823271200003	0	3	foot step	1	1	n/a	n/a	n/a	1	n/a
128.880000000005	5	3	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
138.700000000012	21	4	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
159.717963100004	7.84592059999704	4	stimulus	n/a	n/a	CCQGQCOO	1	1	1	n/a
161.007963099983	0	4	foot step	2	2	n/a	n/a	n/a	1	n/a
161.747963100031	0	4	foot step	1	1	n/a	n/a	n/a	1	n/a
