onset	duration	trial_type	Response	Stimulus	response_time
4.683	0.200	auditory standard stimulus presentation	n/a	n/a	n/a
7.695	0.200	auditory standard stimulus presentation	n/a	n/a	n/a
10.326	0.200	auditory standard stimulus presentation	0.000	standard	n/a
12.559	0.200	auditory standard stimulus presentation	0.000	standard	n/a
15.008	0.200	auditory standard stimulus presentation	0.000	standard	n/a
18.036	0.200	auditory standard stimulus presentation	0.000	standard	n/a
20.882	0.200	auditory standard stimulus presentation	0.000	standard	n/a
23.926	0.200	auditory standard stimulus presentation	0.000	standard	n/a
26.773	0.200	auditory standard stimulus presentation	0.000	standard	n/a
29.601	0.200	auditory standard stimulus presentation	0.000	standard	n/a
32.431	0.200	auditory standard stimulus presentation	0.000	standard	n/a
34.881	0.200	auditory standard stimulus presentation	0.000	standard	n/a
37.312	0.200	auditory standard stimulus presentation	0.000	standard	n/a
39.563	0.200	auditory standard stimulus presentation	0.000	standard	n/a
42.608	0.200	auditory standard stimulus presentation	0.000	standard	n/a
45.239	0.200	auditory standard stimulus presentation	0.000	standard	n/a
47.870	0.200	auditory standard stimulus presentation	0.000	standard	n/a
50.318	0.200	auditory standard stimulus presentation	0.000	standard	n/a
53.362	0.448	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
53.362	0.200	auditory oddball stimulus presentation	1.000	target	n/a
56.408	0.448	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
56.408	0.200	auditory oddball stimulus presentation	1.000	target	n/a
58.855	0.200	auditory standard stimulus presentation	0.000	standard	n/a
61.901	0.200	auditory standard stimulus presentation	0.000	standard	n/a
63.936	0.200	auditory standard stimulus presentation	0.000	standard	n/a
66.385	0.200	auditory standard stimulus presentation	0.000	standard	n/a
68.833	0.200	auditory standard stimulus presentation	0.000	standard	n/a
71.879	0.200	auditory standard stimulus presentation	0.000	standard	n/a
74.509	0.200	auditory oddball stimulus presentation	1.000	target	n/a
74.509	0.498	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
76.957	0.200	auditory standard stimulus presentation	0.000	standard	n/a
79.207	0.200	auditory standard stimulus presentation	0.000	standard	n/a
82.054	0.200	auditory standard stimulus presentation	0.000	standard	n/a
85.116	0.200	auditory standard stimulus presentation	0.000	standard	n/a
87.564	0.200	auditory standard stimulus presentation	0.000	standard	n/a
90.194	0.200	auditory standard stimulus presentation	0.000	standard	n/a
93.024	0.200	auditory standard stimulus presentation	0.000	standard	n/a
95.655	0.200	auditory standard stimulus presentation	0.000	standard	n/a
98.103	0.200	auditory standard stimulus presentation	0.000	standard	n/a
100.338	0.200	auditory standard stimulus presentation	0.000	standard	n/a
102.985	0.200	auditory standard stimulus presentation	0.000	standard	n/a
106.013	0.200	auditory standard stimulus presentation	0.000	standard	n/a
108.860	0.200	auditory standard stimulus presentation	0.000	standard	n/a
111.291	0.495	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
111.291	0.200	auditory oddball stimulus presentation	1.000	target	n/a
113.526	0.200	auditory standard stimulus presentation	0.000	standard	n/a
116.372	0.200	auditory standard stimulus presentation	0.000	standard	n/a
118.804	0.200	auditory standard stimulus presentation	0.000	standard	n/a
121.054	0.200	auditory standard stimulus presentation	0.000	standard	n/a
123.089	0.200	auditory standard stimulus presentation	0.000	standard	n/a
125.720	0.200	auditory standard stimulus presentation	0.000	standard	n/a
127.755	0.475	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
127.755	0.200	auditory oddball stimulus presentation	1.000	target	n/a
130.220	0.200	auditory standard stimulus presentation	0.000	standard	n/a
132.719	0.405	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
132.719	0.200	auditory oddball stimulus presentation	1.000	target	n/a
134.952	0.200	auditory standard stimulus presentation	0.000	standard	n/a
137.998	0.200	auditory standard stimulus presentation	0.000	standard	n/a
140.033	0.200	auditory oddball stimulus presentation	1.000	target	n/a
140.033	0.427	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
142.282	0.200	auditory oddball stimulus presentation	1.000	target	n/a
142.282	0.488	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
144.913	0.200	auditory standard stimulus presentation	0.000	standard	n/a
146.948	0.200	auditory standard stimulus presentation	0.000	standard	n/a
148.985	0.489	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
148.985	0.200	auditory oddball stimulus presentation	1.000	target	n/a
151.831	0.200	auditory standard stimulus presentation	0.000	standard	n/a
154.874	0.200	auditory standard stimulus presentation	0.000	standard	n/a
