onset	duration	trial_type	Object_Cond	Validity_Cond	Obj_Accuracy	Obj_Acc_RT	Subseq_Recog	Subseq_Recog_RT	Subseq_Source_Mem_Acc	Subseq_Source_Mem_Acc_RT
4.0013	1.0	Valid Other Obj Cue: valid cue where following stimulus was an untested or no response object	OBJ	V	1	 1.0093	UT	UT	UT	UT
10.0013	0.5	Valid Other Obj: stimulus that was an untested or no response object and that followed a valid cue	OBJ	V	1	 1.0093	UT	UT	UT	UT
12.084000000000001	1.0	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	0.93273	LC-MISS	 3.4204	UT	UT
16.084	0.5	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	0.93273	LC-MISS	 3.4204	UT	UT
18.0676	1.0	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	 1.0258	UT	UT	UT	UT
24.0676	0.5	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	 1.0258	UT	UT	UT	UT
28.0606	1.0	Invalid Miss Cue: invalid cue where following object was a subsequent miss	OBJ	NV	1	 1.2003	LC-MISS	 2.1142	UT	UT
32.0606	0.5	Invalid Miss Obj: object that was a subsequent miss and that followed an invalid cue	OBJ	NV	1	 1.2003	LC-MISS	 2.1142	UT	UT
34.0584	1.0	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.82988	UT	UT	UT	UT
36.0584	0.5	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.82988	UT	UT	UT	UT
38.059	1.0	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	0.88285	HC-HIT	 1.3238	1	0.62887
40.059	0.5	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	0.88285	HC-HIT	 1.3238	1	0.62887
42.058	1.0	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	0.85865	LC-MISS	 1.3467	UT	UT
44.058	0.5	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	0.85865	LC-MISS	 1.3467	UT	UT
46.0583	1.0	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	1	 1.0412	LC-HIT	 3.1075	1	1.2758
48.0583	0.5	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	1	 1.0412	LC-HIT	 3.1075	1	1.2758
50.0603	1.0	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.94002	UT	UT	UT	UT
56.0603	0.5	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.94002	UT	UT	UT	UT
58.0589	1.0	Invalid Other Greeble Cue: invalid cue where following stimulus was an untested or no response greeble	GRE	NV	1	 1.3407	UT	UT	UT	UT
60.0589	0.5	Invalid Other Greeble: stimulus that was an untested or no response greeble and that followed a invalid cue	GRE	NV	1	 1.3407	UT	UT	UT	UT
62.0596	1.0	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	1	0.88823	LC-HIT	 1.6784	1	0.87974
64.0596	0.5	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	1	0.88823	LC-HIT	 1.6784	1	0.87974
66.0587	1.0	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.73596	UT	UT	UT	UT
72.0587	0.5	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.73596	UT	UT	UT	UT
76.0599	1.0	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	0.99591	LC-MISS	 2.3439	UT	UT
80.0599	0.5	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	0.99591	LC-MISS	 2.3439	UT	UT
86.0602	1.0	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	 1.1106	HC-HIT	 1.2762	1	1.6959
88.0602	0.5	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	 1.1106	HC-HIT	 1.2762	1	1.6959
90.0579	1.0	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	 1.1975	HC-HIT	 2.0827	1	0.27803
94.0579	0.5	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	 1.1975	HC-HIT	 2.0827	1	0.27803
96.0602	1.0	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	 1.1888	HC-HIT	 1.0547	1	0.84737
100.0602	0.5	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	 1.1888	HC-HIT	 1.0547	1	0.84737
102.0593	1.0	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	 1.4474	UT	UT	UT	UT
108.0593	0.5	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	 1.4474	UT	UT	UT	UT
110.05799999999999	1.0	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	1	 1.0935	LC-HIT	 3.0953	0	1.9672
114.05799999999999	0.5	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	1	 1.0935	LC-HIT	 3.0953	0	1.9672
118.0598	1.0	Invalid Other Greeble Cue: invalid cue where following stimulus was an untested or no response greeble	GRE	NV	1	  1.347	UT	UT	UT	UT
120.0598	0.5	Invalid Other Greeble: stimulus that was an untested or no response greeble and that followed a invalid cue	GRE	NV	1	  1.347	UT	UT	UT	UT
122.0595	1.0	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	 1.2263	HC-HIT	 1.1203	1	1.7451
126.0595	0.5	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	 1.2263	HC-HIT	 1.1203	1	1.7451
130.0611	1.0	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	1	 1.2541	LC-HIT	 1.5932	1	0.29422
132.0611	0.5	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	1	 1.2541	LC-HIT	 1.5932	1	0.29422
136.0615	1.0	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	0.96234	HC-HIT	 1.0831	1	1.5184
142.0615	0.5	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	0.96234	HC-HIT	 1.0831	1	1.5184
144.0609	1.0	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.83211	UT	UT	UT	UT
148.0609	0.5	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.83211	UT	UT	UT	UT
150.06	1.0	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	0.88552	HC-MISS	 3.8498	UT	UT
154.06	0.5	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	0.88552	HC-MISS	 3.8498	UT	UT
