onset	duration	trial_type	Object_Cond	Validity_Cond	Obj_Accuracy	Obj_Acc_RT	Subseq_Recog	Subseq_Recog_RT	Subseq_Source_Mem_Acc	Subseq_Source_Mem_Acc_RT
4.001	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	 1.1055	UT	UT	UT	UT
10.001	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	 1.1055	UT	UT	UT	UT
12.004	1.000	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	1	 1.1434	LC-HIT	 1.5749	0	2.2327
16.004	0.500	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	1	 1.1434	LC-HIT	 1.5749	0	2.2327
18.005	1.000	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	1	 1.1983	LC-HIT	 1.8051	0	0.38478
22.005	0.500	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	1	 1.1983	LC-HIT	 1.8051	0	0.38478
26.006	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	 1.0733	UT	UT	UT	UT
32.006	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	 1.0733	UT	UT	UT	UT
34.062	1.000	Valid Other Obj Cue: valid cue where following stimulus was an untested or no response object	OBJ	V	1	 1.0291	UT	UT	UT	UT
38.062	0.500	Valid Other Obj: stimulus that was an untested or no response object and that followed a valid cue	OBJ	V	1	 1.0291	UT	UT	UT	UT
40.004	1.000	Invalid Miss Cue: invalid cue where following object was a subsequent miss	OBJ	NV	1	 1.0379	HC-MISS	 1.5079	UT	UT
44.004	0.500	Invalid Miss Obj: object that was a subsequent miss and that followed an invalid cue	OBJ	NV	1	 1.0379	HC-MISS	 1.5079	UT	UT
48.004	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	  1.065	UT	UT	UT	UT
50.004	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	  1.065	UT	UT	UT	UT
52.004	1.000	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	1	  0.993	LC-HIT	 2.9065	1	0.45787
54.004	0.500	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	1	  0.993	LC-HIT	 2.9065	1	0.45787
56.006	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	0.96617	LC-MISS	 2.7216	UT	UT
60.006	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	0.96617	LC-MISS	 2.7216	UT	UT
62.005	1.000	Invalid Miss Cue: invalid cue where following object was a subsequent miss	OBJ	NV	1	 1.4285	LC-MISS	 1.9758	UT	UT
64.005	0.500	Invalid Miss Obj: object that was a subsequent miss and that followed an invalid cue	OBJ	NV	1	 1.4285	LC-MISS	 1.9758	UT	UT
68.004	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	 1.0418	UT	UT	UT	UT
74.004	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	 1.0418	UT	UT	UT	UT
78.060	1.000	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	0	 1.6932	HC-HIT	  2.017	1	0.25015
80.060	0.500	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	0	 1.6932	HC-HIT	  2.017	1	0.25015
84.005	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	 1.4185	LC-MISS	 1.9921	UT	UT
88.005	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	 1.4185	LC-MISS	 1.9921	UT	UT
92.005	1.000	Valid Other Obj Cue: valid cue where following stimulus was an untested or no response object	OBJ	V	NR	NR	UT	UT	UT	UT
98.005	0.500	Valid Other Obj: stimulus that was an untested or no response object and that followed a valid cue	OBJ	V	NR	NR	UT	UT	UT	UT
100.075	1.000	Valid Other Obj Cue: valid cue where following stimulus was an untested or no response object	OBJ	V	1	 1.4106	NR	NR	UT	UT
106.075	0.500	Valid Other Obj: stimulus that was an untested or no response object and that followed a valid cue	OBJ	V	1	 1.4106	NR	NR	UT	UT
108.063	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	 1.0302	UT	UT	UT	UT
114.063	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	 1.0302	UT	UT	UT	UT
116.060	1.000	Invalid HC-Hit Cue: invalid cue where following object was a subsequent high confidence hit	OBJ	NV	1	 1.1479	HC-HIT	 2.1504	0	3.0669
120.060	0.500	Invalid HC-Hit Obj: object that was a subsequent high confidence hit and that followed an invalid cue	OBJ	NV	1	 1.1479	HC-HIT	 2.1504	0	3.0669
122.004	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	 1.0284	LC-MISS	 1.3846	UT	UT
124.004	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	 1.0284	LC-MISS	 1.3846	UT	UT
128.063	1.000	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	1	 1.6015	LC-HIT	 2.5205	0	0.47006
134.063	0.500	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	1	 1.6015	LC-HIT	 2.5205	0	0.47006
136.060	1.000	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	NR	NR	LC-HIT	 2.0628	0	0.57395
140.060	0.500	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	NR	NR	LC-HIT	 2.0628	0	0.57395
142.063	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	 1.1452	UT	UT	UT	UT
148.063	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	 1.1452	UT	UT	UT	UT
150.029	1.000	Valid Other Obj Cue: valid cue where following stimulus was an untested or no response object	OBJ	V	1	  1.151	UT	UT	UT	UT
156.029	0.500	Valid Other Obj: stimulus that was an untested or no response object and that followed a valid cue	OBJ	V	1	  1.151	UT	UT	UT	UT
158.005	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	 1.2279	LC-MISS	 1.4315	UT	UT
160.005	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	 1.2279	LC-MISS	 1.4315	UT	UT
162.096	1.000	Invalid Miss Cue: invalid cue where following object was a subsequent miss	OBJ	NV	1	 1.0431	LC-MISS	 1.2354	UT	UT
168.096	0.500	Invalid Miss Obj: object that was a subsequent miss and that followed an invalid cue	OBJ	NV	1	 1.0431	LC-MISS	 1.2354	UT	UT
172.062	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	 1.1914	LC-MISS	 2.0459	UT	UT
176.062	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	 1.1914	LC-MISS	 2.0459	UT	UT
178.008	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	   1.07	UT	UT	UT	UT
180.008	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	   1.07	UT	UT	UT	UT
182.063	1.000	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	1	 1.2987	LC-HIT	 3.1193	0	1.3941
184.063	0.500	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	1	 1.2987	LC-HIT	 3.1193	0	1.3941
186.004	1.000	Valid Other Obj Cue: valid cue where following stimulus was an untested or no response object	OBJ	V	1	0.92891	UT	UT	UT	UT
192.004	0.500	Valid Other Obj: stimulus that was an untested or no response object and that followed a valid cue	OBJ	V	1	0.92891	UT	UT	UT	UT
194.008	1.000	Invalid Other Greeble Cue: invalid cue where following stimulus was an untested or no response greeble	GRE	NV	1	 1.0099	UT	UT	UT	UT
198.008	0.500	Invalid Other Greeble: stimulus that was an untested or no response greeble and that followed a invalid cue	GRE	NV	1	 1.0099	UT	UT	UT	UT
200.005	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	0.95603	HC-MISS	 1.6352	UT	UT
204.005	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	0.95603	HC-MISS	 1.6352	UT	UT
206.062	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	 1.0977	LC-MISS	 2.3446	UT	UT
208.062	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	 1.0977	LC-MISS	 2.3446	UT	UT
210.004	1.000	Invalid Miss Cue: invalid cue where following object was a subsequent miss	OBJ	NV	1	 1.1275	LC-MISS	 2.2413	UT	UT
214.004	0.500	Invalid Miss Obj: object that was a subsequent miss and that followed an invalid cue	OBJ	NV	1	 1.1275	LC-MISS	 2.2413	UT	UT
