onset	duration	trial_type	Object_Cond	Validity_Cond	Obj_Accuracy	Obj_Acc_RT	Subseq_Recog	Subseq_Recog_RT	Subseq_Source_Mem_Acc	Subseq_Source_Mem_Acc_RT
4.0021	1.0	Valid Other Obj Cue: valid cue where following stimulus was an untested or no response object	OBJ	V	1	1.3039	UT	UT	UT	UT
8.0021	0.5	Valid Other Obj: stimulus that was an untested or no response object and that followed a valid cue	OBJ	V	1	1.3039	UT	UT	UT	UT
10.0054	1.0	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.87324	UT	UT	UT	UT
14.0054	0.5	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.87324	UT	UT	UT	UT
16.072	1.0	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	0.85319	LC-MISS	 1.7795	UT	UT
20.072	0.5	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	0.85319	LC-MISS	 1.7795	UT	UT
26.005	1.0	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	1.0969	HC-HIT	 1.6552	1	1.5675
32.005	0.5	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	1.0969	HC-HIT	 1.6552	1	1.5675
34.0619	1.0	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	1	1.0875	LC-HIT	 1.9112	0	0.53693
36.0619	0.5	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	1	1.0875	LC-HIT	 1.9112	0	0.53693
38.0614	1.0	Invalid HC-Hit Cue: invalid cue where following object was a subsequent high confidence hit	OBJ	NV	1	1.3733	HC-HIT	 1.0749	1	0.51954
42.0614	0.5	Invalid HC-Hit Obj: object that was a subsequent high confidence hit and that followed an invalid cue	OBJ	NV	1	1.3733	HC-HIT	 1.0749	1	0.51954
46.005	1.0	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.97862	UT	UT	UT	UT
50.005	0.5	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.97862	UT	UT	UT	UT
52.0608	1.0	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	0.95144	HC-MISS	 2.1025	UT	UT
54.0608	0.5	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	0.95144	HC-MISS	 2.1025	UT	UT
56.0603	1.0	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	1	0.9495899999999999	LC-HIT	 1.8769	1	0.3882
62.0603	0.5	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	1	0.9495899999999999	LC-HIT	 1.8769	1	0.3882
64.0044	1.0	Invalid Miss Cue: invalid cue where following object was a subsequent miss	OBJ	NV	1	1.3234	LC-MISS	 1.2661	UT	UT
66.0044	0.5	Invalid Miss Obj: object that was a subsequent miss and that followed an invalid cue	OBJ	NV	1	1.3234	LC-MISS	 1.2661	UT	UT
72.0056	1.0	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	1.1836	HC-HIT	 1.1195	1	0.15666
76.0056	0.5	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	1.1836	HC-HIT	 1.1195	1	0.15666
78.063	1.0	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	0.90776	HC-HIT	 1.4118	1	2.2385
84.06299999999999	0.5	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	0.90776	HC-HIT	 1.4118	1	2.2385
86.0673	1.0	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.98451	UT	UT	UT	UT
92.0673	0.5	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.98451	UT	UT	UT	UT
94.0638	1.0	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	1	1.1976	LC-HIT	 2.6522	1	0.6772
98.0638	0.5	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	1	1.1976	LC-HIT	 2.6522	1	0.6772
100.0621	1.0	Invalid Miss Cue: invalid cue where following object was a subsequent miss	OBJ	NV	1	1.4368	LC-MISS	 1.4498	UT	UT
104.0621	0.5	Invalid Miss Obj: object that was a subsequent miss and that followed an invalid cue	OBJ	NV	1	1.4368	LC-MISS	 1.4498	UT	UT
106.0055	1.0	Invalid Miss Cue: invalid cue where following object was a subsequent miss	OBJ	NV	1	0.9937600000000001	LC-MISS	 2.0545	UT	UT
108.0055	0.5	Invalid Miss Obj: object that was a subsequent miss and that followed an invalid cue	OBJ	NV	1	0.9937600000000001	LC-MISS	 2.0545	UT	UT
112.0615	1.0	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	0.9113	HC-HIT	 1.4198	1	0.37473
114.0615	0.5	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	0.9113	HC-HIT	 1.4198	1	0.37473
116.0604	1.0	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	1.2689	UT	UT	UT	UT
118.0604	0.5	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	1.2689	UT	UT	UT	UT
120.0552	1.0	Valid LC-Hit Cue: valid cue where following object was a subsequent low confidence hit	OBJ	V	1	0.9081299999999999	LC-HIT	 1.6847	1	0.59165
124.0552	0.5	Valid LC-Hit Obj: object that was a subsequent low confidence hit and that followed a valid cue	OBJ	V	1	0.9081299999999999	LC-HIT	 1.6847	1	0.59165
126.0042	1.0	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.85715	UT	UT	UT	UT
132.0042	0.5	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.85715	UT	UT	UT	UT
136.0653	1.0	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	0.9091600000000001	LC-MISS	 2.7843	UT	UT
138.0653	0.5	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	0.9091600000000001	LC-MISS	 2.7843	UT	UT
140.0643	1.0	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	1.1146	HC-HIT	 1.1682	1	0.21647
146.0643	0.5	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	1.1146	HC-HIT	 1.1682	1	0.21647
150.0049	1.0	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	1.0465	HC-HIT	 1.1264	1	0.12028
152.0049	0.5	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	1.0465	HC-HIT	 1.1264	1	0.12028
154.0599	1.0	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.90212	UT	UT	UT	UT
160.0599	0.5	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.90212	UT	UT	UT	UT
162.0048	1.0	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.97739	UT	UT	UT	UT
168.0048	0.5	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.97739	UT	UT	UT	UT
170.0715	1.0	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	1.0351	UT	UT	UT	UT
172.0715	0.5	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	1.0351	UT	UT	UT	UT
174.0044	1.0	Invalid Miss Cue: invalid cue where following object was a subsequent miss	OBJ	NV	1	1.3898	LC-MISS	 1.7817	UT	UT
178.0044	0.5	Invalid Miss Obj: object that was a subsequent miss and that followed an invalid cue	OBJ	NV	1	1.3898	LC-MISS	 1.7817	UT	UT
180.0653	1.0	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	0.8990100000000001	LC-MISS	 1.7293	UT	UT
186.0653	0.5	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	0.8990100000000001	LC-MISS	 1.7293	UT	UT
188.0631	1.0	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	1.0156	UT	UT	UT	UT
190.0631	0.5	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	1.0156	UT	UT	UT	UT
192.0638	1.0	Invalid Other Greeble Cue: invalid cue where following stimulus was an untested or no response greeble	GRE	NV	1	1.0312	UT	UT	UT	UT
196.0638	0.5	Invalid Other Greeble: stimulus that was an untested or no response greeble and that followed a invalid cue	GRE	NV	1	1.0312	UT	UT	UT	UT
198.0625	1.0	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	1.1237	LC-MISS	 1.3435	UT	UT
200.0625	0.5	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	1.1237	LC-MISS	 1.3435	UT	UT
202.0595	1.0	Valid Other Obj Cue: valid cue where following stimulus was an untested or no response object	OBJ	V	1	1.0328	UT	UT	UT	UT
208.0595	0.5	Valid Other Obj: stimulus that was an untested or no response object and that followed a valid cue	OBJ	V	1	1.0328	UT	UT	UT	UT
210.0052	1.0	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	0.8289200000000001	HC-HIT	 1.4937	1	3.5346
216.0052	0.5	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	0.8289200000000001	HC-HIT	 1.4937	1	3.5346
218.0628	1.0	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.7874399999999999	UT	UT	UT	UT
224.0628	0.5	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.7874399999999999	UT	UT	UT	UT
226.0649	1.0	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	0.94778	LC-MISS	 1.8544	UT	UT
228.0649	0.5	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	0.94778	LC-MISS	 1.8544	UT	UT
230.0505	1.0	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.9361299999999999	UT	UT	UT	UT
232.0505	0.5	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.9361299999999999	UT	UT	UT	UT
234.0613	1.0	Invalid HC-Hit Cue: invalid cue where following object was a subsequent high confidence hit	OBJ	NV	1	0.9315	HC-HIT	  1.214	1	1.2882
240.0613	0.5	Invalid HC-Hit Obj: object that was a subsequent high confidence hit and that followed an invalid cue	OBJ	NV	1	0.9315	HC-HIT	  1.214	1	1.2882
244.0053	1.0	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.84955	UT	UT	UT	UT
250.0053	0.5	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.84955	UT	UT	UT	UT
254.0052	1.0	Valid Other Obj Cue: valid cue where following stimulus was an untested or no response object	OBJ	V	1	0.9572799999999999	UT	UT	UT	UT
258.0052	0.5	Valid Other Obj: stimulus that was an untested or no response object and that followed a valid cue	OBJ	V	1	0.9572799999999999	UT	UT	UT	UT
260.0608	1.0	Valid HC-Hit Cue: valid cue where following object was a subsequent high confidence hit	OBJ	V	1	1.547	HC-HIT	0.95732	1	0.62403
264.0608	0.5	Valid HC-Hit Obj: object that was a subsequent high confidence hit and that followed a valid cue	OBJ	V	1	1.547	HC-HIT	0.95732	1	0.62403
266.0682	1.0	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	0.9839200000000001	LC-MISS	 2.6946	UT	UT
270.0682	0.5	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	0.9839200000000001	LC-MISS	 2.6946	UT	UT
274.0622	1.0	Valid Other Obj Cue: valid cue where following stimulus was an untested or no response object	OBJ	V	1	1.0832	UT	UT	UT	UT
280.0622	0.5	Valid Other Obj: stimulus that was an untested or no response object and that followed a valid cue	OBJ	V	1	1.0832	UT	UT	UT	UT
