onset	duration	event_sample	event_value	trial_type
24.6709090909091	900	27138	13	unfamiliar_new
25.2727272727273	900	27800	0	response
27.8954545454545	900	30685	17	scrambled_new
28.5572727272727	900	31413	0	response
31.1027272727273	900	34213	13	unfamiliar_new
31.9763636363636	900	35174	0	response
34.21	900	37631	14	unfamiliar_second_early
34.7454545454545	900	38220	0	response
37.3	900	41030	13	unfamiliar_new
37.9218181818182	900	41714	0	response
40.5245454545455	900	44577	14	unfamiliar_second_early
41.0981818181818	900	45208	0	response
43.7818181818182	900	48160	5	famous_new
44.3545454545455	900	48790	0	response
46.9554545454545	900	51651	6	famous_second_early
47.4181818181818	900	52160	0	response
50.0963636363636	900	55106	5	famous_new
50.7036363636364	900	55774	0	response
53.1363636363636	900	58450	15	unfamiliar_second_late
53.8081818181818	900	59189	0	response
56.3609090909091	900	61997	17	scrambled_new
57.0390909090909	900	62743	0	response
59.3845454545455	900	65323	18	scrambled_second_early
60.2354545454545	900	66259	0	response
62.5918181818182	900	68851	19	scrambled_second_late
63.17	900	69487	0	response
65.7654545454545	900	72342	5	famous_new
66.6054545454545	900	73266	0	response
69.0063636363636	900	75907	6	famous_second_early
69.8190909090909	900	76801	0	response
72.3309090909091	900	79564	5	famous_new
72.9690909090909	900	80266	0	response
75.5381818181818	900	83092	5	famous_new
76.1963636363636	900	83816	0	response
78.8290909090909	900	86712	6	famous_second_early
79.4109090909091	900	87352	0	response
81.9536363636364	900	90149	17	scrambled_new
82.6054545454545	900	90866	0	response
85.1772727272727	900	93695	18	scrambled_second_early
85.8172727272727	900	94399	0	response
88.3509090909091	900	97186	7	famous_second_late
88.9063636363636	900	97797	0	response
91.5418181818182	900	100696	13	unfamiliar_new
92.2109090909091	900	101432	0	response
94.6154545454545	900	104077	14	unfamiliar_second_early
95.2390909090909	900	104763	0	response
97.8563636363636	900	107642	17	scrambled_new
98.6881818181818	900	108557	0	response
100.947272727273	900	111042	18	scrambled_second_early
101.862727272727	900	112049	0	response
104.070909090909	900	114478	13	unfamiliar_new
104.687272727273	900	115156	0	response
107.128181818182	900	117841	7	famous_second_late
110.184545454545	900	121203	5	famous_new
110.787272727273	900	121866	0	response
113.492727272727	900	124842	17	scrambled_new
114.427272727273	900	125870	0	response
116.683636363636	900	128352	17	scrambled_new
117.367272727273	900	129104	0	response
117.521818181818	900	129274	0	response
119.840909090909	900	131825	17	scrambled_new
120.921818181818	900	133014	0	response
123.048181818182	900	135353	18	scrambled_second_early
