onset	duration	trial_type	TrialNum	StimCond	StimulusNum	Response	response_time	Correct
0.120	2.000	classification-probabilistic	1.000	1.000	10.000	L	1.024	1.000
5.900	2.000	classification-deterministic	3.000	2.000	10.000	R	1.746	0.000
13.125	2.000	classification-deterministic	5.000	2.000	10.000	R	1.104	0.000
18.478	2.000	classification-deterministic	7.000	2.000	11.000	R	0.997	1.000
25.593	2.000	classification-probabilistic	9.000	1.000	3.000	L	0.940	1.000
32.597	2.000	classification-probabilistic	11.000	1.000	11.000	-	0.000	-1.000
35.722	2.000	classification-probabilistic	13.000	1.000	10.000	L	0.991	1.000
40.996	2.000	classification-deterministic	15.000	2.000	10.000	R	1.709	0.000
44.084	2.000	classification-deterministic	17.000	2.000	2.000	R	0.891	1.000
48.481	2.000	classification-probabilistic	19.000	1.000	3.000	L	1.089	1.000
51.689	2.000	classification-probabilistic	21.000	1.000	14.000	L	2.143	0.000
56.593	2.000	classification-probabilistic	23.000	1.000	2.000	R	1.222	1.000
60.109	2.000	classification-probabilistic	25.000	1.000	10.000	L	1.280	1.000
65.511	2.000	classification-probabilistic	27.000	1.000	10.000	L	0.693	1.000
71.202	2.000	classification-deterministic	29.000	2.000	13.000	L	1.955	1.000
75.900	2.000	classification-deterministic	n/a	n/a	n/a	n/a	n/a	n/a
75.950	n/a	n/a	31.000	2.000	2.000	R	1.002	1.000
80.608	2.000	classification-deterministic	33.000	2.000	5.000	L	2.095	0.000
84.494	2.000	classification-probabilistic	35.000	1.000	10.000	L	0.833	1.000
91.202	2.000	classification-deterministic	37.000	2.000	1.000	L	1.829	1.000
97.316	2.000	classification-deterministic	39.000	2.000	13.000	-	0.000	-1.000
101.107	2.000	classification-deterministic	41.000	2.000	10.000	R	1.517	0.000
105.808	2.000	classification-probabilistic	43.000	1.000	3.000	-	0.000	-1.000
113.203	2.000	classification-deterministic	45.000	2.000	2.000	-	0.000	-1.000
116.421	2.000	classification-probabilistic	47.000	1.000	4.000	L	0.913	1.000
119.695	2.000	classification-probabilistic	49.000	1.000	4.000	L	1.168	1.000
124.516	2.000	classification-probabilistic	51.000	1.000	5.000	R	0.876	1.000
131.816	2.000	classification-deterministic	53.000	2.000	1.000	-	0.000	-1.000
139.396	2.000	classification-probabilistic	55.000	1.000	6.000	L	1.762	1.000
142.913	2.000	classification-probabilistic	57.000	1.000	14.000	-	0.000	-1.000
146.308	2.000	classification-probabilistic	59.000	1.000	3.000	L	0.744	1.000
150.302	2.000	classification-probabilistic	61.000	1.000	11.000	L	2.443	0.000
156.482	2.000	classification-deterministic	63.000	2.000	3.000	R	1.236	1.000
159.995	2.000	classification-probabilistic	65.000	1.000	7.000	R	1.365	0.000
163.083	2.000	classification-deterministic	67.000	2.000	3.000	R	0.754	1.000
167.478	2.000	classification-deterministic	69.000	2.000	11.000	R	1.492	1.000
170.308	2.000	classification-deterministic	71.000	2.000	3.000	R	0.791	1.000
174.315	2.000	classification-deterministic	73.000	2.000	13.000	L	1.658	1.000
180.315	2.000	classification-probabilistic	75.000	1.000	1.000	L	1.681	0.000
185.512	2.000	classification-probabilistic	77.000	1.000	6.000	-	0.000	-1.000
190.515	2.000	classification-deterministic	79.000	2.000	9.000	R	1.898	1.000
195.080	2.000	classification-deterministic	81.000	2.000	13.000	-	0.000	-1.000
199.084	2.000	classification-deterministic	83.000	2.000	3.000	R	0.687	1.000
202.111	2.000	classification-deterministic	85.000	2.000	7.000	L	1.082	1.000
208.781	2.000	classification-probabilistic	87.000	1.000	8.000	R	2.275	1.000
213.387	2.000	classification-probabilistic	89.000	1.000	8.000	R	1.327	1.000
219.887	2.000	classification-deterministic	91.000	2.000	6.000	R	1.950	0.000
223.108	2.000	classification-deterministic	93.000	2.000	5.000	-	0.000	-1.000
226.786	2.000	classification-deterministic	95.000	2.000	7.000	L	1.697	1.000
229.911	2.000	classification-deterministic	97.000	2.000	11.000	R	1.876	1.000
235.782	2.000	classification-probabilistic	99.000	1.000	5.000	R	1.603	1.000
240.780	2.000	classification-probabilistic	101.000	1.000	5.000	-	0.000	-1.000
244.183	2.000	classification-deterministic	103.000	2.000	12.000	R	1.242	1.000
248.098	2.000	classification-probabilistic	105.000	1.000	11.000	R	1.647	1.000
252.310	2.000	classification-probabilistic	107.000	1.000	4.000	L	0.782	1.000
257.981	2.000	classification-probabilistic	109.000	1.000	3.000	L	0.904	1.000
261.690	2.000	classification-probabilistic	111.000	1.000	11.000	R	1.341	1.000
265.777	2.000	classification-deterministic	113.000	2.000	8.000	-	0.000	-1.000
272.312	2.000	classification-deterministic	115.000	2.000	1.000	L	1.011	1.000
275.607	2.000	classification-deterministic	117.000	2.000	6.000	R	1.066	0.000
281.818	2.000	classification-probabilistic	119.000	1.000	13.000	R	2.180	0.000
289.120	2.000	classification-probabilistic	121.000	1.000	6.000	L	0.837	1.000
293.497	2.000	classification-probabilistic	123.000	1.000	10.000	L	1.027	1.000
299.203	2.000	classification-deterministic	125.000	2.000	2.000	R	0.988	1.000
304.316	2.000	classification-deterministic	127.000	2.000	4.000	L	0.989	1.000
307.524	2.000	classification-deterministic	129.000	2.000	13.000	-	0.000	-1.000
310.809	2.000	classification-deterministic	131.000	2.000	3.000	R	0.808	1.000
316.098	2.000	classification-probabilistic	133.000	1.000	11.000	-	0.000	-1.000
322.318	2.000	classification-probabilistic	135.000	1.000	11.000	-	0.000	-1.000
325.298	2.000	classification-probabilistic	137.000	1.000	14.000	R	0.833	1.000
328.494	2.000	classification-probabilistic	139.000	1.000	10.000	L	1.122	1.000
332.481	2.000	classification-deterministic	141.000	2.000	1.000	L	1.057	1.000
336.612	2.000	classification-deterministic	143.000	2.000	7.000	-	0.000	-1.000
339.810	2.000	classification-deterministic	145.000	2.000	3.000	R	0.808	1.000
344.000	2.000	classification-deterministic	147.000	2.000	5.000	R	1.492	1.000
349.197	2.000	classification-deterministic	149.000	2.000	2.000	R	0.929	1.000
352.700	2.000	classification-probabilistic	n/a	n/a	n/a	n/a	n/a	n/a
352.750	n/a	n/a	151.000	1.000	10.000	L	0.749	1.000
358.821	2.000	classification-probabilistic	153.000	1.000	11.000	R	1.354	1.000
362.381	2.000	classification-probabilistic	155.000	1.000	10.000	L	1.358	1.000
366.779	2.000	classification-probabilistic	157.000	1.000	5.000	R	1.494	1.000
372.815	2.000	classification-deterministic	159.000	2.000	12.000	L	1.367	0.000
376.998	2.000	classification-deterministic	161.000	2.000	6.000	R	1.392	0.000
379.976	2.000	classification-deterministic	163.000	2.000	2.000	-	0.000	-1.000
383.783	2.000	classification-probabilistic	165.000	1.000	6.000	-	0.000	-1.000
386.775	2.000	classification-probabilistic	167.000	1.000	5.000	R	0.942	1.000
391.387	2.000	classification-probabilistic	169.000	1.000	9.000	R	1.832	0.000
395.883	2.000	classification-deterministic	171.000	2.000	10.000	L	1.587	1.000
401.108	2.000	classification-deterministic	173.000	2.000	7.000	L	1.130	1.000
405.299	2.000	classification-probabilistic	175.000	1.000	14.000	R	1.452	1.000
408.321	2.000	classification-probabilistic	177.000	1.000	2.000	-	0.000	-1.000
411.798	2.000	classification-deterministic	179.000	2.000	13.000	R	1.390	0.000
416.195	2.000	classification-deterministic	181.000	2.000	1.000	L	0.967	1.000
422.187	2.000	classification-probabilistic	183.000	1.000	11.000	R	0.874	1.000
426.583	2.000	classification-probabilistic	185.000	1.000	1.000	R	1.008	1.000
431.181	2.000	classification-probabilistic	187.000	1.000	12.000	L	1.237	-1.000
434.608	2.000	classification-deterministic	189.000	2.000	10.000	-	0.000	-1.000
437.724	2.000	classification-deterministic	191.000	2.000	7.000	-	0.000	-1.000
443.288	2.000	classification-probabilistic	193.000	1.000	8.000	R	1.012	1.000
449.011	2.000	classification-probabilistic	195.000	1.000	10.000	L	1.218	1.000
452.183	2.000	classification-deterministic	197.000	2.000	13.000	L	2.097	1.000
