onset	duration	trial_type	feedback	TrialNum	StimCond	StimulusNum	Response	response_time	Correct	Feedback
0.123	2.000	feedback	0.840	1	1	2	R	1.573	1	R
4.617	2.000	feedback	0.840	2	1	6	L	1.148	1	L
9.112	2.000	feedback	0.840	3	1	6	L	0.941	1	L
13.699	2.000	feedback	-1.160	4	1	11	L	2.079	0	R
18.091	2.000	feedback	0.840	5	1	2	R	0.950	1	R
22.682	n/a	n/a	n/a	6	1	0	R	0.711	-	-
27.181	n/a	n/a	n/a	7	1	0	-	0.000	-	-
31.683	n/a	n/a	n/a	8	1	0	R	0.448	-	-
36.114	2.000	feedback	-1.160	9	1	6	-	0.000	-1	L
40.694	2.000	feedback	-1.160	10	1	11	R	1.075	1	L
45.118	2.000	feedback	0.840	11	1	5	R	1.274	1	R
49.690	2.000	feedback	-1.160	12	1	11	L	1.619	0	R
54.193	2.000	feedback	0.840	13	1	11	R	1.958	1	R
58.683	n/a	n/a	n/a	14	1	0	R	0.704	-	-
63.181	n/a	n/a	n/a	15	1	0	R	0.462	-	-
67.682	n/a	n/a	n/a	16	1	0	R	0.450	-	-
72.111	2.000	feedback	-1.160	17	1	10	R	1.050	0	L
76.583	2.000	feedback	0.840	18	1	4	L	1.341	1	L
81.124	2.000	feedback	0.840	19	1	6	L	0.999	1	L
85.700	2.000	feedback	-1.160	20	1	11	L	1.640	0	R
90.088	2.000	feedback	0.840	21	1	3	L	0.864	1	L
94.715	n/a	n/a	n/a	22	1	0	R	0.778	-	-
99.189	n/a	n/a	n/a	23	1	0	R	0.400	-	-
103.682	n/a	n/a	n/a	24	1	0	R	0.610	-	-
108.111	2.000	feedback	-1.160	25	1	9	R	1.476	0	L
112.583	2.000	feedback	-1.160	26	1	4	L	0.928	1	R
117.209	2.000	feedback	-1.160	27	1	11	L	1.906	0	R
121.582	2.000	feedback	-1.160	28	1	4	R	1.377	0	L
126.118	2.000	feedback	-1.160	29	1	7	R	2.053	0	L
130.695	n/a	n/a	n/a	30	1	0	-	0.000	-	-
135.182	n/a	n/a	n/a	31	1	0	R	0.321	-	-
139.681	n/a	n/a	n/a	32	1	0	R	0.445	-	-
144.192	2.000	feedback	0.840	33	1	11	R	1.926	1	R
148.625	2.000	feedback	0.840	34	1	10	L	1.286	1	L
153.114	2.000	feedback	0.840	35	1	10	L	0.966	1	L
157.690	2.000	feedback	0.840	36	1	14	R	1.152	1	R
162.196	2.000	feedback	0.840	37	1	11	R	0.911	1	R
166.682	n/a	n/a	n/a	38	1	0	R	0.750	-	-
171.181	n/a	n/a	n/a	39	1	0	R	0.426	-	-
175.688	n/a	n/a	n/a	40	1	0	R	0.664	-	-
180.084	2.000	feedback	0.840	41	1	4	L	1.324	1	L
184.591	2.000	feedback	0.840	42	1	3	L	1.433	1	L
189.124	2.000	feedback	0.840	43	1	5	R	1.468	1	R
193.620	2.000	feedback	-1.160	44	1	8	L	1.264	0	R
198.113	2.000	feedback	-1.160	45	1	10	-	0.000	-1	L
202.683	n/a	n/a	n/a	46	1	0	R	0.646	-	-
207.182	n/a	n/a	n/a	47	1	0	-	0.000	-	-
211.683	n/a	n/a	n/a	48	1	0	R	0.502	-	-
216.114	2.000	feedback	0.840	49	1	6	L	1.065	1	L
220.591	2.000	feedback	-1.160	50	1	2	R	0.835	1	L
225.082	2.000	feedback	0.840	51	1	4	L	0.929	1	L
229.618	2.000	feedback	0.840	52	1	10	L	0.815	1	L
234.085	2.000	feedback	0.840	53	1	3	L	0.916	1	L
238.716	n/a	n/a	n/a	54	1	0	R	0.663	-	-
243.189	n/a	n/a	n/a	55	1	0	R	0.462	-	-
247.683	n/a	n/a	n/a	56	1	0	-	0.000	-	-
252.190	2.000	feedback	-1.160	57	1	13	L	1.671	1	R
256.693	2.000	feedback	-1.160	58	1	14	L	1.238	0	R
261.111	2.000	feedback	0.840	59	1	10	L	0.801	1	L
265.590	2.000	feedback	-1.160	60	1	1	-	0.000	-1	R
270.121	2.000	feedback	0.840	61	1	5	R	1.262	1	R
274.682	n/a	n/a	n/a	62	1	0	R	0.882	-	-
279.223	n/a	n/a	n/a	63	1	0	R	0.405	-	-
283.689	n/a	n/a	n/a	64	1	0	R	0.580	-	-
288.110	2.000	feedback	0.840	65	1	10	L	1.646	1	L
292.608	2.000	feedback	0.840	66	1	10	L	0.773	1	L
297.193	2.000	feedback	-1.160	67	1	14	L	1.764	0	R
301.618	2.000	feedback	0.840	68	1	5	R	1.490	1	R
306.111	2.000	feedback	0.840	69	1	10	L	1.268	1	L
310.683	n/a	n/a	n/a	70	1	0	-	0.000	-	-
315.182	n/a	n/a	n/a	71	1	0	R	0.568	-	-
319.722	n/a	n/a	n/a	72	1	0	-	0.000	-	-
324.089	2.000	feedback	-1.160	73	1	1	-	0.000	-1	R
328.611	2.000	feedback	0.840	74	1	10	L	1.352	1	L
333.114	2.000	feedback	0.840	75	1	6	L	1.895	1	L
337.690	2.000	feedback	-1.160	76	1	13	R	1.462	0	L
342.117	2.000	feedback	-1.160	77	1	8	L	1.218	0	R
346.682	n/a	n/a	n/a	78	1	0	R	0.661	-	-
351.182	n/a	n/a	n/a	79	1	0	-	0.000	-	-
355.683	n/a	n/a	n/a	80	1	0	-	0.000	-	-
