onset	duration	event_sample	event_value	trial_type
23.6018181818182	900	25962	17	scrambled_new
24.6518181818182	900	27117	0	response
26.7254545454545	900	29398	18	scrambled_second_early
27.4427272727273	900	30187	0	response
29.9327272727273	900	32926	13	unfamiliar_new
30.9554545454545	900	34051	0	response
33.2736363636364	900	36601	5	famous_new
33.94	900	37334	0	response
36.4645454545455	900	40111	6	famous_second_early
37.1345454545455	900	40848	0	response
39.5881818181818	900	43547	5	famous_new
40.3781818181818	900	44416	0	response
42.6618181818182	900	46928	6	famous_second_early
43.3409090909091	900	47675	0	response
45.87	900	50457	13	unfamiliar_new
46.9245454545455	900	51617	0	response
49.0436363636364	900	53948	14	unfamiliar_second_early
49.9472727272727	900	54942	0	response
52.2009090909091	900	57421	17	scrambled_new
52.8918181818182	900	58181	0	response
55.2909090909091	900	60820	18	scrambled_second_early
56.0209090909091	900	61623	0	response
58.3981818181818	900	64238	5	famous_new
59.5754545454545	900	65533	0	response
61.6227272727273	900	67785	15	unfamiliar_second_late
63.0881818181818	900	69397	0	response
63.1827272727273	900	69501	0	response
64.6627272727273	900	71129	17	scrambled_new
65.5527272727273	900	72108	0	response
67.8036363636364	900	74584	17	scrambled_new
68.64	900	75504	0	response
71.0109090909091	900	78112	13	unfamiliar_new
72.3718181818182	900	79609	0	response
74.2181818181818	900	81640	13	unfamiliar_new
75.1009090909091	900	82611	0	response
77.3418181818182	900	85076	14	unfamiliar_second_early
78.0572727272727	900	85863	0	response
80.5327272727273	900	88586	5	famous_new
81.3518181818182	900	89487	0	response
83.7236363636364	900	92096	7	famous_second_late
84.85	900	93335	0	response
86.9145454545455	900	95606	13	unfamiliar_new
87.75	900	96525	0	response
90.2054545454545	900	99226	19	scrambled_second_late
91.2254545454545	900	100348	0	response
93.3954545454545	900	102735	17	scrambled_new
94.4672727272727	900	103914	0	response
96.4027272727273	900	106043	19	scrambled_second_late
97.1536363636364	900	106869	0	response
99.61	900	109571	17	scrambled_new
100.992727272727	900	111092	0	response
102.767272727273	900	113044	18	scrambled_second_early
104.088181818182	900	114497	0	response
105.991818181818	900	116591	15	unfamiliar_second_late
106.8	900	117480	0	response
109.232727272727	900	120156	5	famous_new
110.147272727273	900	121162	0	response
112.406363636364	900	123647	6	famous_second_early
113.121818181818	900	124434	0	response
115.53	900	127083	17	scrambled_new
116.286363636364	900	127915	0	response
118.637272727273	900	130501	18	scrambled_second_early
119.364545454545	900	131301	0	response
121.677272727273	900	133845	7	famous_second_late
122.919090909091	900	135211	0	response
124.834545454545	900	137318	13	unfamiliar_new
125.762727272727	900	138339	0	response
128.092727272727	900	140902	14	unfamiliar_second_early
128.775454545455	900	141653	0	response
131.216363636364	900	144338	15	unfamiliar_second_late
132.057272727273	900	145263	0	response
134.306363636364	900	147737	5	famous_new
135.764545454545	900	149341	0	response
137.547272727273	900	151302	6	famous_second_early
139.062727272727	900	152969	0	response
140.688181818182	900	154757	19	scrambled_second_late
141.575454545455	900	155733	0	response
143.711818181818	900	158083	13	unfamiliar_new
145.03	900	159533	0	response
146.836363636364	900	161520	17	scrambled_new
147.887272727273	900	162676	0	response
149.926363636364	900	164919	5	famous_new
151.088181818182	900	166197	0	response
152.982727272727	900	168281	5	famous_new
154.269090909091	900	169696	0	response
156.240909090909	900	171865	6	famous_second_early
157.332727272727	900	173066	0	response
159.398181818182	900	175338	17	scrambled_new
160.219090909091	900	176241	0	response
162.588181818182	900	178847	5	famous_new
163.379090909091	900	179717	0	response
165.796363636364	900	182376	15	unfamiliar_second_late
166.493636363636	900	183143	0	response
169.087272727273	900	185996	17	scrambled_new
169.746363636364	900	186721	0	response
172.260909090909	900	189487	18	scrambled_second_early
172.905454545455	900	190196	0	response
175.401818181818	900	192942	19	scrambled_second_late
176.002727272727	900	193603	0	response
178.525454545455	900	196378	17	scrambled_new
179.211818181818	900	197133	0	response
181.699090909091	900	199869	7	famous_second_late
183.097272727273	900	201407	0	response
184.906363636364	900	203397	17	scrambled_new
185.847272727273	900	204432	0	response
188.130909090909	900	206944	17	scrambled_new
188.845454545455	900	207730	0	response
191.405454545455	900	210546	19	scrambled_second_late
192.283636363636	900	211512	0	response
194.595454545455	900	214055	13	unfamiliar_new
195.595454545455	900	215155	0	response
197.853636363636	900	217639	14	unfamiliar_second_early
198.595454545455	900	218455	0	response
201.027272727273	900	221130	7	famous_second_late
201.733636363636	900	221907	0	response
204.269090909091	900	224696	5	famous_new
205.329090909091	900	225862	0	response
207.325454545455	900	228058	6	famous_second_early
208.451818181818	900	229297	0	response
210.515454545455	900	231567	5	famous_new
211.772727272727	900	232950	0	response
213.606363636364	900	234967	6	famous_second_early
214.57	900	236027	0	response
216.847272727273	900	238532	19	scrambled_second_late
217.63	900	239393	0	response
220.004545454545	900	242005	13	unfamiliar_new
220.845454545455	900	242930	0	response
223.161818181818	900	245478	19	scrambled_second_late
224.594545454545	900	247054	0	response
226.402727272727	900	249043	5	famous_new
227.429090909091	900	250172	0	response
