onset	duration	trial_type	run	run_id	volume	run_volume	stim	genre	delay	catch	sound_soa	trigger_ts
0.01	6.0	rocknroll	1	6	0	0	rocknroll_002.wav	rocknroll	6	0	0.0075999999999112324	691.6973
12.0	6.0	symphonic	1	6	6	6	symphonic_003.wav	symphonic	6	0	0.003899999999930515	703.6973
24.0	6.0	rocknroll	1	6	12	12	rocknroll_001.wav	rocknroll	6	0	0.0036999999999807187	715.6971
36.0	6.0	metal	1	6	18	18	metal_004.wav	metal	6	0	0.003399999999942338	727.6973
48.01	6.0	symphonic	1	6	24	24	symphonic_002.wav	symphonic	8	1	0.013499999999908141	739.6973
62.0	6.0	country	1	6	31	31	country_003.wav	country	6	0	0.0027000000000043656	753.6974
74.0	6.0	country	1	6	37	37	country_002.wav	country	6	0	0.0025000000000545697	765.698
86.0	6.0	ambient	1	6	43	43	ambient_001.wav	ambient	6	0	0.0027999999999792635	777.698
98.01	6.0	ambient	1	6	49	49	ambient_004.wav	ambient	8	1	0.007899999999949614	789.6973
112.0	6.0	country	1	6	56	56	country_000.wav	country	4	0	0.002600000000029468	803.6979
122.0	6.0	symphonic	1	6	61	61	symphonic_001.wav	symphonic	6	0	0.0030000000000427467	813.6975
134.0	6.0	symphonic	1	6	67	67	symphonic_004.wav	symphonic	4	0	0.002600000000029468	825.6976
144.0	6.0	ambient	1	6	72	72	ambient_003.wav	ambient	6	0	0.003800000000069304	835.6971
156.0	6.0	metal	1	6	78	78	metal_003.wav	metal	4	0	0.0023999999999659853	847.698
166.0	6.0	metal	1	6	83	83	metal_000.wav	metal	6	0	0.0023999999999659853	857.6974
178.0	6.0	ambient	1	6	89	89	ambient_000.wav	ambient	6	0	0.0023999999999659853	869.6975
190.02	6.0	rocknroll	1	6	95	95	rocknroll_003.wav	rocknroll	8	1	0.015099999999961256	881.6978
204.0	6.0	country	1	6	102	102	country_004.wav	country	6	0	0.002600000000029468	895.698
216.0	6.0	rocknroll	1	6	108	108	rocknroll_004.wav	rocknroll	4	0	0.003100000000017644	907.6972
226.0	6.0	ambient	1	6	113	113	ambient_002.wav	ambient	4	0	0.003400000000056025	917.6971
236.0	6.0	symphonic	1	6	118	118	symphonic_000.wav	symphonic	6	0	0.0027999999999792635	927.6975
248.01	6.0	metal	1	6	124	124	metal_002.wav	metal	8	1	0.010699999999928878	939.6974
262.01	6.0	country	1	6	131	131	country_001.wav	country	8	1	0.011500000000069122	953.6976
276.0	6.0	metal	1	6	138	138	metal_001.wav	metal	6	0	0.002499999999940883	967.6973
288.0	6.0	rocknroll	1	6	144	144	rocknroll_000.wav	rocknroll	6	0	0.0030000000000427467	979.6975
