name	x	y	z
EEG001	-0.0501586	-0.0721633	0.0294688
EEG002	0.000685595	0.105552	0.0391297
EEG003	0.0369635	-0.0761476	0.0315582
EEG004	-0.0510832	0.0751987	0.0306169
EEG005	-0.0310382	0.0920299	0.0607021
EEG006	0.000644546	0.0958486	0.0733278
EEG007	0.0328957	0.0916333	0.0623293
EEG008	0.0509852	0.0789595	0.0359795
EEG009	-0.0591117	0.0581084	0.0350481
EEG010	-0.0533289	0.069137	0.0568371
EEG011	-0.0418992	0.0730708	0.0756333
EEG012	-0.0191925	0.0764926	0.0903116
EEG013	0.00208493	0.0782579	0.0964465
EEG014	0.0268605	0.0755485	0.0940467
EEG015	0.0439547	0.0694304	0.082515
EEG016	0.0572581	0.0636979	0.0634768
EEG017	0.0623037	0.0532519	0.0405596
EEG018	-0.0700273	0.0289089	0.00792228
EEG019	-0.068976	0.035221	0.0379187
EEG020	-0.063375	0.042494	0.0645634
EEG021	-0.0492961	0.0446925	0.0881025
EEG022	-0.0240952	0.0478692	0.101486
EEG023	-0.00680578	0.0461905	0.115107
EEG024	0.0236139	0.044952	0.11007
EEG025	0.0510479	0.042256	0.0917965
EEG026	0.0657291	0.0356643	0.0702322
EEG027	0.0718366	0.0272762	0.0457228
EEG028	0.0698099	0.0241663	0.0127192
EEG029	-0.0718535	0.00885549	0.0102366
EEG030	-0.0750323	0.00727084	0.0428345
EEG031	-0.0690847	0.0138782	0.0751993
EEG032	-0.0529775	0.0152574	0.0973788
EEG033	-0.0340998	0.0184478	0.113238
EEG034	-0.00691522	0.0180318	0.121801
EEG035	0.0277667	0.0123504	0.120495
EEG036	0.0516155	0.010473	0.105826
EEG037	0.0704869	0.00624621	0.0804969
EEG038	0.0750684	-0.000702977	0.0472722
EEG039	0.074545	0.0024218	0.0122153
EEG040	-0.0725162	-0.0300852	0.0176947
EEG041	-0.075473	-0.0214147	0.0488336
EEG042	-0.0736085	-0.0181451	0.0804103
EEG043	-0.0575896	-0.0130873	0.103057
EEG044	-0.0337055	-0.0119815	0.120737
EEG045	-0.00369793	-0.0197953	0.129129
EEG046	0.0272481	-0.0176215	0.122791
EEG047	0.0508617	-0.0206737	0.107935
EEG048	0.0666704	-0.0223788	0.0862314
EEG049	0.067466	-0.0307358	0.0527462
EEG050	0.0700731	-0.0386404	0.0180996
EEG051	-0.0656846	-0.0541642	0.0244479
EEG052	-0.066089	-0.0475849	0.0566645
EEG053	-0.0627054	-0.0446329	0.0803373
EEG054	-0.0489162	-0.0448029	0.101869
EEG055	-0.0297034	-0.0410583	0.115114
EEG056	-0.00540008	-0.0467741	0.116735
EEG057	0.0207388	-0.0456241	0.114805
EEG058	0.0406935	-0.0478475	0.102934
EEG059	0.0524639	-0.0494085	0.0806004
EEG060	0.0551534	-0.052319	0.0574199
EEG065	0.0552749	-0.0563839	0.0277539
EEG066	-0.0528011	-0.0656947	0.0614436
EEG067	-0.0375044	-0.0666121	0.08651
EEG068	-0.00443429	-0.0694791	0.0933047
EEG069	0.0261923	-0.0684001	0.0864215
EEG070	0.0378061	-0.0713994	0.0632996
EEG071	-0.033315	-0.0807365	0.0655409
EEG072	-0.006655	-0.085737	0.0642854
EEG073	0.0180412	-0.0840325	0.0662311
EEG074	-0.00606223	-0.0933401	0.0300632
